stopwords_removed,unigrams_mlbb
"['bro', 'puas', 'permainin', 'menang', 'kala', 'ajing', 'musu', 'lol', 'jan', 'mityik', 'gaem', 'lol']","[('bro',), ('puas',), ('permainin',), ('menang',), ('kala',), ('ajing',), ('musu',), ('lol',), ('jan',), ('mityik',), ('gaem',), ('lol',)]"
"['lag', 'lobby', 'aman', 'nyaman']","[('lag',), ('lobby',), ('aman',), ('nyaman',)]"
"['woy', 'sinyal', 'lag', 'make', 'wifi', 'lohh', 'make', 'bagus', 'lag', 'banget', 'lag', 'sampai', 'gerak']","[('woy',), ('sinyal',), ('lag',), ('make',), ('wifi',), ('lohh',), ('make',), ('bagus',), ('lag',), ('banget',), ('lag',), ('sampai',), ('gerak',)]"
"['minimal', 'tolong', 'pernah', 'menang', 'sujud', 'kantor', 'jilat', 'kaki', 'karyawanmu', 'biar', 'ws', 'tolong', 'minimal', 'frustasi', 'pernah', 'ws', 'kawan', 'pindah', 'ff', 'gara', 'gara', 'ls', 'ah', 'percuma', 'ngomong', 'notice']","[('minimal',), ('tolong',), ('pernah',), ('menang',), ('sujud',), ('kantor',), ('jilat',), ('kaki',), ('karyawanmu',), ('biar',), ('ws',), ('tolong',), ('minimal',), ('frustasi',), ('pernah',), ('ws',), ('kawan',), ('pindah',), ('ff',), ('gara',), ('gara',), ('ls',), ('ah',), ('percuma',), ('ngomong',), ('notice',)]"
['yeah'],"[('yeah',)]"
"['kacau', 'stabil']","[('kacau',), ('stabil',)]"
"['update', 'patch', 'nalah', 'tambah', 'busuk', 'super', 'busuk', 'drafting', 'lag', 'aman', 'notif', 'putus', 'sampai', 'masuk', 'menit', 'update', 'patch', 'bukan', 'makin', 'baik', 'makin', 'busuk']","[('update',), ('patch',), ('nalah',), ('tambah',), ('busuk',), ('super',), ('busuk',), ('drafting',), ('lag',), ('aman',), ('notif',), ('putus',), ('sampai',), ('masuk',), ('menit',), ('update',), ('patch',), ('bukan',), ('makin',), ('baik',), ('makin',), ('busuk',)]"
"['gelap', 'semua', 'anjng']","[('gelap',), ('semua',), ('anjng',)]"
"['pilih', 'lawan', 'terlalu', 'adil', 'selalu', 'ngerti', 'balik', 'lawan', 'semua', 'terlalu', 'adil', 'bab']","[('pilih',), ('lawan',), ('terlalu',), ('adil',), ('selalu',), ('ngerti',), ('balik',), ('lawan',), ('semua',), ('terlalu',), ('adil',), ('bab',)]"
"['penarngetan', 'bebas', 'tetap', 'kunci', 'musuh', 'hapus']","[('penarngetan',), ('bebas',), ('tetap',), ('kunci',), ('musuh',), ('hapus',)]"
"['seru', 'suka', 'moga', 'makin', 'bagus']","[('seru',), ('suka',), ('moga',), ('makin',), ('bagus',)]"
"['bagus', 'cocok', 'milik', 'sifat', 'mudah', 'marah', 'bantu', 'tenang', 'diri', 'hati', 'tolong', 'baik', 'bagi', 'imbang', 'biar', 'senang']","[('bagus',), ('cocok',), ('milik',), ('sifat',), ('mudah',), ('marah',), ('bantu',), ('tenang',), ('diri',), ('hati',), ('tolong',), ('baik',), ('bagi',), ('imbang',), ('biar',), ('senang',)]"
"['buruk', 'buka', 'ping', 'selalu', 'merah', 'lag', 'parah', 'buka', 'aplikasi', 'lain', 'lancar']","[('buruk',), ('buka',), ('ping',), ('selalu',), ('merah',), ('lag',), ('parah',), ('buka',), ('aplikasi',), ('lain',), ('lancar',)]"
"['buruk', 'kalah', 'nurun', 'satu', 'bintang', 'naik', 'bintang', 'satu', 'lindung', 'tai']","[('buruk',), ('kalah',), ('nurun',), ('satu',), ('bintang',), ('naik',), ('bintang',), ('satu',), ('lindung',), ('tai',)]"
"['kontol', 'bujang', 'anjingg', 'bagus', 'cepek', 'lose', 'ngentot', 'anjiing']","[('kontol',), ('bujang',), ('anjingg',), ('bagus',), ('cepek',), ('lose',), ('ngentot',), ('anjiing',)]"
"['kecewa', 'imbang', 'chat', 'dalam', 'anggap', 'kasar', 'semua', 'batas', 'teman', 'imbang', 'anggap', 'salah', 'chat', 'lebih', 'kurang', 'credit', 'score']","[('kecewa',), ('imbang',), ('chat',), ('dalam',), ('anggap',), ('kasar',), ('semua',), ('batas',), ('teman',), ('imbang',), ('anggap',), ('salah',), ('chat',), ('lebih',), ('kurang',), ('credit',), ('score',)]"
"['mith', 'please']","[('mith',), ('please',)]"
"['jelek', 'ashu', 'pagi', 'sampai', 'sore', 'buka', 'bintang', 'naik', 'lose', 'gajelas', 'mas', 'monnton', 'kasi', 'imbang', 'ashu', 'buka', 'daak', 'kasi', 'sedang', 'musuh', 'kairi', 'ashu', 'uninstall', 'kwuonthol']","[('jelek',), ('ashu',), ('pagi',), ('sampai',), ('sore',), ('buka',), ('bintang',), ('naik',), ('lose',), ('gajelas',), ('mas',), ('monnton',), ('kasi',), ('imbang',), ('ashu',), ('buka',), ('daak',), ('kasi',), ('sedang',), ('musuh',), ('kairi',), ('ashu',), ('uninstall',), ('kwuonthol',)]"
"['masa', 'ganti', 'pp', 'keluar', 'lobby', 'sendiri', 'sinyalperangkat', 'tdk', 'kendala', 'kocak', 'bintang', 'no', 'recommend']","[('masa',), ('ganti',), ('pp',), ('keluar',), ('lobby',), ('sendiri',), ('sinyalperangkat',), ('tdk',), ('kendala',), ('kocak',), ('bintang',), ('no',), ('recommend',)]"
"['kasi', 'benar', 'masa', 'ketemu', 'tolol', 'sudah', 'season', 'ketemu', 'tolol', 'sumpah']","[('kasi',), ('benar',), ('masa',), ('ketemu',), ('tolol',), ('sudah',), ('season',), ('ketemu',), ('tolol',), ('sumpah',)]"
"['parah', 'lag', 'stabil', 'emosi']","[('parah',), ('lag',), ('stabil',), ('emosi',)]"
"['bagus', 'selalu', 'lag', 'patah', 'patah', 'rusak', 'rusak', 'rusakk', 'mending', 'uninstal', 'pindah']","[('bagus',), ('selalu',), ('lag',), ('patah',), ('patah',), ('rusak',), ('rusak',), ('rusakk',), ('mending',), ('uninstal',), ('pindah',)]"
"['rusak', 'lag', 'banget', 'sial']","[('rusak',), ('lag',), ('banget',), ('sial',)]"
"['pasti', 'sinyal', 'langsung', 'merah', 'tolong', 'd', 'baik', 'tolong', 'baik', 'parah']","[('pasti',), ('sinyal',), ('langsung',), ('merah',), ('tolong',), ('d',), ('baik',), ('tolong',), ('baik',), ('parah',)]"
"['adill', 'cok', 'mitikk', 'musuh', 'glory', 'rata', 'sedang', 'campur', 'biadab']","[('adill',), ('cok',), ('mitikk',), ('musuh',), ('glory',), ('rata',), ('sedang',), ('campur',), ('biadab',)]"
"['update', 'makin', 'tolol', 'bapuk']","[('update',), ('makin',), ('tolol',), ('bapuk',)]"
"['banyak', 'gelap', 'malasin']","[('banyak',), ('gelap',), ('malasin',)]"
"['sinyal', 'bagus', 'ping', 'merah', 'tolong', 'baik']","[('sinyal',), ('bagus',), ('ping',), ('merah',), ('tolong',), ('baik',)]"
['adil'],"[('adil',)]"
"['makin', 'makin', 'lag', 'parah', 'pdhl', 'bagus']","[('makin',), ('makin',), ('lag',), ('parah',), ('pdhl',), ('bagus',)]"
"['kuota', 'banyak', 'wifi', 'jga', 'oke', 'stak', 'afk', 'kesel', 'banget', 'dlu', 'bgtu', 'mls']","[('kuota',), ('banyak',), ('wifi',), ('jga',), ('oke',), ('stak',), ('afk',), ('kesel',), ('banget',), ('dlu',), ('bgtu',), ('mls',)]"
"['keluh', 'kagak', 'benar', 'adil', 'baik', 'jelek', 'banget', 'sumpah', 'dengerin', 'keluh', 'mu', 'baik', 'tolong', 'banget']","[('keluh',), ('kagak',), ('benar',), ('adil',), ('baik',), ('jelek',), ('banget',), ('sumpah',), ('dengerin',), ('keluh',), ('mu',), ('baik',), ('tolong',), ('banget',)]"
"['ping', 'selalu', 'buruk', 'aneh', 'banget']","[('ping',), ('selalu',), ('buruk',), ('aneh',), ('banget',)]"
['buruk'],"[('buruk',)]"
"['montong', 'kurang', 'ngiclik', 'licik', 'lag']","[('montong',), ('kurang',), ('ngiclik',), ('licik',), ('lag',)]"
"['sinyal', 'bagus', 'henti', 'suka', 'henti', 'tolong', 'baik', 'bug', 'muntun']","[('sinyal',), ('bagus',), ('henti',), ('suka',), ('henti',), ('tolong',), ('baik',), ('bug',), ('muntun',)]"
['taik'],"[('taik',)]"
"['aneh', 'temuin', 'party', 'makin', 'lama', 'makin', 'aneh']","[('aneh',), ('temuin',), ('party',), ('makin',), ('lama',), ('makin',), ('aneh',)]"
"['buruk', 'kenapa', 'update', 'ping', 'stabil', 'benar', 'gara', 'gara', 'ping', 'stabil', 'rusak', 'lahh', 'tai']","[('buruk',), ('kenapa',), ('update',), ('ping',), ('stabil',), ('benar',), ('gara',), ('gara',), ('ping',), ('stabil',), ('rusak',), ('lahh',), ('tai',)]"
"['perbaikin', 'freze', 'sinyal', 'aman', 'ko', 'freze', 'berkalikali', 'ganggu', 'alam']","[('perbaikin',), ('freze',), ('sinyal',), ('aman',), ('ko',), ('freze',), ('berkalikali',), ('ganggu',), ('alam',)]"
"['asu', 'teman', 'naik', 'naik', 'teman', 'bot', 'adil']","[('asu',), ('teman',), ('naik',), ('naik',), ('teman',), ('bot',), ('adil',)]"
"['taii', 'lain', 'tuju', 'senangsenang', 'gilastres', 'gila', 'isi', 'gelap', 'semua', 'bintang', 'lima', 'deteksi', 'tolong']","[('taii',), ('lain',), ('tuju',), ('senangsenang',), ('gilastres',), ('gila',), ('isi',), ('gelap',), ('semua',), ('bintang',), ('lima',), ('deteksi',), ('tolong',)]"
"['banyak', 'layer', 'buruk', 'beri', 'derak', 'malas', 'hati', 'hancur', 'anak', 'yatim', 'para', 'bilang', 'bapak', 'sono', 'bapak']","[('banyak',), ('layer',), ('buruk',), ('beri',), ('derak',), ('malas',), ('hati',), ('hancur',), ('anak',), ('yatim',), ('para',), ('bilang',), ('bapak',), ('sono',), ('bapak',)]"
"['bosan', 'lag', 'lag', 'lag', 'dn', 'lag', 'sinyak', 'stbil', 'wifi', 'parah', 'total', 'mending', 'ganti', 'pindah']","[('bosan',), ('lag',), ('lag',), ('lag',), ('dn',), ('lag',), ('sinyak',), ('stbil',), ('wifi',), ('parah',), ('total',), ('mending',), ('ganti',), ('pindah',)]"
"['kompak', 'jng', 'pilihin', 'busuk', 'kurang', 'sekolah', 'masa', 'sinyal', 'merah', 'anggap', 'afk', 'gimana']","[('kompak',), ('jng',), ('pilihin',), ('busuk',), ('kurang',), ('sekolah',), ('masa',), ('sinyal',), ('merah',), ('anggap',), ('afk',), ('gimana',)]"
"['percumah', 'menang', 'menang', 'kalah', 'ting', 'satu', 'bot']","[('percumah',), ('menang',), ('menang',), ('kalah',), ('ting',), ('satu',), ('bot',)]"
"['kenapa', 'sudah', 'makin', 'lama', 'makin', 'jelek', 'lag', 'lag', 'jelas', 'dalam', 'tanding', 'patah', 'patah', 'tibatiba', 'afk', 'patah', 'patah', 'mending', 'brawl', 'clasic', 'patah', 'patah', 'aplikasi', 'makin', 'lama', 'makin', 'berat', 'makin', 'patah', 'patah', 'tolong', 'baik', 'sedikit', 'ringan', 'jangan', 'terlalu', 'berat', 'kasi', 'pengunaan', 'ram', 'kecil', 'tanggap', 'ubah', 'mending', 'pindah']","[('kenapa',), ('sudah',), ('makin',), ('lama',), ('makin',), ('jelek',), ('lag',), ('lag',), ('jelas',), ('dalam',), ('tanding',), ('patah',), ('patah',), ('tibatiba',), ('afk',), ('patah',), ('patah',), ('mending',), ('brawl',), ('clasic',), ('patah',), ('patah',), ('aplikasi',), ('makin',), ('lama',), ('makin',), ('berat',), ('makin',), ('patah',), ('patah',), ('tolong',), ('baik',), ('sedikit',), ('ringan',), ('jangan',), ('terlalu',), ('berat',), ('kasi',), ('pengunaan',), ('ram',), ('kecil',), ('tanggap',), ('ubah',), ('mending',), ('pindah',)]"
"['buruk', 'binatang', 'baik', 'bug', 'sinyal', 'mu']","[('buruk',), ('binatang',), ('baik',), ('bug',), ('sinyal',), ('mu',)]"
"['halo', 'mas', 'muntun', 'tolong', 'jago', 'cape', 'gendong', 'pasti', 'menang', 'kalah', 'menang', 'kalah', 'percaya', 'akun', 'sutsujinkw', 'pindah', 'terimakasih']","[('halo',), ('mas',), ('muntun',), ('tolong',), ('jago',), ('cape',), ('gendong',), ('pasti',), ('menang',), ('kalah',), ('menang',), ('kalah',), ('percaya',), ('akun',), ('sutsujinkw',), ('pindah',), ('terimakasih',)]"
"['lag', 'banyak', 'emperor']","[('lag',), ('banyak',), ('emperor',)]"
"['mohon', 'baik', 'eror', 'bnyk', 'gelap']","[('mohon',), ('baik',), ('eror',), ('bnyk',), ('gelap',)]"
"['ban', 'akun', 'lama', 'dri', 'defeet', 'mllu']","[('ban',), ('akun',), ('lama',), ('dri',), ('defeet',), ('mllu',)]"
"['lag', 'server', 'bug', 'ui', 'lag', 'server', 'speed', 'on', 'lag', 'gerak', 'speed', 'off', 'lag', 'gerak', 'bug', 'ui', 'bug', 'tanding', 'draft', 'pasuk', 'tanding']","[('lag',), ('server',), ('bug',), ('ui',), ('lag',), ('server',), ('speed',), ('on',), ('lag',), ('gerak',), ('speed',), ('off',), ('lag',), ('gerak',), ('bug',), ('ui',), ('bug',), ('tanding',), ('draft',), ('pasuk',), ('tanding',)]"
"['ap', 'anjing']","[('ap',), ('anjing',)]"
"['maaf', 'hapus', 'males', 'beban', 'teman', 'lama', 'pensi', 'terimakasih', 'banyak', 'nemenin', 'mungkin', 'nanti', 'kapankapan']","[('maaf',), ('hapus',), ('males',), ('beban',), ('teman',), ('lama',), ('pensi',), ('terimakasih',), ('banyak',), ('nemenin',), ('mungkin',), ('nanti',), ('kapankapan',)]"
"['banyak', 'gelap']","[('banyak',), ('gelap',)]"
"['orng', 'baru', 'pertama', 'mending', 'usah', 'happy', 'tenang', 'gan', 'stres', 'pusing']","[('orng',), ('baru',), ('pertama',), ('mending',), ('usah',), ('happy',), ('tenang',), ('gan',), ('stres',), ('pusing',)]"
"['ketemu', 'gelap', 'mana', 'mana', 'jelas']","[('ketemu',), ('gelap',), ('mana',), ('mana',), ('jelas',)]"
"['tolol', 'kalah']","[('tolol',), ('kalah',)]"
"['rusak', 'lol']","[('rusak',), ('lol',)]"
"['stres', 'isi', 'gelap', 'swmua']","[('stres',), ('isi',), ('gelap',), ('swmua',)]"
"['makin', 'update', 'makin', 'lag', 'jelas', 'loogin', 'sampai', 'gerak', 'lancar', 'tetap', 'ngaruh', 'sekian', 'terimakasih', 'gaji']","[('makin',), ('update',), ('makin',), ('lag',), ('jelas',), ('loogin',), ('sampai',), ('gerak',), ('lancar',), ('tetap',), ('ngaruh',), ('sekian',), ('terimakasih',), ('gaji',)]"
"['adil', 'dalam', 'pilih', 'bot', 'semua', 'sedang', 'musuh', 'jago', 'jago']","[('adil',), ('dalam',), ('pilih',), ('bot',), ('semua',), ('sedang',), ('musuh',), ('jago',), ('jago',)]"
"['adill', 'dalam', 'bagi', 'banyak', 'gelap', 'musuh', 'gg', 'bot']","[('adill',), ('dalam',), ('bagi',), ('banyak',), ('gelap',), ('musuh',), ('gg',), ('bot',)]"
"['sinyal', 'hilang', 'mati', 'sinyal', 'pull', 'tolong', 'baik', 'sudah', 'baik', 'bintang', 'naikin', 'bintang', 'lima']","[('sinyal',), ('hilang',), ('mati',), ('sinyal',), ('pull',), ('tolong',), ('baik',), ('sudah',), ('baik',), ('bintang',), ('naikin',), ('bintang',), ('lima',)]"
"['percuma', 'update', 'cape', 'sumpah', 'bot', 'musuh', 'sakit', 'banya', 'buuf', 'buka', 'update', 'makin', 'bagus', 'mah', 'makin', 'parah', 'dasar', 'gaje', 'lol']","[('percuma',), ('update',), ('cape',), ('sumpah',), ('bot',), ('musuh',), ('sakit',), ('banya',), ('buuf',), ('buka',), ('update',), ('makin',), ('bagus',), ('mah',), ('makin',), ('parah',), ('dasar',), ('gaje',), ('lol',)]"
"['grafik', 'bagus', 'tetapi', 'jangan', 'mainin', 'samsung', 'oppo']","[('grafik',), ('bagus',), ('tetapi',), ('jangan',), ('mainin',), ('samsung',), ('oppo',)]"
"['sial', 'ajg', 'kasi', 'teman', 'draksistem']","[('sial',), ('ajg',), ('kasi',), ('teman',), ('draksistem',)]"
"['beres', 'lek', 'sinyal', 'pin', 'bagus', 'gerak', 'jelek', 'buruk']","[('beres',), ('lek',), ('sinyal',), ('pin',), ('bagus',), ('gerak',), ('jelek',), ('buruk',)]"
"['banyak', 'gelap', 'minimal', 'banget', 'mvp', 'turun', 'bintang', 'lebih', 'baik', 'kalah', 'mvp', 'bintang', 'bayangin', 'gendong', 'gendong', 'ujung', 'ujung', 'kalah', 'aneh', 'gendong', 'rugi', 'bahkan', 'ngerti']","[('banyak',), ('gelap',), ('minimal',), ('banget',), ('mvp',), ('turun',), ('bintang',), ('lebih',), ('baik',), ('kalah',), ('mvp',), ('bintang',), ('bayangin',), ('gendong',), ('gendong',), ('ujung',), ('ujung',), ('kalah',), ('aneh',), ('gendong',), ('rugi',), ('bahkan',), ('ngerti',)]"
"['nek', 'ngekeii', 'genah', 'tel', 'gatel']","[('nek',), ('ngekeii',), ('genah',), ('tel',), ('gatel',)]"
"['tolong', 'koneksi', 'diperbaikigua', 'kalah', 'gara', 'koneksi', 'stabil']","[('tolong',), ('koneksi',), ('diperbaikigua',), ('kalah',), ('gara',), ('koneksi',), ('stabil',)]"
"['elek', 'masa', 'sinyal', 'ijo', 'lag', 'niat', 'bintang', 'lawak', 'sinyal', 'perhati', 'su']","[('elek',), ('masa',), ('sinyal',), ('ijo',), ('lag',), ('niat',), ('bintang',), ('lawak',), ('sinyal',), ('perhati',), ('su',)]"
"['hama', 'draft', 'bug', 'hama', 'jelas', 'hama']","[('hama',), ('draft',), ('bug',), ('hama',), ('jelas',), ('hama',)]"
"['lag', 'ping', 'jumping', 'sinyal', 'bagus']","[('lag',), ('ping',), ('jumping',), ('sinyal',), ('bagus',)]"
"['tolong', 'masa', 'lag', 'trs', 'tadi']","[('tolong',), ('masa',), ('lag',), ('trs',), ('tadi',)]"
"['bug', 'sinyal', 'bner']","[('bug',), ('sinyal',), ('bner',)]"
"['tolong', 'sinyal', 'rusak', 'iya', 'loby', 'sinyal', 'hijau', 'trs', 'dalam', 'sinyal', 'merah', 'kuning', 'beri', 'bintang', 'lima', 'bukan', 'rekomendasitapi', 'biar', 'komenan', 'lihat', 'tindak', 'lanjut', 'meryport', 'jelasjelas', 'mangganggu', 'kog', 'kena', 'pelanggaranini', 'adi', 'banget', 'sinyal', 'lag', 'buka', 'pemberitahuan', 'sinyal', 'setabil', 'kog', 'malh', 'afk', 'gimana', 'maksud', 'minimal', 'adil']","[('tolong',), ('sinyal',), ('rusak',), ('iya',), ('loby',), ('sinyal',), ('hijau',), ('trs',), ('dalam',), ('sinyal',), ('merah',), ('kuning',), ('beri',), ('bintang',), ('lima',), ('bukan',), ('rekomendasitapi',), ('biar',), ('komenan',), ('lihat',), ('tindak',), ('lanjut',), ('meryport',), ('jelasjelas',), ('mangganggu',), ('kog',), ('kena',), ('pelanggaranini',), ('adi',), ('banget',), ('sinyal',), ('lag',), ('buka',), ('pemberitahuan',), ('sinyal',), ('setabil',), ('kog',), ('malh',), ('afk',), ('gimana',), ('maksud',), ('minimal',), ('adil',)]"
"['he', 'kena', 'afk', 'gara', 'sinyal', 'd', 'berhentiin', 'paket', 'unlimited', 'edition', 'tolong', 'd', 'baik', 'bagus', 'kog']","[('he',), ('kena',), ('afk',), ('gara',), ('sinyal',), ('d',), ('berhentiin',), ('paket',), ('unlimited',), ('edition',), ('tolong',), ('d',), ('baik',), ('bagus',), ('kog',)]"
"['sinyal', 'jelek']","[('sinyal',), ('jelek',)]"
"['ngasi', 'benar', 'dr', 'kemarin', 'sesoen', 'sampai', 'sekarang', 'jls', 'sudah', 'mabar', 'epic', 'klau', 'org', 'komen', 'tanggap', 'tondasar', 'jls']","[('ngasi',), ('benar',), ('dr',), ('kemarin',), ('sesoen',), ('sampai',), ('sekarang',), ('jls',), ('sudah',), ('mabar',), ('epic',), ('klau',), ('org',), ('komen',), ('tanggap',), ('tondasar',), ('jls',)]"
"['iqoo', 'neo', 'chipset', 'snapdragon', 'gen', 'masa', 'iya', 'panas', 'sedikit', 'langsung', 'redup', 'cerah', 'redup', 'sudah', 'beberapa', 'report', 'tetapi', 'solusi']","[('iqoo',), ('neo',), ('chipset',), ('snapdragon',), ('gen',), ('masa',), ('iya',), ('panas',), ('sedikit',), ('langsung',), ('redup',), ('cerah',), ('redup',), ('sudah',), ('beberapa',), ('report',), ('tetapi',), ('solusi',)]"
"['gim', 'seru']","[('gim',), ('seru',)]"
"['bagus', 'patah', 'jelas']","[('bagus',), ('patah',), ('jelas',)]"
"['ngasi', 'musuh', 'pandang', 'capek', 'jir', 'push', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kompak', 'musuh', 'turun', 'imo', 'semua', 'epik', 'kelar', 'kelar', 'capek', 'jirr']","[('ngasi',), ('musuh',), ('pandang',), ('capek',), ('jir',), ('push',), ('naik',), ('turun',), ('naik',), ('turun',), ('kapan',), ('imonya',), ('kompak',), ('musuh',), ('turun',), ('imo',), ('semua',), ('epik',), ('kelar',), ('kelar',), ('capek',), ('jirr',)]"
"['bug', 'mu', 'rusak', 'jing']","[('bug',), ('mu',), ('rusak',), ('jing',)]"
"['buruk', 'dunia']","[('buruk',), ('dunia',)]"
"['selalu', 'buruk', 'hijau', 'buruk']","[('selalu',), ('buruk',), ('hijau',), ('buruk',)]"
"['sumpah', 'tambah', 'lama', 'tambah', 'benar', 'kasi', 'teman', 'imbang', 'jangan', 'berat']","[('sumpah',), ('tambah',), ('lama',), ('tambah',), ('benar',), ('kasi',), ('teman',), ('imbang',), ('jangan',), ('berat',)]"
"['tolol', 'adil', 'kikir', 'buruk', 'moga', 'hapus', 'playstore']","[('tolol',), ('adil',), ('kikir',), ('buruk',), ('moga',), ('hapus',), ('playstore',)]"
"['tolol', 'banyak', 'draksistem']","[('tolol',), ('banyak',), ('draksistem',)]"
"['walaupun', 'kesal', 'favorit']","[('walaupun',), ('kesal',), ('favorit',)]"
"['games', 'skrng', 'bantak', 'bocil']","[('games',), ('skrng',), ('bantak',), ('bocil',)]"
"['minimal', 'starlight', 'member', 'bug', 'ngestak', 'lv', 'dri', 'lalu', 'tolong', 'rusak', 'minimal', 'gaji', 'minggu']","[('minimal',), ('starlight',), ('member',), ('bug',), ('ngestak',), ('lv',), ('dri',), ('lalu',), ('tolong',), ('rusak',), ('minimal',), ('gaji',), ('minggu',)]"
"['musuh', 'imbang']","[('musuh',), ('imbang',)]"
"['lag', 'suka', 'maju', 'maju', 'sendiri', 'enk']","[('lag',), ('suka',), ('maju',), ('maju',), ('sendiri',), ('enk',)]"
['cocok'],"[('cocok',)]"
"['baru', 'tulis', 'ulas', 'lama', 'berapa', 'report', 'after', 'kirain', 'sendiri', 'rasain', 'inbalance', 'nyata', 'banyak', 'kasus', 'tinggal', 'setia']","[('baru',), ('tulis',), ('ulas',), ('lama',), ('berapa',), ('report',), ('after',), ('kirain',), ('sendiri',), ('rasain',), ('inbalance',), ('nyata',), ('banyak',), ('kasus',), ('tinggal',), ('setia',)]"
"['buruk', 'asli', 'bagus']","[('buruk',), ('asli',), ('bagus',)]"
"['mohon', 'atas', 'imbang', 'draft', 'pilih', 'role']","[('mohon',), ('atas',), ('imbang',), ('draft',), ('pilih',), ('role',)]"
"['knapa', 'bngt', 'lag', 'sendiri', 'bukan', 'cuma', 'sya', 'kena', 'kena', 'pdahal', 'sinyal', 'lancar', 'pubg', 'pernah', 'kya']","[('knapa',), ('bngt',), ('lag',), ('sendiri',), ('bukan',), ('cuma',), ('sya',), ('kena',), ('kena',), ('pdahal',), ('sinyal',), ('lancar',), ('pubg',), ('pernah',), ('kya',)]"
"['senang', 'stres', 'lumayan', 'kecuali', 'gelap']","[('senang',), ('stres',), ('lumayan',), ('kecuali',), ('gelap',)]"
"['bosen', 'kalah', 'mending', 'ajar']","[('bosen',), ('kalah',), ('mending',), ('ajar',)]"
"['kontl', 'su', 'isi', 'gelap', 'jan', 'donlod', 'ges', 'gl']","[('kontl',), ('su',), ('isi',), ('gelap',), ('jan',), ('donlod',), ('ges',), ('gl',)]"
"['sinyal', 'hilang', 'habis', 'tu', 'draf', 'lag', 'banget', 'mending', 'fix', 'ngurusin', 'update', 'rusak']","[('sinyal',), ('hilang',), ('habis',), ('tu',), ('draf',), ('lag',), ('banget',), ('mending',), ('fix',), ('ngurusin',), ('update',), ('rusak',)]"
"['baik', 'bug', 'bukan', 'skin', 'keluar', 'wifi', 'rumah', 'oke', 'bug', 'bosen', 'jika', 'bug']","[('baik',), ('bug',), ('bukan',), ('skin',), ('keluar',), ('wifi',), ('rumah',), ('oke',), ('bug',), ('bosen',), ('jika',), ('bug',)]"
"['kenapa', 'baik', 'lag', 'banget', 'tolong', 'rusak', 'susah', 'mood']","[('kenapa',), ('baik',), ('lag',), ('banget',), ('tolong',), ('rusak',), ('susah',), ('mood',)]"
"['lag', 'parah', 'bagus', 'becus', 'cepet', 'rusak', 'pindah', 'rasain']","[('lag',), ('parah',), ('bagus',), ('becus',), ('cepet',), ('rusak',), ('pindah',), ('rasain',)]"
['rusak'],"[('rusak',)]"
"['tolong', 'ubah', 'selalu', 'lain', 'alam', 'format', 'biasa', 'dua', 'imbang', 'beberapa', 'duo', 'trio', 'beda', 'beda', 'saling', 'kenal', 'baru', 'kenal', 'bahkan', 'kenal', 'satu', 'lainbiasanya', 'duotrio', 'suatu', 'dominasi', 'tetapi', 'duotrio', 'satu', 'kompak', 'akibat', 'ketidakseimbangan', 'rusak', 'alam']","[('tolong',), ('ubah',), ('selalu',), ('lain',), ('alam',), ('format',), ('biasa',), ('dua',), ('imbang',), ('beberapa',), ('duo',), ('trio',), ('beda',), ('beda',), ('saling',), ('kenal',), ('baru',), ('kenal',), ('bahkan',), ('kenal',), ('satu',), ('lainbiasanya',), ('duotrio',), ('suatu',), ('dominasi',), ('tetapi',), ('duotrio',), ('satu',), ('kompak',), ('akibat',), ('ketidakseimbangan',), ('rusak',), ('alam',)]"
"['ketemu', 'gelap', 'sudah', 'gendong', 'capek', 'juang', 'gabisa', 'bahkan', 'musuh', 'jago', 'banget', 'mohon', 'baik']","[('ketemu',), ('gelap',), ('sudah',), ('gendong',), ('capek',), ('juang',), ('gabisa',), ('bahkan',), ('musuh',), ('jago',), ('banget',), ('mohon',), ('baik',)]"
"['woy', 'server', 'masalah', 'rusak', 'masa', 'sinyal', 'full', 'langsung', 'ping', 'down', 'aneh', 'banget', 'lama', 'lama']","[('woy',), ('server',), ('masalah',), ('rusak',), ('masa',), ('sinyal',), ('full',), ('langsung',), ('ping',), ('down',), ('aneh',), ('banget',), ('lama',), ('lama',)]"
"['los', 'hapus']","[('los',), ('hapus',)]"
['buruk'],"[('buruk',)]"
['kntl'],"[('kntl',)]"
"['rusak', 'kg', 'tenang', 'lag', 'banget', 'lancar', 'lag', 'parah', 'gimana']","[('rusak',), ('kg',), ('tenang',), ('lag',), ('banget',), ('lancar',), ('lag',), ('parah',), ('gimana',)]"
"['ganguan', 'maet', 'engga', 'jelas']","[('ganguan',), ('maet',), ('engga',), ('jelas',)]"
"['suka', 'legends', 'tolong', 'mooton', 'kurang', 'gelap', 'jago', 'troll', 'musuh', 'jago', 'semua', 'hadeh']","[('suka',), ('legends',), ('tolong',), ('mooton',), ('kurang',), ('gelap',), ('jago',), ('troll',), ('musuh',), ('jago',), ('semua',), ('hadeh',)]"
"['buruk', 'banyak', 'bugkebanyakan', 'draksistem']","[('buruk',), ('banyak',), ('bugkebanyakan',), ('draksistem',)]"
"['logika', 'rendah']","[('logika',), ('rendah',)]"
