stopwords_removed,unigrams_mlbb
"['makin', 'lama', 'makin', 'anj', 'bagus', 'stabil', 'gabisa', 'gerak', 'pencet', 'bilang', 'buruk', 'muncul', 'bagusstabil', 'jelas', 'musuh', 'party', 'posisi', 'menang', 'hubung', 'ulang', 'make', 'kuota']","[('makin',), ('lama',), ('makin',), ('anj',), ('bagus',), ('stabil',), ('gabisa',), ('gerak',), ('pencet',), ('bilang',), ('buruk',), ('muncul',), ('bagusstabil',), ('jelas',), ('musuh',), ('party',), ('posisi',), ('menang',), ('hubung',), ('ulang',), ('make',), ('kuota',)]"
"['rusak', 'bug', 'afk', 'bodo']","[('rusak',), ('bug',), ('afk',), ('bodo',)]"
"['bagus', 'banget', 'bos']","[('bagus',), ('banget',), ('bos',)]"
"['keri', 'gs', 'jangn', 'coba', 'adik', 'mainnin', 'lama', 'bulan', 'lebih', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'lebih', 'habus', 'baik', 'kesehatanmental']","[('keri',), ('gs',), ('jangn',), ('coba',), ('adik',), ('mainnin',), ('lama',), ('bulan',), ('lebih',), ('masuk',), ('rumah',), ('sakit',), ('jiwa',), ('setress',), ('lebih',), ('habus',), ('baik',), ('kesehatanmental',)]"
"['hadeuh', 'mah', 'seru', 'stres', 'wortit', 'banget', 'apalgi', 'sengaja', 'banget', 'kasi', 'gelap', 'gelap', 'melulu', 'tambah', 'sinyal', 'bagus', 'lag', 'lag']","[('hadeuh',), ('mah',), ('seru',), ('stres',), ('wortit',), ('banget',), ('apalgi',), ('sengaja',), ('banget',), ('kasi',), ('gelap',), ('gelap',), ('melulu',), ('tambah',), ('sinyal',), ('bagus',), ('lag',), ('lag',)]"
"['makin', 'update', 'lag', 'enak', 'khusus', 'mending', 'usah', 'maksa', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'tod']","[('makin',), ('update',), ('lag',), ('enak',), ('khusus',), ('mending',), ('usah',), ('maksa',), ('yaudah',), ('awas',), ('darah',), ('tinggi',), ('bubarin',), ('tod',)]"
"['seru', 'cari', 'teman', 'pacar']","[('seru',), ('cari',), ('teman',), ('pacar',)]"
['seru'],"[('seru',)]"
"['moga', 'sabar', 'tinggi', 'serta', 'semua', 'domzz', 'stay']","[('moga',), ('sabar',), ('tinggi',), ('serta',), ('semua',), ('domzz',), ('stay',)]"
"['seru', 'epic', 'moga', 'onic']","[('seru',), ('epic',), ('moga',), ('onic',)]"
"['lovyu', 'muntun', 'akun', 'balik', 'cs', 'bgus', 'banget', 'banget', 'banget', 'lovyu', 'muntun']","[('lovyu',), ('muntun',), ('akun',), ('balik',), ('cs',), ('bgus',), ('banget',), ('banget',), ('banget',), ('lovyu',), ('muntun',)]"
"['jangan', 'guys', 'haram', 'isi', 'gelap', 'selalu', 'kalah', 'adil', 'scak', 'epic', 'gegera', 'gelap', 'tolong', 'pisahin', 'gelap', 'kikirr', 'emosi', 'bukan', 'ngilangin', 'stres', 'tambah', 'stres', 'haram', 'kikir', 'poke', 'adil', 'ngepus', 'sampai', 'imo', 'nyata', 'kalah', 'haram', 'tolong', 'not', 'mending', 'free', 'fire', 'lose', 'treak', 'cape', 'epic', 'tolong', 'bagus']","[('jangan',), ('guys',), ('haram',), ('isi',), ('gelap',), ('selalu',), ('kalah',), ('adil',), ('scak',), ('epic',), ('gegera',), ('gelap',), ('tolong',), ('pisahin',), ('gelap',), ('kikirr',), ('emosi',), ('bukan',), ('ngilangin',), ('stres',), ('tambah',), ('stres',), ('haram',), ('kikir',), ('poke',), ('adil',), ('ngepus',), ('sampai',), ('imo',), ('nyata',), ('kalah',), ('haram',), ('tolong',), ('not',), ('mending',), ('free',), ('fire',), ('lose',), ('treak',), ('cape',), ('epic',), ('tolong',), ('bagus',)]"
"['legends', 'nggk', 'mobil', 'aplikasi', 'nggk', 'didonwloadya', 'mungkin', 'nokia', 'hehe']","[('legends',), ('nggk',), ('mobil',), ('aplikasi',), ('nggk',), ('didonwloadya',), ('mungkin',), ('nokia',), ('hehe',)]"
"['kontribusi', 'playernya', 'toxic', 'trs', 'wifi', 'lag', 'scroll', 'yt', 'tiktok', 'lag']","[('kontribusi',), ('playernya',), ('toxic',), ('trs',), ('wifi',), ('lag',), ('scroll',), ('yt',), ('tiktok',), ('lag',)]"
"['makin', 'jelas', 'resah', 'tambah', 'makin', 'banyak', 'draksistem', 'adalagi', 'bila', 'bintang', 'ketemu', 'trol', 'makin', 'makin', 'bb']","[('makin',), ('jelas',), ('resah',), ('tambah',), ('makin',), ('banyak',), ('draksistem',), ('adalagi',), ('bila',), ('bintang',), ('ketemu',), ('trol',), ('makin',), ('makin',), ('bb',)]"
"['najis', 'bug', 'lol', 'emosi', 'rusak', 'bug', 'buka', 'aplikasi', 'lain', 'lancar', 'jaya', 'kocak']","[('najis',), ('bug',), ('lol',), ('emosi',), ('rusak',), ('bug',), ('buka',), ('aplikasi',), ('lain',), ('lancar',), ('jaya',), ('kocak',)]"
"['gonta', 'ganti', 'provider', 'clasic', 'super', 'lag', 'niat', 'cari', 'hibur', 'emosi', 'uninstall', 'males']","[('gonta',), ('ganti',), ('provider',), ('clasic',), ('super',), ('lag',), ('niat',), ('cari',), ('hibur',), ('emosi',), ('uninstall',), ('males',)]"
"['merah', 'bgs', 'classic', 'bagus', 'kacau', 'skrng', 'bagus']","[('merah',), ('bgs',), ('classic',), ('bagus',), ('kacau',), ('skrng',), ('bagus',)]"
"['hello', 'justin', 'yuan', 'and', 'watson', 'xu', 'zhenhua', 'will', 'never', 'read', 'letter', 'al', 'jabar', 'you', 'm', 'already', 'hurt', 'by', 'you', 'so', 'congratulations', 'on', 'what', 'will', 'happen', 'pain', 'that', 'why']","[('hello',), ('justin',), ('yuan',), ('and',), ('watson',), ('xu',), ('zhenhua',), ('will',), ('never',), ('read',), ('letter',), ('al',), ('jabar',), ('you',), ('m',), ('already',), ('hurt',), ('by',), ('you',), ('so',), ('congratulations',), ('on',), ('what',), ('will',), ('happen',), ('pain',), ('that',), ('why',)]"
"['kece', 'badai']","[('kece',), ('badai',)]"
"['ngasi', 'teman', 'tu', 'benar', 'gausah', 'kawan', 'epik', 'lawan', 'glory', 'imbang', 'menang', 'kalah', 'sampek', 'imbang', 'kawan', 'lawan', 'cuihh']","[('ngasi',), ('teman',), ('tu',), ('benar',), ('gausah',), ('kawan',), ('epik',), ('lawan',), ('glory',), ('imbang',), ('menang',), ('kalah',), ('sampek',), ('imbang',), ('kawan',), ('lawan',), ('cuihh',)]"
"['sip', 'bagus']","[('sip',), ('bagus',)]"
"['kadang', 'kadang', 'emosi']","[('kadang',), ('kadang',), ('emosi',)]"
['seru'],"[('seru',)]"
"['lumayan', 'agak', 'agak', 'lag']","[('lumayan',), ('agak',), ('agak',), ('lag',)]"
"['bjirr', 'baru', 'bulan', 'epic']","[('bjirr',), ('baru',), ('bulan',), ('epic',)]"
"['ygy', 'donlowd', 'usak', 'mentaly', 'saling', 'ngejek', 'toxic', 'recal', 'ramah', 'dikill', 'musuh', 'lansung', 'lanjut', 'cril', 'mah', 'ngetik', 'dikill', 'musuh', 'omongin', 'pou', 'recal', 'ygy', 'jgn', 'donlowd', 'banke', 'tolol', 'idiot', 'montod']","[('ygy',), ('donlowd',), ('usak',), ('mentaly',), ('saling',), ('ngejek',), ('toxic',), ('recal',), ('ramah',), ('dikill',), ('musuh',), ('lansung',), ('lanjut',), ('cril',), ('mah',), ('ngetik',), ('dikill',), ('musuh',), ('omongin',), ('pou',), ('recal',), ('ygy',), ('jgn',), ('donlowd',), ('banke',), ('tolol',), ('idiot',), ('montod',)]"
"['win', 'lose', 'gitu', 'sampai', 'tres', 'sekarang', 'sudah', 'hapus', 'tres']","[('win',), ('lose',), ('gitu',), ('sampai',), ('tres',), ('sekarang',), ('sudah',), ('hapus',), ('tres',)]"
"['buruk', 'sinyal', 'bagus', 'lag', 'lag', 'riport', 'sudah', 'bagus', 'sinyal', 'cok', 'cek', 'sudah', 'bagus', 'abang']","[('buruk',), ('sinyal',), ('bagus',), ('lag',), ('lag',), ('riport',), ('sudah',), ('bagus',), ('sinyal',), ('cok',), ('cek',), ('sudah',), ('bagus',), ('abang',)]"
"['ayo', 'rusak', 'enginesistem']","[('ayo',), ('rusak',), ('enginesistem',)]"
"['naon', 'naon', 'minion', 'aing', 'kalah', 'nyerang', 'base', 'aing', 'tolol', 'minion', 'kanker']","[('naon',), ('naon',), ('minion',), ('aing',), ('kalah',), ('nyerang',), ('base',), ('aing',), ('tolol',), ('minion',), ('kanker',)]"
"['memng', 'mantap', 'bosan']","[('memng',), ('mantap',), ('bosan',)]"
"['bagus', 'seru', 'banget', 'buru', 'coba']","[('bagus',), ('seru',), ('banget',), ('buru',), ('coba',)]"
"['beri', 'adil', 'pensi']","[('beri',), ('adil',), ('pensi',)]"
"['tolong', 'baik', 'signyal', 'full', 'patah']","[('tolong',), ('baik',), ('signyal',), ('full',), ('patah',)]"
"['uda', 'lama', 'sekarang', 'sekarang', 'lag', 'gejalas', 'bahkan', 'sampai', 'ngga', 'gerak', 'sinyal', 'bagus', 'wifi', 'bagus', 'tolong', 'server', 'baik', 'mas', 'ngga', 'baik', 'hormat', 'uninstal']","[('uda',), ('lama',), ('sekarang',), ('sekarang',), ('lag',), ('gejalas',), ('bahkan',), ('sampai',), ('ngga',), ('gerak',), ('sinyal',), ('bagus',), ('wifi',), ('bagus',), ('tolong',), ('server',), ('baik',), ('mas',), ('ngga',), ('baik',), ('hormat',), ('uninstal',)]"
"['makin', 'devices', 'friendly', 'detik', 'sampai', 'frame', 'drop', 'fps', 'per', 'detik', 'parah', 'alhasil', 'ganti', 'emblem', 'battle', 'spell', 'bayang', 'suruh', 'fast', 'respon', 'cuma', 'detik', 'chipset', 'sd', 'kurang', 'kah']","[('makin',), ('devices',), ('friendly',), ('detik',), ('sampai',), ('frame',), ('drop',), ('fps',), ('per',), ('detik',), ('parah',), ('alhasil',), ('ganti',), ('emblem',), ('battle',), ('spell',), ('bayang',), ('suruh',), ('fast',), ('respon',), ('cuma',), ('detik',), ('chipset',), ('sd',), ('kurang',), ('kah',)]"
"['makin', 'makin', 'jelas', 'lag', 'selalu', 'kalah', 'untun', 'jelek']","[('makin',), ('makin',), ('jelas',), ('lag',), ('selalu',), ('kalah',), ('untun',), ('jelek',)]"
"['jelek', 'sekarang', 'ngga', 'android']","[('jelek',), ('sekarang',), ('ngga',), ('android',)]"
[],[]
['gelap'],"[('gelap',)]"
"['macam', 'seru', 'banget']","[('macam',), ('seru',), ('banget',)]"
['bagus'],"[('bagus',)]"
"['ciga', 'bagong', 'ayna', 'sia', 't', 'ngajawab', 'tanya', 'aing', 'kana', 'aing', 'sia', 'jieun', 'rem', 'najis', 'ayna', 'mah', 'aing', 'kudu', 'deui', 'ieu']","[('ciga',), ('bagong',), ('ayna',), ('sia',), ('t',), ('ngajawab',), ('tanya',), ('aing',), ('kana',), ('aing',), ('sia',), ('jieun',), ('rem',), ('najis',), ('ayna',), ('mah',), ('aing',), ('kudu',), ('deui',), ('ieu',)]"
"['mkin', 'rusak', 'suka', 'lag', 'pdhal', 'jringan', 'hijau', 'mnding', 'usah', 'dowload']","[('mkin',), ('rusak',), ('suka',), ('lag',), ('pdhal',), ('jringan',), ('hijau',), ('mnding',), ('usah',), ('dowload',)]"
['hama'],"[('hama',)]"
"['sinyal', 'bagus', 'lag', 'emosi']","[('sinyal',), ('bagus',), ('lag',), ('emosi',)]"
"['lag', 'wifi']","[('lag',), ('wifi',)]"
"['guna', 'jelek', 'nonton', 'yt', 'ig', 'tiktok', 'lancar', 'banget', 'asli', 'guna', 'kntol']","[('guna',), ('jelek',), ('nonton',), ('yt',), ('ig',), ('tiktok',), ('lancar',), ('banget',), ('asli',), ('guna',), ('kntol',)]"
"['bagus', 'bangett']","[('bagus',), ('bangett',)]"
"['makin', 'buruk', 'kagak', 'senengin', 'selalu', 'feeder', 'bot', 'tahu', 'jenis', 'item', 'emblem', 'butuh', 'terkadang', 'asal', 'pilih', 'king', 'jauh', 'lebih', 'seru']","[('makin',), ('buruk',), ('kagak',), ('senengin',), ('selalu',), ('feeder',), ('bot',), ('tahu',), ('jenis',), ('item',), ('emblem',), ('butuh',), ('terkadang',), ('asal',), ('pilih',), ('king',), ('jauh',), ('lebih',), ('seru',)]"
"['buruk', 'kau', 'bagus', 'bagus', 'sikit', 'beri', 't', 'n', 'semua', 'hapus', 'play', 'store']","[('buruk',), ('kau',), ('bagus',), ('bagus',), ('sikit',), ('beri',), ('t',), ('n',), ('semua',), ('hapus',), ('play',), ('store',)]"
"['bagus', 'usia', 'baik']","[('bagus',), ('usia',), ('baik',)]"
"['update', 'season', 'pernah', 'rusak', 'sinyal', 'bagus', 'lag', 'butut']","[('update',), ('season',), ('pernah',), ('rusak',), ('sinyal',), ('bagus',), ('lag',), ('butut',)]"
"['kalah', 'lawa', 'ngeri', 'lol']","[('kalah',), ('lawa',), ('ngeri',), ('lol',)]"
['aneh'],"[('aneh',)]"
['buruk'],"[('buruk',)]"
"['muak', 'daritadi', 'sengaja', 'kalah']","[('muak',), ('daritadi',), ('sengaja',), ('kalah',)]"
"['tolong', 'notice', 'milik', 'masuk', 'coba', 'tambah', 'brawl', 'brawl', 'masuk', 'semangat']","[('tolong',), ('notice',), ('milik',), ('masuk',), ('coba',), ('tambah',), ('brawl',), ('brawl',), ('masuk',), ('semangat',)]"
"['sinyal', 'down', 'pernah', 'perhati', 'complain', 'ttg', 'stabil', 'sinyal', 'update', 'baru', 'lag', 'parah']","[('sinyal',), ('down',), ('pernah',), ('perhati',), ('complain',), ('ttg',), ('stabil',), ('sinyal',), ('update',), ('baru',), ('lag',), ('parah',)]"
"['jelas', 'lama', 'update', 'makin', 'parah', 'lag', 'pdhl', 'hijau', 'sinyal', 'msuk', 'lagg', 'afk', 'jelas']","[('jelas',), ('lama',), ('update',), ('makin',), ('parah',), ('lag',), ('pdhl',), ('hijau',), ('sinyal',), ('msuk',), ('lagg',), ('afk',), ('jelas',)]"
"['gaje', 'glory', 'isi', 'tetp', 'banyak', 'draksisitem']","[('gaje',), ('glory',), ('isi',), ('tetp',), ('banyak',), ('draksisitem',)]"
"['mending', 'lain', 'curang']","[('mending',), ('lain',), ('curang',)]"
"['munafik', 'bego', 'win', 'klh', 'dlu', 'wkwk', 'buruk', 'push', 'lama', 'stack', 'lingkar', 'setan', 'gtu', 'mending', 'pindah', 'ketimbang', 'kikir', 'stack', 'mawi', 'minimal', 'beri', 'imbang', 'sedikit', 'biadab', 'masa', 'musuh', 'pro', 'bot', 'mikir', 'bego', 'mending', 'ep', 'ep', 'ketimbang', 'kikir']","[('munafik',), ('bego',), ('win',), ('klh',), ('dlu',), ('wkwk',), ('buruk',), ('push',), ('lama',), ('stack',), ('lingkar',), ('setan',), ('gtu',), ('mending',), ('pindah',), ('ketimbang',), ('kikir',), ('stack',), ('mawi',), ('minimal',), ('beri',), ('imbang',), ('sedikit',), ('biadab',), ('masa',), ('musuh',), ('pro',), ('bot',), ('mikir',), ('bego',), ('mending',), ('ep',), ('ep',), ('ketimbang',), ('kikir',)]"
"['makin', 'absurb', 'imbang', 'cuih', 'sampah', 'staffnya', 'ngga', 'kerja']","[('makin',), ('absurb',), ('imbang',), ('cuih',), ('sampah',), ('staffnya',), ('ngga',), ('kerja',)]"
"['cocok', 'bintang', 'satu', 'ws', 'ls']","[('cocok',), ('bintang',), ('satu',), ('ws',), ('ls',)]"
"['alam', 'senang', 'bagus', 'inspirasi', 'tokohtokoh', 'nasional', 'kenal', 'negara', 'beda', 'tema', 'tarik', 'dukung', 'kembang', 'lonjak', 'drastis', 'sudah', 'masuk', 'salah', 'satu', 'favorit', 'alam', 'virtual', 'senang', 'senang', 'selalu', 'buff', 'nerf', 'sesuai', 'play', 'imbang']","[('alam',), ('senang',), ('bagus',), ('inspirasi',), ('tokohtokoh',), ('nasional',), ('kenal',), ('negara',), ('beda',), ('tema',), ('tarik',), ('dukung',), ('kembang',), ('lonjak',), ('drastis',), ('sudah',), ('masuk',), ('salah',), ('satu',), ('favorit',), ('alam',), ('virtual',), ('senang',), ('senang',), ('selalu',), ('buff',), ('nerf',), ('sesuai',), ('play',), ('imbang',)]"
"['jelas', 'beri', 'ngotak', 'tres']","[('jelas',), ('beri',), ('ngotak',), ('tres',)]"
"['makin', 'ngaco', 'down', 'ms', 'naik', 'turuun', 'rating']","[('makin',), ('ngaco',), ('down',), ('ms',), ('naik',), ('turuun',), ('rating',)]"
"['kadita', 'butuh', 'skin', 'epic', 'zenith', 'kadita', 'ariel', 'cocok', 'zenith']","[('kadita',), ('butuh',), ('skin',), ('epic',), ('zenith',), ('kadita',), ('ariel',), ('cocok',), ('zenith',)]"
"['bangke', 'mending', 'urusin', 'masalah', 'bug', 'ingame', 'ngurusin', 'event', 'skin', 'siasia', 'banyak', 'event', 'skin', 'masalah', 'bug', 'urusin', 'ijo', 'lag', 'aneh']","[('bangke',), ('mending',), ('urusin',), ('masalah',), ('bug',), ('ingame',), ('ngurusin',), ('event',), ('skin',), ('siasia',), ('banyak',), ('event',), ('skin',), ('masalah',), ('bug',), ('urusin',), ('ijo',), ('lag',), ('aneh',)]"
"['sekarang', 'aneh', 'banget', 'satuin', 'bego', 'musuh', 'op', 'malesin']","[('sekarang',), ('aneh',), ('banget',), ('satuin',), ('bego',), ('musuh',), ('op',), ('malesin',)]"
"['baik', 'dunia']","[('baik',), ('dunia',)]"
"['bukan', 'makin', 'bagus', 'makin', 'parah', 'lagnya', 'setting', 'speed', 'tingkat', 'masalah', 'aktif', 'selalu', 'suka', 'nonaktif', 'sendiri', 'nyalain', 'speed', 'tingkat', 'tambah', 'kira', 'masalah', 'signal', 'sendiri', 'wifi', 'cek', 'signal', 'bar', 'penuh', 'begitu', 'wifi', 'tes', 'youtube', 'lain', 'lancar', 'gimana', 'tolong', 'walau', 'merek', 'as', 'lama', 'lain', 'bagus']","[('bukan',), ('makin',), ('bagus',), ('makin',), ('parah',), ('lagnya',), ('setting',), ('speed',), ('tingkat',), ('masalah',), ('aktif',), ('selalu',), ('suka',), ('nonaktif',), ('sendiri',), ('nyalain',), ('speed',), ('tingkat',), ('tambah',), ('kira',), ('masalah',), ('signal',), ('sendiri',), ('wifi',), ('cek',), ('signal',), ('bar',), ('penuh',), ('begitu',), ('wifi',), ('tes',), ('youtube',), ('lain',), ('lancar',), ('gimana',), ('tolong',), ('walau',), ('merek',), ('as',), ('lama',), ('lain',), ('bagus',)]"
"['aneh', 'tinggi', 'teman', 'bot', 'aneh', 'bett', 'musuh', 'semua', 'sendiri', 'bott', 'buay', 'serius', 'bodoh']","[('aneh',), ('tinggi',), ('teman',), ('bot',), ('aneh',), ('bett',), ('musuh',), ('semua',), ('sendiri',), ('bott',), ('buay',), ('serius',), ('bodoh',)]"
"['buruk', 'wifi', 'bagus', 'apakah', 'legends', 'rusak']","[('buruk',), ('wifi',), ('bagus',), ('apakah',), ('legends',), ('rusak',)]"
['rusak'],"[('rusak',)]"
"['coba', 'baik', 'anjg', 'bagus', 'kenapa', 'lag', 'emosi', 'heran']","[('coba',), ('baik',), ('anjg',), ('bagus',), ('kenapa',), ('lag',), ('emosi',), ('heran',)]"
"['pliss', 'baik', 'masa', 'ie', 'lezen', 'epic', 'gara', 'gara', 'punya', 'guna', 'gelap', 'aduh']","[('pliss',), ('baik',), ('masa',), ('ie',), ('lezen',), ('epic',), ('gara',), ('gara',), ('punya',), ('guna',), ('gelap',), ('aduh',)]"
"['kalah', 'sampai', 'menang', 'lawan', 'komputer']","[('kalah',), ('sampai',), ('menang',), ('lawan',), ('komputer',)]"
['gjls'],"[('gjls',)]"
"['makin', 'updetan', 'makin', 'jelas', 'selalu', 'lag', 'sinyal', 'bagus']","[('makin',), ('updetan',), ('makin',), ('jelas',), ('selalu',), ('lag',), ('sinyal',), ('bagus',)]"
"['bagus', 'kikir', 'imbang', 'banyak', 'bansos', 'gacha', 'wangi', 'baik', 'wangiin', 'akun', 'moontod', 'tambahin', 'bintang', 'gacha', 'aspirant', 'pola', 'akun', 'danish']","[('bagus',), ('kikir',), ('imbang',), ('banyak',), ('bansos',), ('gacha',), ('wangi',), ('baik',), ('wangiin',), ('akun',), ('moontod',), ('tambahin',), ('bintang',), ('gacha',), ('aspirant',), ('pola',), ('akun',), ('danish',)]"
"['sinyal', 'bagus', 'lag', 'mentok', 'loby', 'patah', 'patah', 'sudah', 'bagus', 'ram', 'besar', 'banyak', 'performa', 'asik']","[('sinyal',), ('bagus',), ('lag',), ('mentok',), ('loby',), ('patah',), ('patah',), ('sudah',), ('bagus',), ('ram',), ('besar',), ('banyak',), ('performa',), ('asik',)]"
"['sampah', 'tolol', 'banyak', 'bocah', 'random', 'acak', 'jelas', 'tolol', 'buruk']","[('sampah',), ('tolol',), ('banyak',), ('bocah',), ('random',), ('acak',), ('jelas',), ('tolol',), ('buruk',)]"
['kontol'],"[('kontol',)]"
"['cocok', 'hilang', 'strees', 'strees']","[('cocok',), ('hilang',), ('strees',), ('strees',)]"
['stres'],"[('stres',)]"
"['ketemu', 'party', 'aneh', 'busuk', 'busuk']","[('ketemu',), ('party',), ('aneh',), ('busuk',), ('busuk',)]"
['bagus'],"[('bagus',)]"
"['tolong', 'imbang', 'troll', 'afk', 'sesuai', 'mending']","[('tolong',), ('imbang',), ('troll',), ('afk',), ('sesuai',), ('mending',)]"
['bagus'],"[('bagus',)]"
"['beberapa', 'imbang', 'afk']","[('beberapa',), ('imbang',), ('afk',)]"
"['susah', 'gampang']","[('susah',), ('gampang',)]"
"['pls', 'bagi', 'koin', 'teman']","[('pls',), ('bagi',), ('koin',), ('teman',)]"
"['benar', 'ancur', 'season', 'masa', 'full', 'ketemu', 'duo', 'trio', 'party', 'kocak', 'niat', 'happy', 'fun', 'emosi', 'saran', 'mending', 'hapus', 'dri', 'kalean']","[('benar',), ('ancur',), ('season',), ('masa',), ('full',), ('ketemu',), ('duo',), ('trio',), ('party',), ('kocak',), ('niat',), ('happy',), ('fun',), ('emosi',), ('saran',), ('mending',), ('hapus',), ('dri',), ('kalean',)]"
"['babi', 'macth', 'tier', 'epic', 'atas', 'tdk', 'adil', 'tuk', 'lose', 'streak', 'percuma', 'mvp', 'tuk', 'kalah', 'dasar', 'anjing']","[('babi',), ('macth',), ('tier',), ('epic',), ('atas',), ('tdk',), ('adil',), ('tuk',), ('lose',), ('streak',), ('percuma',), ('mvp',), ('tuk',), ('kalah',), ('dasar',), ('anjing',)]"
"['jamet', 'bedahal', 'wifi', 'lancar', 'dasar', 'buruk', 'mending', 'ff']","[('jamet',), ('bedahal',), ('wifi',), ('lancar',), ('dasar',), ('buruk',), ('mending',), ('ff',)]"
"['buruk', 'jangan', 'gelap', 'tadi', 'sudah', 'lose', 'trik', 'pensi']","[('buruk',), ('jangan',), ('gelap',), ('tadi',), ('sudah',), ('lose',), ('trik',), ('pensi',)]"
"['coba', 'lag', 'simulator', 'wifi', 'plus', 'tingkat', 'aktif', 'semua', 'lag']","[('coba',), ('lag',), ('simulator',), ('wifi',), ('plus',), ('tingkat',), ('aktif',), ('semua',), ('lag',)]"
"['rusak', 'habis', 'update', 'lag', 'suka', 'ngetroll', 'rusak']","[('rusak',), ('habis',), ('update',), ('lag',), ('suka',), ('ngetroll',), ('rusak',)]"
"['tolong', 'skin', 'dalam', 'tanding', 'gede', 'banget', 'tolong', 'biar', 'hapus', 'lain', 'guna', 'biar', 'hapus', 'berat', 'banget', 'afk', 'sanksi', 'kocak', 'salah', 'gada', 'ringan', 'kentang']","[('tolong',), ('skin',), ('dalam',), ('tanding',), ('gede',), ('banget',), ('tolong',), ('biar',), ('hapus',), ('lain',), ('guna',), ('biar',), ('hapus',), ('berat',), ('banget',), ('afk',), ('sanksi',), ('kocak',), ('salah',), ('gada',), ('ringan',), ('kentang',)]"
"['lag', 'parah', 'update', 'project', 'next', 'buka', 'event', 'draft', 'akhir', 'lag', 'wajar', 'kadang', 'loading', 'stuck', 'jelass']","[('lag',), ('parah',), ('update',), ('project',), ('next',), ('buka',), ('event',), ('draft',), ('akhir',), ('lag',), ('wajar',), ('kadang',), ('loading',), ('stuck',), ('jelass',)]"
"['makin', 'mantap']","[('makin',), ('mantap',)]"
"['kira', 'kira', 'luh', 'rangin', 'kredit', 'skor', 'afk', 'sebentar', 'kurang', 'admin', 'lol']","[('kira',), ('kira',), ('luh',), ('rangin',), ('kredit',), ('skor',), ('afk',), ('sebentar',), ('kurang',), ('admin',), ('lol',)]"
"['minimal', 'baik', 'sinyal', 'minimal', 'lag', 'banget', 'beta']","[('minimal',), ('baik',), ('sinyal',), ('minimal',), ('lag',), ('banget',), ('beta',)]"
"['tani', 'sepi']","[('tani',), ('sepi',)]"
"['ng', 'bagus', 'cuma', 'tensi', 'naik']","[('ng',), ('bagus',), ('cuma',), ('tensi',), ('naik',)]"
"['apalahh', 'signal', 'hijau', 'lag', 'olah', 'kouta', 'mana', 'moment', 'krusial', 'late', 'lose', 'akibat', 'ping', 'benar']","[('apalahh',), ('signal',), ('hijau',), ('lag',), ('olah',), ('kouta',), ('mana',), ('moment',), ('krusial',), ('late',), ('lose',), ('akibat',), ('ping',), ('benar',)]"
