stopwords_removed,unigrams_hok
"['sumpah', 'pernah', 'kesal', 'gwe', 'semenjak', 'update', 'macthmaking', 'lama', 'banget', 'ampe', 'menit', 'lebih', 'lo', 'emosey', 'banget', 'gwe']","[('sumpah',), ('pernah',), ('kesal',), ('gwe',), ('semenjak',), ('update',), ('macthmaking',), ('lama',), ('banget',), ('ampe',), ('menit',), ('lebih',), ('lo',), ('emosey',), ('banget',), ('gwe',)]"
"['halo', 'semua', 'gratis', 'bagus', 'banget']","[('halo',), ('semua',), ('gratis',), ('bagus',), ('banget',)]"
"['karakter', 'ilang', 'semua']","[('karakter',), ('ilang',), ('semua',)]"
"['update', 'lag', 'parah', 'drop', 'ms', 'sampai', 'sinyal', 'bagus']","[('update',), ('lag',), ('parah',), ('drop',), ('ms',), ('sampai',), ('sinyal',), ('bagus',)]"
['bagus'],"[('bagus',)]"
['bagus'],"[('bagus',)]"
"['keren', 'bngt', 'semuaanya', 'gratis']","[('keren',), ('bngt',), ('semuaanya',), ('gratis',)]"
"['baru', 'pertama', 'langsung', 'lag', 'bagus', 'kenapa', 'ganti', 'tolong', 'developer', 'hokhonor', 'per', 'baik', 'seru', 'gratis']","[('baru',), ('pertama',), ('langsung',), ('lag',), ('bagus',), ('kenapa',), ('ganti',), ('tolong',), ('developer',), ('hokhonor',), ('per',), ('baik',), ('seru',), ('gratis',)]"
"['mantap', 'lebih', 'adil', 'tanding']","[('mantap',), ('lebih',), ('adil',), ('tanding',)]"
['bagus'],"[('bagus',)]"
"['matchnya', 'makin', 'jelek', 'imbang']","[('matchnya',), ('makin',), ('jelek',), ('imbang',)]"
"['banyak', 'skin', 'gratis']","[('banyak',), ('skin',), ('gratis',)]"
"['tolong', 'minimal', 'kredit', 'skor', 'kurang', 'jangan', 'lawan', 'bot', 'begitu', 'pula', 'naik', 'jelas']","[('tolong',), ('minimal',), ('kredit',), ('skor',), ('kurang',), ('jangan',), ('lawan',), ('bot',), ('begitu',), ('pula',), ('naik',), ('jelas',)]"
"['tolong', 'kah', 'dev', 'tolong', 'banget', 'jangan', 'temuin', 'oh', 'cape', 'kena', 'troll', 'sudah', 'ngasal', 'gjls', 'pisah', 'oh', 'server', 'sendiri', 'beban', 'global']","[('tolong',), ('kah',), ('dev',), ('tolong',), ('banget',), ('jangan',), ('temuin',), ('oh',), ('cape',), ('kena',), ('troll',), ('sudah',), ('ngasal',), ('gjls',), ('pisah',), ('oh',), ('server',), ('sendiri',), ('beban',), ('global',)]"
"['mantep', 'banget', 'gan']","[('mantep',), ('banget',), ('gan',)]"
"['dajihao', 'balik', 'akun', 'akun', 'sudah', 'ngumpulin', 'skin', 'sampai', 'hilang', 'begitu', 'inginn', 'akun', 'satu', 'tanpa', 'file', 'cheat', 'mana', 'please', 'balik', 'akun', 'sudah', 'kait', 'google']","[('dajihao',), ('balik',), ('akun',), ('akun',), ('sudah',), ('ngumpulin',), ('skin',), ('sampai',), ('hilang',), ('begitu',), ('inginn',), ('akun',), ('satu',), ('tanpa',), ('file',), ('cheat',), ('mana',), ('please',), ('balik',), ('akun',), ('sudah',), ('kait',), ('google',)]"
"['bagus', 'memori', 'sudah', 'penuh', 'belum', 'mendownload', 'semua', 'v']","[('bagus',), ('memori',), ('sudah',), ('penuh',), ('belum',), ('mendownload',), ('semua',), ('v',)]"
"['hi', 'developer', 'hapus', 'spriteling', 'pilih', 'utama', 'gapernah', 'ratarata', 'chinese', 'begitu', 'skin', 'dinasti', 'kaisar', 'ukyo', 'tachibanacharlottemai', 'shiranui', 'gabisa', 'event', 'gimana', 'dapetinya']","[('hi',), ('developer',), ('hapus',), ('spriteling',), ('pilih',), ('utama',), ('gapernah',), ('ratarata',), ('chinese',), ('begitu',), ('skin',), ('dinasti',), ('kaisar',), ('ukyo',), ('tachibanacharlottemai',), ('shiranui',), ('gabisa',), ('event',), ('gimana',), ('dapetinya',)]"
"['lag', 'parah', 'merah', 'jelas', 'kapan', 'rusak', 'kira', 'semua', 'punya', 'wifi']","[('lag',), ('parah',), ('merah',), ('jelas',), ('kapan',), ('rusak',), ('kira',), ('semua',), ('punya',), ('wifi',)]"
['good'],"[('good',)]"
['bagus'],"[('bagus',)]"
"['paham', 'banyak', 'banget', 'rugi']","[('paham',), ('banyak',), ('banget',), ('rugi',)]"
['bagus'],"[('bagus',)]"
"['ukur', 'terlalu', 'besar']","[('ukur',), ('terlalu',), ('besar',)]"
"['report', 'makin', 'kacau', 'jelas', 'lain', 'curi', 'line', 'kurang', 'kredit', 'skor', 'tambah', 'aneh']","[('report',), ('makin',), ('kacau',), ('jelas',), ('lain',), ('curi',), ('line',), ('kurang',), ('kredit',), ('skor',), ('tambah',), ('aneh',)]"
"['banyak', 'bot']","[('banyak',), ('bot',)]"
"['m', 'likes']","[('m',), ('likes',)]"
['bagus'],"[('bagus',)]"
"['beri', 'adil', 'gjls']","[('beri',), ('adil',), ('gjls',)]"
[],[]
"['k', 'o', 'n', 't', 'o', 'l', 'please', 'guys', 'jangan', 'downlod', 'ngamuk', 'masuk', 'tolol', 'banget', 'demi', 'jangan', 'demi', 'sehat', 'mental', 'lo']","[('k',), ('o',), ('n',), ('t',), ('o',), ('l',), ('please',), ('guys',), ('jangan',), ('downlod',), ('ngamuk',), ('masuk',), ('tolol',), ('banget',), ('demi',), ('jangan',), ('demi',), ('sehat',), ('mental',), ('lo',)]"
"['sekian', 'banyak', 'dunia', 'rata', 'tiongkok', 'beberapa', 'event', 'tentu', 'belum', 'tentu', 'event', 'muncul', 'snk', 'mas', 'guna', 'arcana', 'mengumpulkanmenukar', 'bukan', 'rune', 'pilih', 'bagi', 'kuasa', 'lebih', 'dahulu', 'bruhh', 'seriously']","[('sekian',), ('banyak',), ('dunia',), ('rata',), ('tiongkok',), ('beberapa',), ('event',), ('tentu',), ('belum',), ('tentu',), ('event',), ('muncul',), ('snk',), ('mas',), ('guna',), ('arcana',), ('mengumpulkanmenukar',), ('bukan',), ('rune',), ('pilih',), ('bagi',), ('kuasa',), ('lebih',), ('dahulu',), ('bruhh',), ('seriously',)]"
"['pel', 'ram', 'jangan', 'banyak', 'banyak', 'masa', 'ram', 'langsung', 'penuh', 'ram', 'mas', 'sedikit', 'langsung', 'penuh', 'pel', 'ram', 'jangan', 'banyak', 'banyak', 'pel', 'tolong', 'sekian', 'terimakasih']","[('pel',), ('ram',), ('jangan',), ('banyak',), ('banyak',), ('masa',), ('ram',), ('langsung',), ('penuh',), ('ram',), ('mas',), ('sedikit',), ('langsung',), ('penuh',), ('pel',), ('ram',), ('jangan',), ('banyak',), ('banyak',), ('pel',), ('tolong',), ('sekian',), ('terimakasih',)]"
['good'],"[('good',)]"
"['seru', 'banget', 'woy']","[('seru',), ('banget',), ('woy',)]"
"['bagus', 'anak', 'mula', 'belum', 'danbsgus', 'mainin']","[('bagus',), ('anak',), ('mula',), ('belum',), ('danbsgus',), ('mainin',)]"
"['minimal', 'maaf', 'bintang', 'buah', 'bug', 'bagi', 'tutorial', 'farming', 'sekian', 'terimakasih', 'moga', 'lekas', 'baik', 'bug', 'ntar', 'baru', 'tambah', 'bintang']","[('minimal',), ('maaf',), ('bintang',), ('buah',), ('bug',), ('bagi',), ('tutorial',), ('farming',), ('sekian',), ('terimakasih',), ('moga',), ('lekas',), ('baik',), ('bug',), ('ntar',), ('baru',), ('tambah',), ('bintang',)]"
"['minimal', 'sekarang', 'drop', 'sinyal', 'maren', 'maren', 'kaga', 'drop', 'buka', 'laen', 'aman', 'buka', 'drop', 'dh', 'gitu', 'ms', 'nyaman', 'banyak', 'lag', 'sinyal', 'dh', 'fps', 'tolong', 'minimal', 'pensi', 'dh']","[('minimal',), ('sekarang',), ('drop',), ('sinyal',), ('maren',), ('maren',), ('kaga',), ('drop',), ('buka',), ('laen',), ('aman',), ('buka',), ('drop',), ('dh',), ('gitu',), ('ms',), ('nyaman',), ('banyak',), ('lag',), ('sinyal',), ('dh',), ('fps',), ('tolong',), ('minimal',), ('pensi',), ('dh',)]"
"['bosen', 'skin', 'gratis', 'tetap', 'top', 'up', 'makanya', 'bintang', 'satu', 'mending', 'jgn', 'menuh', 'menuhin', 'memori']","[('bosen',), ('skin',), ('gratis',), ('tetap',), ('top',), ('up',), ('makanya',), ('bintang',), ('satu',), ('mending',), ('jgn',), ('menuh',), ('menuhin',), ('memori',)]"
"['sudah', 'bagus', 'namun', 'kurang', 'suka', 'animasi', 'lag', 'sinyal', 'wifi', 'masalah', 'mohon', 'baik']","[('sudah',), ('bagus',), ('namun',), ('kurang',), ('suka',), ('animasi',), ('lag',), ('sinyal',), ('wifi',), ('masalah',), ('mohon',), ('baik',)]"
['kikir'],"[('kikir',)]"
"['banyak', 'feeder']","[('banyak',), ('feeder',)]"
"['seru', 'banget']","[('seru',), ('banget',)]"
"['kasi', 'bintang', 'langsung', 'biar', 'dev', 'makin', 'bagus', 'laku', 'update', 'jangan', 'kalah', 'banyak', 'darksystem']","[('kasi',), ('bintang',), ('langsung',), ('biar',), ('dev',), ('makin',), ('bagus',), ('laku',), ('update',), ('jangan',), ('kalah',), ('banyak',), ('darksystem',)]"
"['jujur', 'bagus', 'banget', 'skinnya', 'murah', 'mewah', 'grafik', 'bagus', 'banget']","[('jujur',), ('bagus',), ('banget',), ('skinnya',), ('murah',), ('mewah',), ('grafik',), ('bagus',), ('banget',)]"
"['ql', 'd', 'js', 'mys']","[('ql',), ('d',), ('js',), ('mys',)]"
"['lag', 'kesel', 'banget', 'knp', 'eksekusi', 'masalah', 'kerja', 'masa', 'masalah', 'eksekusi', 'cepat']","[('lag',), ('kesel',), ('banget',), ('knp',), ('eksekusi',), ('masalah',), ('kerja',), ('masa',), ('masalah',), ('eksekusi',), ('cepat',)]"
"['ganyah', 'bagus', 'satu', 'kurang', 'yaitu', 'musuh', 'mudah', 'kalah', 'harap', 'musuhnyah', 'susah']","[('ganyah',), ('bagus',), ('satu',), ('kurang',), ('yaitu',), ('musuh',), ('mudah',), ('kalah',), ('harap',), ('musuhnyah',), ('susah',)]"
['bagus'],"[('bagus',)]"
"['wel', 'terlalu', 'suka', 'banyak', 'bot', 'bagus']","[('wel',), ('terlalu',), ('suka',), ('banyak',), ('bot',), ('bagus',)]"
"['bug', 'anjing', 'loding', 'lama']","[('bug',), ('anjing',), ('loding',), ('lama',)]"
"['komen', 'rate', 'binatang', 'pihak', 'kembang', 'developer', 'komen', 'kalah', 'bintang', 'satu', 'bot', 'bintang', 'grandmaster', 'bot', 'sengaja', 'gimana']","[('komen',), ('rate',), ('binatang',), ('pihak',), ('kembang',), ('developer',), ('komen',), ('kalah',), ('bintang',), ('satu',), ('bot',), ('bintang',), ('grandmaster',), ('bot',), ('sengaja',), ('gimana',)]"
['keren'],"[('keren',)]"
"['gimana', 'kurang', 'greget']","[('gimana',), ('kurang',), ('greget',)]"
"['update', 'september', 'so', 'far', 'semua', 'aman', 'kecuali', 'kendala', 'cukup', 'ganggu', 'yaitu', 'pingsinyal', 'lag', 'stabil', 'biasa', 'amanaman', 'stabil', 'mohon', 'ditindaklanjuti', 'kendala', 'para', 'nyaman', 'senang', 'dalam', 'terimakasih']","[('update',), ('september',), ('so',), ('far',), ('semua',), ('aman',), ('kecuali',), ('kendala',), ('cukup',), ('ganggu',), ('yaitu',), ('pingsinyal',), ('lag',), ('stabil',), ('biasa',), ('amanaman',), ('stabil',), ('mohon',), ('ditindaklanjuti',), ('kendala',), ('para',), ('nyaman',), ('senang',), ('dalam',), ('terimakasih',)]"
"['banyak', 'bug', 'tengah', 'tengah', 'keluar', 'tibatiba', 'off', 'makin', 'buruk', 'buruk']","[('banyak',), ('bug',), ('tengah',), ('tengah',), ('keluar',), ('tibatiba',), ('off',), ('makin',), ('buruk',), ('buruk',)]"
"['bagus', 'banget', 'suka']","[('bagus',), ('banget',), ('suka',)]"
"['terlalu', 'berat']","[('terlalu',), ('berat',)]"
['oke'],"[('oke',)]"
"['bagus', 'banget', 'baru', 'dowload', 'king', 'hadiah', 'event', 'tarik', 'sudah', 'lewat', 'tolong', 'skin', 'epik', 'shanhai', 'yaria', 'reasale', 'banget', 'skin', 'skin', 'pasti', 'betah', 'banget', 'king', 'papi', 'skin', 'incar', 'skin', 'gratis', 'banget']","[('bagus',), ('banget',), ('baru',), ('dowload',), ('king',), ('hadiah',), ('event',), ('tarik',), ('sudah',), ('lewat',), ('tolong',), ('skin',), ('epik',), ('shanhai',), ('yaria',), ('reasale',), ('banget',), ('skin',), ('skin',), ('pasti',), ('betah',), ('banget',), ('king',), ('papi',), ('skin',), ('incar',), ('skin',), ('gratis',), ('banget',)]"
['gb'],"[('gb',)]"
['mantep'],"[('mantep',)]"
"['bagus', 'grafik', 'mantap', 'tolong', 'perhati', 'ketemu', 'darksystem']","[('bagus',), ('grafik',), ('mantap',), ('tolong',), ('perhati',), ('ketemu',), ('darksystem',)]"
"['gebrak', 'putusin', 'ws', 'putusin', 'bagus', 'banget', 'force', 'close', 'tahan', 'loading', 'akhir', 'kena', 'sanksi', 'kocak']","[('gebrak',), ('putusin',), ('ws',), ('putusin',), ('bagus',), ('banget',), ('force',), ('close',), ('tahan',), ('loading',), ('akhir',), ('kena',), ('sanksi',), ('kocak',)]"
['good'],"[('good',)]"
"['copy', 'paste', 'buruk']","[('copy',), ('paste',), ('buruk',)]"
"['nerf', 'daji']","[('nerf',), ('daji',)]"
"['jujur', 'seru', 'banget', 'legends', 'umum', 'tetapi', 'beda', 'suka', 'bahkan', 'favorite', 'terimakasih', 'sudah', 'cipta', 'bagus']","[('jujur',), ('seru',), ('banget',), ('legends',), ('umum',), ('tetapi',), ('beda',), ('suka',), ('bahkan',), ('favorite',), ('terimakasih',), ('sudah',), ('cipta',), ('bagus',)]"
['mending'],"[('mending',)]"
"['seru', 'sudah', 'sampai', 'sultan']","[('seru',), ('sudah',), ('sampai',), ('sultan',)]"
"['m', 'tired', 've', 'tried', 'play', 'my', 'best', 'but', 'my', 'teammates', 'always', 'get', 'way', 'winning', 'have', 'suggestion', 'tightened', 'apart', 'from', 'average', 'win', 'rate', 'it', 'better', 'for', 'all', 'teams', 'be', 'equal', 'know', 'problem', 'not', 'with', 'players', 'but', 'with', 'wrong', 'roles', 'you', 'can', 'prevent', 'all', 'players', 'from', 'getting', 'their', 'favorite', 'roles', 'and', 'please', 'if', 'you', 'are', 'having', 'fun', 'playing', 'role', 'then', 'do', 'nt', 'suddenly', 'change', 'secondary', 'role']","[('m',), ('tired',), ('ve',), ('tried',), ('play',), ('my',), ('best',), ('but',), ('my',), ('teammates',), ('always',), ('get',), ('way',), ('winning',), ('have',), ('suggestion',), ('tightened',), ('apart',), ('from',), ('average',), ('win',), ('rate',), ('it',), ('better',), ('for',), ('all',), ('teams',), ('be',), ('equal',), ('know',), ('problem',), ('not',), ('with',), ('players',), ('but',), ('with',), ('wrong',), ('roles',), ('you',), ('can',), ('prevent',), ('all',), ('players',), ('from',), ('getting',), ('their',), ('favorite',), ('roles',), ('and',), ('please',), ('if',), ('you',), ('are',), ('having',), ('fun',), ('playing',), ('role',), ('then',), ('do',), ('nt',), ('suddenly',), ('change',), ('secondary',), ('role',)]"
"['bantu', 'bantu']","[('bantu',), ('bantu',)]"
"['tambahin', 'd', 'luar', 'biar', 'bosen', 'nungguny']","[('tambahin',), ('d',), ('luar',), ('biar',), ('bosen',), ('nungguny',)]"
['muach'],"[('muach',)]"
"['suka', 'lag']","[('suka',), ('lag',)]"
"['semua', 'manipulatif']","[('semua',), ('manipulatif',)]"
['jelek'],"[('jelek',)]"
"['dikirimin', 'feedback', 'bug', 'pict', 'gada', 'tanggepannya']","[('dikirimin',), ('feedback',), ('bug',), ('pict',), ('gada',), ('tanggepannya',)]"
"['sinyal', 'tdk', 'jelas', 'apk', 'lain', 'normal', 'lancar', 'lag', 'lag', 'bingungkeselin', 'yaitu', 'perang', 'lag', 'parah', 'santai', 'lag', 'apakah', 'sengaja', 'kesel', 'tolong', 'baik', 'salah', 'lose', 'streak', 'pernah', 'win', 'satu', 'musuh', 'gampang', 'gampang', 'sinyal', 'selalu', 'merah', 'selalu', 'ledekin', 'rekan', 'gara', 'gara', 'beban', 'libur', 'minggu', 'lama', 'lama', 'hapus', 'ud', 'gguna']","[('sinyal',), ('tdk',), ('jelas',), ('apk',), ('lain',), ('normal',), ('lancar',), ('lag',), ('lag',), ('bingungkeselin',), ('yaitu',), ('perang',), ('lag',), ('parah',), ('santai',), ('lag',), ('apakah',), ('sengaja',), ('kesel',), ('tolong',), ('baik',), ('salah',), ('lose',), ('streak',), ('pernah',), ('win',), ('satu',), ('musuh',), ('gampang',), ('gampang',), ('sinyal',), ('selalu',), ('merah',), ('selalu',), ('ledekin',), ('rekan',), ('gara',), ('gara',), ('beban',), ('libur',), ('minggu',), ('lama',), ('lama',), ('hapus',), ('ud',), ('gguna',)]"
"['bagus', 'mah', 'jelek', 'sampah', 'tolol', 'ih', 'najis', 'banget', 'kwwkwkkwk', 'sampah', 'sampah', 'dunia']","[('bagus',), ('mah',), ('jelek',), ('sampah',), ('tolol',), ('ih',), ('najis',), ('banget',), ('kwwkwkkwk',), ('sampah',), ('sampah',), ('dunia',)]"
"['susah', 'naikin', 'lawan', 'lawan', 'pda', 'kuat', 'tlong', 'dev', 'mudah', 'naikin', 'rang', 'mohon', 'dev', 'tambah', 'koim']","[('susah',), ('naikin',), ('lawan',), ('lawan',), ('pda',), ('kuat',), ('tlong',), ('dev',), ('mudah',), ('naikin',), ('rang',), ('mohon',), ('dev',), ('tambah',), ('koim',)]"
['nice'],"[('nice',)]"
"['gimana', 'pasti', 'ingame', 'gada', 'internet', 'sinyal', 'wifi', 'penuh', 'bolak', 'balik', 'gitu', 'gimana', 'mood', 'uda', 'mainn', 'riliss', 'gitu']","[('gimana',), ('pasti',), ('ingame',), ('gada',), ('internet',), ('sinyal',), ('wifi',), ('penuh',), ('bolak',), ('balik',), ('gitu',), ('gimana',), ('mood',), ('uda',), ('mainn',), ('riliss',), ('gitu',)]"
"['binatang', 'ph', 'ngambil', 'role', 'mm', 'dia', 'ambil', 'roam', 'kena', 'report', 'samsak', 'babi', 'rusak', 'sesuai', 'role', 'kena', 'report', 'babi']","[('binatang',), ('ph',), ('ngambil',), ('role',), ('mm',), ('dia',), ('ambil',), ('roam',), ('kena',), ('report',), ('samsak',), ('babi',), ('rusak',), ('sesuai',), ('role',), ('kena',), ('report',), ('babi',)]"
[],[]
"['tolong', 'jangan', 'macet']","[('tolong',), ('jangan',), ('macet',)]"
['mantap'],"[('mantap',)]"
"['minimal', 'khusus', 'servernya', 'indonesia', 'bareng', 'server', 'luar', 'lag', 'walaupun', 'sudah', 'sinyal', 'wifi', 'live', 'tiktok', 'ganggu', 'banget']","[('minimal',), ('khusus',), ('servernya',), ('indonesia',), ('bareng',), ('server',), ('luar',), ('lag',), ('walaupun',), ('sudah',), ('sinyal',), ('wifi',), ('live',), ('tiktok',), ('ganggu',), ('banget',)]"
"['gwa', 'uninstall', 'kendala', 'kagak', 'punya', 'skin', 'bagus', 'favorit', 'gwa', 'kong', 'ming', 'sek', 'mahal', 'semua', 'parah']","[('gwa',), ('uninstall',), ('kendala',), ('kagak',), ('punya',), ('skin',), ('bagus',), ('favorit',), ('gwa',), ('kong',), ('ming',), ('sek',), ('mahal',), ('semua',), ('parah',)]"
"['makin', 'sedikit', 'kak', 'gitu', 'gajelas', 'lag', 'benci', 'copy', 'maaf']","[('makin',), ('sedikit',), ('kak',), ('gitu',), ('gajelas',), ('lag',), ('benci',), ('copy',), ('maaf',)]"
['god'],"[('god',)]"
"['gameplaynya', 'jelek', 'beri', 'bot', 'kompak', 'gold', 'susah', 'teman', 'justru', 'beri', 'bot', 'semua', 'laku', 'feeding', 'pihak', 'kembang', 'busuk', 'sudah', 'disetting', 'demikian', 'rupa', 'pihak', 'kembang', 'utk', 'sulit', 'bagi', 'baru', 'maka', 'saran', 'gratis', 'ujung', 'wr', 'hancur', 'baru', 'naik', 'diamon']","[('gameplaynya',), ('jelek',), ('beri',), ('bot',), ('kompak',), ('gold',), ('susah',), ('teman',), ('justru',), ('beri',), ('bot',), ('semua',), ('laku',), ('feeding',), ('pihak',), ('kembang',), ('busuk',), ('sudah',), ('disetting',), ('demikian',), ('rupa',), ('pihak',), ('kembang',), ('utk',), ('sulit',), ('bagi',), ('baru',), ('maka',), ('saran',), ('gratis',), ('ujung',), ('wr',), ('hancur',), ('baru',), ('naik',), ('diamon',)]"
"['matching', 'busuk', 'baru', 'naik', 'gm', 'musuh', 'epic', 'duo', 'bucin', 'beban', 'lower', 'kadang', 'platinum', 'masuk', 'musuh', 'isi', 'upper', 'party', 'musuh', 'upper', 'protes', 'dukung', 'sesuai', 'matching', 'gimana', 'nambah', 'bintang', 'matchingnya', 'gitu', 'cuma', 'naik', 'turun', 'master', 'gm', 'makin', 'lama', 'makin', 'gajelas', 'matching']","[('matching',), ('busuk',), ('baru',), ('naik',), ('gm',), ('musuh',), ('epic',), ('duo',), ('bucin',), ('beban',), ('lower',), ('kadang',), ('platinum',), ('masuk',), ('musuh',), ('isi',), ('upper',), ('party',), ('musuh',), ('upper',), ('protes',), ('dukung',), ('sesuai',), ('matching',), ('gimana',), ('nambah',), ('bintang',), ('matchingnya',), ('gitu',), ('cuma',), ('naik',), ('turun',), ('master',), ('gm',), ('makin',), ('lama',), ('makin',), ('gajelas',), ('matching',)]"
"['xxnnm', 'ko']","[('xxnnm',), ('ko',)]"
"['matching', 'jelek', 'prilaku', 'langgar', 'tindak', 'sus', 'kurang', 'laku', 'troling']","[('matching',), ('jelek',), ('prilaku',), ('langgar',), ('tindak',), ('sus',), ('kurang',), ('laku',), ('troling',)]"
"['masuk', 'akal', 'kenapa', 'sesuai', 'tier', 'grandmaster', 'kena', 'lose', 'streak', 'sampai', 'master', 'ii', 'gara', 'gara', 'teman', 'se', 'tolol', 'minta', 'ampun', 'tier', 'grandmaster', 'teman', 'tier', 'platinum', 'maaf', 'uninstal']","[('masuk',), ('akal',), ('kenapa',), ('sesuai',), ('tier',), ('grandmaster',), ('kena',), ('lose',), ('streak',), ('sampai',), ('master',), ('ii',), ('gara',), ('gara',), ('teman',), ('se',), ('tolol',), ('minta',), ('ampun',), ('tier',), ('grandmaster',), ('teman',), ('tier',), ('platinum',), ('maaf',), ('uninstal',)]"
['bagus'],"[('bagus',)]"
"['banyak', 'gelap', 'mending']","[('banyak',), ('gelap',), ('mending',)]"
"['semua', 'indah']","[('semua',), ('indah',)]"
"['best', 'papih']","[('best',), ('papih',)]"
['nicee'],"[('nicee',)]"
['mantap'],"[('mantap',)]"
"['bagus', 'blum', 'ngerti', 'item']","[('bagus',), ('blum',), ('ngerti',), ('item',)]"
['bagus'],"[('bagus',)]"
"['there', 'no', 'winning', 'ranked', 'games', 'it', 'went', 'from', 'because', 'was', 'given', 'trash', 'with', 'good', 'skin', 'capital', 'while', 'bad', 'skill', 'but', 'enemy', 'was', 'given', 'solid', 'compact', 'that', 'understands', 'please', 'improve', 'first', 'so', 'it', 'will', 'be', 'more', 'exciting']","[('there',), ('no',), ('winning',), ('ranked',), ('games',), ('it',), ('went',), ('from',), ('because',), ('was',), ('given',), ('trash',), ('with',), ('good',), ('skin',), ('capital',), ('while',), ('bad',), ('skill',), ('but',), ('enemy',), ('was',), ('given',), ('solid',), ('compact',), ('that',), ('understands',), ('please',), ('improve',), ('first',), ('so',), ('it',), ('will',), ('be',), ('more',), ('exciting',)]"
['bintang'],"[('bintang',)]"
"['report', 'tolol', 'afk', 'tindak', 'tegas', 'curi', 'cur', 'kena', 'report', 'gegara', 'farming', 'direcokin', 'curi', 'feeding', 'report', 'feed', 'abis', 'tolol', 'suruh', 'report', 'digame', 'tolol', 'feed', 'kirim', 'mana', 'email', 'biar', 'kirim', 'screenshot', 'babik']","[('report',), ('tolol',), ('afk',), ('tindak',), ('tegas',), ('curi',), ('cur',), ('kena',), ('report',), ('gegara',), ('farming',), ('direcokin',), ('curi',), ('feeding',), ('report',), ('feed',), ('abis',), ('tolol',), ('suruh',), ('report',), ('digame',), ('tolol',), ('feed',), ('kirim',), ('mana',), ('email',), ('biar',), ('kirim',), ('screenshot',), ('babik',)]"
"['ntap', 'btw', 'ram', 'mas', 'kaga', 'minimal']","[('ntap',), ('btw',), ('ram',), ('mas',), ('kaga',), ('minimal',)]"
"['nyah', 'seru', 'banget', 'sayang', 'banget', 'nyah', 'anomali', 'semua', 'tba', 'tba', 'ms', 'sendiri', 'bodoh', 'nyah', 'ketulungan', 'musuh', 'mantan', 'paham', 'season', 'skrang', 'bbrpa', 'mentok', 'diamond', 'padhal', 'slalu', 'dpet', 'maap', 'uninstall', 'mnding', 'anomali', 'nyah', 'parah', 'dsini']","[('nyah',), ('seru',), ('banget',), ('sayang',), ('banget',), ('nyah',), ('anomali',), ('semua',), ('tba',), ('tba',), ('ms',), ('sendiri',), ('bodoh',), ('nyah',), ('ketulungan',), ('musuh',), ('mantan',), ('paham',), ('season',), ('skrang',), ('bbrpa',), ('mentok',), ('diamond',), ('padhal',), ('slalu',), ('dpet',), ('maap',), ('uninstall',), ('mnding',), ('anomali',), ('nyah',), ('parah',), ('dsini',)]"
['seru'],"[('seru',)]"
"['lebih', 'bagus', 'legends', 'legends', 'kalah', 'aneh', 'stres']","[('lebih',), ('bagus',), ('legends',), ('legends',), ('kalah',), ('aneh',), ('stres',)]"
"['seru', 'banget']","[('seru',), ('banget',)]"
"['tolong', 'masukin', 'voice', 'jepang', 'ying', 'icon', 'anak', 'tiri']","[('tolong',), ('masukin',), ('voice',), ('jepang',), ('ying',), ('icon',), ('anak',), ('tiri',)]"
"['qiana', 'almahyra']","[('qiana',), ('almahyra',)]"
['baik'],"[('baik',)]"
"['macthh', 'jelek', 'mulai', 'atur', 'hokk', 'dngan', 'yidak', 'adill']","[('macthh',), ('jelek',), ('mulai',), ('atur',), ('hokk',), ('dngan',), ('yidak',), ('adill',)]"
"['baru', 'coba', 'bagus', 'jika', 'bagus', 'beri', 'ulas', 'lain', 'bintang', 'rangin']","[('baru',), ('coba',), ('bagus',), ('jika',), ('bagus',), ('beri',), ('ulas',), ('lain',), ('bintang',), ('rangin',)]"
"['skin', 'lny', 'kapan', 'resell']","[('skin',), ('lny',), ('kapan',), ('resell',)]"
"['kenapa', 'semua', 'offline', 'mayene', 'offline', 'harap', 'update', 'dalam', 'offline']","[('kenapa',), ('semua',), ('offline',), ('mayene',), ('offline',), ('harap',), ('update',), ('dalam',), ('offline',)]"
"['lebih', 'seru']","[('lebih',), ('seru',)]"
"['bintang', 'agak', 'sedikit', 'percaya', 'kalah', 'kurang', 'naik', 'nanti', 'benar', 'bintang']","[('bintang',), ('agak',), ('sedikit',), ('percaya',), ('kalah',), ('kurang',), ('naik',), ('nanti',), ('benar',), ('bintang',)]"
"['mantap', 'tarung', 'alam']","[('mantap',), ('tarung',), ('alam',)]"
"['imbang', 'sepi', 'sampai', 'balenc', 'gtu']","[('imbang',), ('sepi',), ('sampai',), ('balenc',), ('gtu',)]"
['tiru'],"[('tiru',)]"
"['bagus', 'top', 'up', 'mahal', 'darksysytem', 'lebih', 'bagus', 'bagus']","[('bagus',), ('top',), ('up',), ('mahal',), ('darksysytem',), ('lebih',), ('bagus',), ('bagus',)]"
"['dasar', 'apalikasi', 'sampah', 'lag', 'emosi', 'enggak', 'patas', 'play', 'stor', 'dasar', 'apalikasi', 'sampah', 'hpus', 'play', 'stor', 'oiya', 'jangan', 'dj', 'dowlod', 'gais']","[('dasar',), ('apalikasi',), ('sampah',), ('lag',), ('emosi',), ('enggak',), ('patas',), ('play',), ('stor',), ('dasar',), ('apalikasi',), ('sampah',), ('hpus',), ('play',), ('stor',), ('oiya',), ('jangan',), ('dj',), ('dowlod',), ('gais',)]"
