stopwords_removed,unigrams_hok
"['busuk', 'gelap', 'lawan', 'mabar', 'adil', 'cari', 'lawan', 'kawan', 'smntara', 'b', 'season', 'lanjut', 'sudah', 'benar', 'rating']","[('busuk',), ('gelap',), ('lawan',), ('mabar',), ('adil',), ('cari',), ('lawan',), ('kawan',), ('smntara',), ('b',), ('season',), ('lanjut',), ('sudah',), ('benar',), ('rating',)]"
['bagus'],"[('bagus',)]"
"['not', 'balanced', 'too', 'much', 'overlap']","[('not',), ('balanced',), ('too',), ('much',), ('overlap',)]"
"['oke', 'sportif', 'adil', 'tanggung', 'jwb']","[('oke',), ('sportif',), ('adil',), ('tanggung',), ('jwb',)]"
['kerenn'],"[('kerenn',)]"
"['kenapa', 'naik', 'level', 'pasti', 'lema', 'hapus', 'sampah']","[('kenapa',), ('naik',), ('level',), ('pasti',), ('lema',), ('hapus',), ('sampah',)]"
"['bagus', 'kyk', 'moga', 'makin']","[('bagus',), ('kyk',), ('moga',), ('makin',)]"
"['iya', 'skin', 'gratis', 'lebih', 'enak', 'gitu', 'tooll']","[('iya',), ('skin',), ('gratis',), ('lebih',), ('enak',), ('gitu',), ('tooll',)]"
['lumayan'],"[('lumayan',)]"
"['kecewa', 'akun', 'hilang', 'gmail', 'lupa', 'password', 'verifikasi', 'langkah', 'sedang', 'rusak', 'mati', 'total', 'coba', 'pulih', 'akun', 'tolak', 'asih', 'bukti', 'mampu', 'nomor', 'telepon', 'gmail', 'kenapa', 'log', 'gmail', 'akun', 'sayang', 'hilang', 'begitu', 'sampah', 'suka', 'kecewa']","[('kecewa',), ('akun',), ('hilang',), ('gmail',), ('lupa',), ('password',), ('verifikasi',), ('langkah',), ('sedang',), ('rusak',), ('mati',), ('total',), ('coba',), ('pulih',), ('akun',), ('tolak',), ('asih',), ('bukti',), ('mampu',), ('nomor',), ('telepon',), ('gmail',), ('kenapa',), ('log',), ('gmail',), ('akun',), ('sayang',), ('hilang',), ('begitu',), ('sampah',), ('suka',), ('kecewa',)]"
"['bagus', 'plagiat']","[('bagus',), ('plagiat',)]"
['mantap'],"[('mantap',)]"
[],[]
"['semua', 'bagus', 'baik', 'featured', 'unique', 'thing', 'etc', 'namun', 'mohon', 'filenya', 'pisah', 'kompetitor', 'filenya', 'update', 'pisah', 'didownload', 'belum', 'rilis', 'ganggu', 'tibatiba', 'ganggu', 'tunggu', 'patch', 'baru', 'lama', 'periksa', 'sumber', 'daya', 'harap', 'patch', 'baru', 'belum', 'rilis', 'kga', 'tunggu']","[('semua',), ('bagus',), ('baik',), ('featured',), ('unique',), ('thing',), ('etc',), ('namun',), ('mohon',), ('filenya',), ('pisah',), ('kompetitor',), ('filenya',), ('update',), ('pisah',), ('didownload',), ('belum',), ('rilis',), ('ganggu',), ('tibatiba',), ('ganggu',), ('tunggu',), ('patch',), ('baru',), ('lama',), ('periksa',), ('sumber',), ('daya',), ('harap',), ('patch',), ('baru',), ('belum',), ('rilis',), ('kga',), ('tunggu',)]"
"['loadingnya', 'lama', 'banget']","[('loadingnya',), ('lama',), ('banget',)]"
"['bagus', 'matan', 'voic', 'busuk']","[('bagus',), ('matan',), ('voic',), ('busuk',)]"
['bagus'],"[('bagus',)]"
"['anjing', 'banyak', 'update', 'tolol', 'lama', 'kyk']","[('anjing',), ('banyak',), ('update',), ('tolol',), ('lama',), ('kyk',)]"
['ayik'],"[('ayik',)]"
"['lebih', 'seru']","[('lebih',), ('seru',)]"
"['masalah', 'belum', 'sudah', 'selesai', 'masalahbug', 'baru', 'satu', 'suruh', 'ulang', 'cek', 'info', 'aplikasi', 'ukur', 'semua', 'gb', 'full', 'suruh']","[('masalah',), ('belum',), ('sudah',), ('selesai',), ('masalahbug',), ('baru',), ('satu',), ('suruh',), ('ulang',), ('cek',), ('info',), ('aplikasi',), ('ukur',), ('semua',), ('gb',), ('full',), ('suruh',)]"
"['fomo', 'bukan', 'seru', 'lebih', 'bagus']","[('fomo',), ('bukan',), ('seru',), ('lebih',), ('bagus',)]"
"['aga', 'lol', 'pindah', 'hahaha', 'enyah', 'lo']","[('aga',), ('lol',), ('pindah',), ('hahaha',), ('enyah',), ('lo',)]"
"['bagus', 'nyangkut', 'masuk', 'muat', 'harap', 'tunggu']","[('bagus',), ('nyangkut',), ('masuk',), ('muat',), ('harap',), ('tunggu',)]"
"['baru', 'instal', 'langsung', 'bosan', 'lawan', 'terlalu', 'jago', 'sementara', 'bot']","[('baru',), ('instal',), ('langsung',), ('bosan',), ('lawan',), ('terlalu',), ('jago',), ('sementara',), ('bot',)]"
"['banyak', 'update', 'unduh', 'dalam', 'sudah', 'stuck', 'kencang', 'suruh', 'usah']","[('banyak',), ('update',), ('unduh',), ('dalam',), ('sudah',), ('stuck',), ('kencang',), ('suruh',), ('usah',)]"
['bagus'],"[('bagus',)]"
['bagus'],"[('bagus',)]"
"['update', 'lama', 'pasang', 'sudah', 'njir']","[('update',), ('lama',), ('pasang',), ('sudah',), ('njir',)]"
['burir'],"[('burir',)]"
"['habis', 'reset', 'season', 'fps', 'susah', 'banget', 'stabil', 'belum', 'reset', 'stabil', 'fps', 'sekarang', 'drop', 'bahkan', 'lebih', 'rendah', 'jalanjalan', 'ngefreeze', 'detik', 'fix', 'dev']","[('habis',), ('reset',), ('season',), ('fps',), ('susah',), ('banget',), ('stabil',), ('belum',), ('reset',), ('stabil',), ('fps',), ('sekarang',), ('drop',), ('bahkan',), ('lebih',), ('rendah',), ('jalanjalan',), ('ngefreeze',), ('detik',), ('fix',), ('dev',)]"
['kerenn'],"[('kerenn',)]"
"['njirlah', 'cok', 'kalah', 'menang', 'ngentod', 'banget']","[('njirlah',), ('cok',), ('kalah',), ('menang',), ('ngentod',), ('banget',)]"
"['detail', 'lengkap']","[('detail',), ('lengkap',)]"
"['mu', 'baik', 'selalu', 'ketemu', 'noob', 'satu', 'bot', 'satu', 'latih', 'tolong', 'lebih', 'pinter', 'jangan', 'tolol', 'tolol', 'banget', 'napa']","[('mu',), ('baik',), ('selalu',), ('ketemu',), ('noob',), ('satu',), ('bot',), ('satu',), ('latih',), ('tolong',), ('lebih',), ('pinter',), ('jangan',), ('tolol',), ('tolol',), ('banget',), ('napa',)]"
"['paling', 'soft', 'spoken', 'love', 'you', 'baru', 'sudah', 'sambut', 'donlod', 'respect']","[('paling',), ('soft',), ('spoken',), ('love',), ('you',), ('baru',), ('sudah',), ('sambut',), ('donlod',), ('respect',)]"
"['berat', 'minimal', 'wkwk', 'kuat']","[('berat',), ('minimal',), ('wkwk',), ('kuat',)]"
['mantap'],"[('mantap',)]"
['king'],"[('king',)]"
"['top', 'up', 'tetapi', 'token', 'masuk', 'bagaimana']","[('top',), ('up',), ('tetapi',), ('token',), ('masuk',), ('bagaimana',)]"
['tiru'],"[('tiru',)]"
['avfdc'],"[('avfdc',)]"
['baik'],"[('baik',)]"
"['bagus', 'banget', 'grafik', 'bagus']","[('bagus',), ('banget',), ('grafik',), ('bagus',)]"
"['upload', 'foto', 'profil', 'perangkat', 'kocak']","[('upload',), ('foto',), ('profil',), ('perangkat',), ('kocak',)]"
"['seru', 'banget', 'sampai', 'tengah', 'malam']","[('seru',), ('banget',), ('sampai',), ('tengah',), ('malam',)]"
"['maksa', 'amatt', 'jig']","[('maksa',), ('amatt',), ('jig',)]"
"['baharu', 'sampah', 'cumak', 'muter', 'jelas', 'buruk']","[('baharu',), ('sampah',), ('cumak',), ('muter',), ('jelas',), ('buruk',)]"
"['seru', 'benar', 'benar', 'seru']","[('seru',), ('benar',), ('benar',), ('seru',)]"
['bagus'],"[('bagus',)]"
"['mantap', 'king', 'cihuy', 'keren', 'mantep', 'keren', 'banget']","[('mantap',), ('king',), ('cihuy',), ('keren',), ('mantep',), ('keren',), ('banget',)]"
"['sakit', 'season', 'frame', 'drop', 'settingan', 'grafis', 'standar', 'grafis', 'rata', 'kanan', 'sengaja', 'standar', 'lama', 'irit', 'daya', 'bukan', 'salah', 'forum', 'banyak']","[('sakit',), ('season',), ('frame',), ('drop',), ('settingan',), ('grafis',), ('standar',), ('grafis',), ('rata',), ('kanan',), ('sengaja',), ('standar',), ('lama',), ('irit',), ('daya',), ('bukan',), ('salah',), ('forum',), ('banyak',)]"
['mantap'],"[('mantap',)]"
"['sudah', 'update', 'makin', 'mirip', 'bahkan', 'karakter', 'mirip']","[('sudah',), ('update',), ('makin',), ('mirip',), ('bahkan',), ('karakter',), ('mirip',)]"
"['tak', 'suka']","[('tak',), ('suka',)]"
"['buruk', 'lebih', 'bagus']","[('buruk',), ('lebih',), ('bagus',)]"
['bagus'],"[('bagus',)]"
"['strategi', 'luar', 'biasa', 'grafik', 'bagus', 'bagus', 'agak', 'lag', 'sedikit']","[('strategi',), ('luar',), ('biasa',), ('grafik',), ('bagus',), ('bagus',), ('agak',), ('lag',), ('sedikit',)]"
"['niru', 'bejir']","[('niru',), ('bejir',)]"
"['kangen', 'jungler', 'bintang']","[('kangen',), ('jungler',), ('bintang',)]"
"['suka', 'nonton', 'sound', 'horek']","[('suka',), ('nonton',), ('sound',), ('horek',)]"
