stopwords_removed,bigrams_hok
"['cocok', 'keren', 'tanggal', 'jangan', 'arti', 'buah', 'alas', 'paling', 'enak', 'banget', 'dia', 'paling', 'enak', 'ikut', 'ikut', 'keren', 'ikut', 'sukses', 'pasang', 'siapa', 'kesel']","[('cocok', 'keren'), ('keren', 'tanggal'), ('tanggal', 'jangan'), ('jangan', 'arti'), ('arti', 'buah'), ('buah', 'alas'), ('alas', 'paling'), ('paling', 'enak'), ('enak', 'banget'), ('banget', 'dia'), ('dia', 'paling'), ('paling', 'enak'), ('enak', 'ikut'), ('ikut', 'ikut'), ('ikut', 'keren'), ('keren', 'ikut'), ('ikut', 'sukses'), ('sukses', 'pasang'), ('pasang', 'siapa'), ('siapa', 'kesel')]"
"['efek', 'visual', 'skin', 'bagus', 'banding', 'kelas', 'skin', 'epic', 'efek', 'tebal', 'jelas', 'banget', 'baik', 'tambah', 'banyak', 'skin', 'free', 'suka', 'skin', 'bruce', 'lee']","[('efek', 'visual'), ('visual', 'skin'), ('skin', 'bagus'), ('bagus', 'banding'), ('banding', 'kelas'), ('kelas', 'skin'), ('skin', 'epic'), ('epic', 'efek'), ('efek', 'tebal'), ('tebal', 'jelas'), ('jelas', 'banget'), ('banget', 'baik'), ('baik', 'tambah'), ('tambah', 'banyak'), ('banyak', 'skin'), ('skin', 'free'), ('free', 'suka'), ('suka', 'skin'), ('skin', 'bruce'), ('bruce', 'lee')]"
"['competitive', 'themed', 'but', 'lots', 'bot', 'and', 'unfair', 'anomalies', 'it', 'just', 'make', 'this', 'not', 'competitive', 'and', 'remove', 'all', 'tournaments']","[('competitive', 'themed'), ('themed', 'but'), ('but', 'lots'), ('lots', 'bot'), ('bot', 'and'), ('and', 'unfair'), ('unfair', 'anomalies'), ('anomalies', 'it'), ('it', 'just'), ('just', 'make'), ('make', 'this'), ('this', 'not'), ('not', 'competitive'), ('competitive', 'and'), ('and', 'remove'), ('remove', 'all'), ('all', 'tournaments')]"
"['servernya', 'tolong', 'masa', 'situ', 'beri', 'sinyal', 'merah', 'suruh', 'baik', 'paket', 'full', 'banyak', 'sinyal', 'full', 'coba', 'please', 'try', 'so', 'hard']","[('servernya', 'tolong'), ('tolong', 'masa'), ('masa', 'situ'), ('situ', 'beri'), ('beri', 'sinyal'), ('sinyal', 'merah'), ('merah', 'suruh'), ('suruh', 'baik'), ('baik', 'paket'), ('paket', 'full'), ('full', 'banyak'), ('banyak', 'sinyal'), ('sinyal', 'full'), ('full', 'coba'), ('coba', 'please'), ('please', 'try'), ('try', 'so'), ('so', 'hard')]"
['top'],[]
"['matchup', 'sampah', 'layak', 'dimainin']","[('matchup', 'sampah'), ('sampah', 'layak'), ('layak', 'dimainin')]"
"['luar', 'biasa', 'buruk', 'balance', 'balance', 'selalu', 'feeder', 'report', 'benar', 'benar', 'gada', 'guna', 'teman', 'satu', 'feeder', 'ngga', 'report', 'aneh', 'banget', 'nilai', 'akhir', 'teman', 'satu', 'feeder', 'notabene', 'nilai', 'otamatis', 'report', 'hadeuh', 'jangan', 'nilai', 'feeder', 'b', 'sekalipun', 'belum', 'tentu', 'report', 'benar', 'benar', 'aneh']","[('luar', 'biasa'), ('biasa', 'buruk'), ('buruk', 'balance'), ('balance', 'balance'), ('balance', 'selalu'), ('selalu', 'feeder'), ('feeder', 'report'), ('report', 'benar'), ('benar', 'benar'), ('benar', 'gada'), ('gada', 'guna'), ('guna', 'teman'), ('teman', 'satu'), ('satu', 'feeder'), ('feeder', 'ngga'), ('ngga', 'report'), ('report', 'aneh'), ('aneh', 'banget'), ('banget', 'nilai'), ('nilai', 'akhir'), ('akhir', 'teman'), ('teman', 'satu'), ('satu', 'feeder'), ('feeder', 'notabene'), ('notabene', 'nilai'), ('nilai', 'otamatis'), ('otamatis', 'report'), ('report', 'hadeuh'), ('hadeuh', 'jangan'), ('jangan', 'nilai'), ('nilai', 'feeder'), ('feeder', 'b'), ('b', 'sekalipun'), ('sekalipun', 'belum'), ('belum', 'tentu'), ('tentu', 'report'), ('report', 'benar'), ('benar', 'benar'), ('benar', 'aneh')]"
"['update', 'baru', 'stuck', 'baru', 'detik', 'belum', 'pasuk', 'selesai', 'kenapa', 'begitu', 'stabil', 'lain', 'tolong', 'segera', 'baik']","[('update', 'baru'), ('baru', 'stuck'), ('stuck', 'baru'), ('baru', 'detik'), ('detik', 'belum'), ('belum', 'pasuk'), ('pasuk', 'selesai'), ('selesai', 'kenapa'), ('kenapa', 'begitu'), ('begitu', 'stabil'), ('stabil', 'lain'), ('lain', 'tolong'), ('tolong', 'segera'), ('segera', 'baik')]"
"['guardian', 'minimal', 'jago', 'lawan', 'jago']","[('guardian', 'minimal'), ('minimal', 'jago'), ('jago', 'lawan'), ('lawan', 'jago')]"
['oke'],[]
['kren'],[]
['like'],[]
"['bagus', 'suka', 'lucu', 'lucu', 'banget', 'dowllod', 'sia', 'sia', 'dehh', 'jangan', 'bawa', 'emosi', 'kalah', 'hehehe']","[('bagus', 'suka'), ('suka', 'lucu'), ('lucu', 'lucu'), ('lucu', 'banget'), ('banget', 'dowllod'), ('dowllod', 'sia'), ('sia', 'sia'), ('sia', 'dehh'), ('dehh', 'jangan'), ('jangan', 'bawa'), ('bawa', 'emosi'), ('emosi', 'kalah'), ('kalah', 'hehehe')]"
"['moga', 'baik', 'pernah', 'erti', 'senang', 'para', 'unik', 'cute', 'sexy', 'poko', 'jangan', 'sampai', 'bosan']","[('moga', 'baik'), ('baik', 'pernah'), ('pernah', 'erti'), ('erti', 'senang'), ('senang', 'para'), ('para', 'unik'), ('unik', 'cute'), ('cute', 'sexy'), ('sexy', 'poko'), ('poko', 'jangan'), ('jangan', 'sampai'), ('sampai', 'bosan')]"
"['cuh', 'haram', 'makin', 'lama', 'makin', 'aneh', 'satuin', 'bayi', 'baru', 'lahir', 'ajg']","[('cuh', 'haram'), ('haram', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'aneh'), ('aneh', 'satuin'), ('satuin', 'bayi'), ('bayi', 'baru'), ('baru', 'lahir'), ('lahir', 'ajg')]"
"['bguss', 'nyaa']","[('bguss', 'nyaa')]"
"['wahai', 'developer', 'hormat', 'cinta', 'mohon', 'bug', 'crastuck', 'tekan', 'menu', 'profil', 'mulai', 'tanding', 'selesai', 'tanding', 'mohon', 'segera', 'baik', 'mohon', 'kepada', 'developer', 'bug', 'ganggu', 'tempat', 'bagus', 'lo', 'dukung', 'sudah', 'report', 'masalah', 'menu', 'hubung', 'lo', 'belum', 'selesai']","[('wahai', 'developer'), ('developer', 'hormat'), ('hormat', 'cinta'), ('cinta', 'mohon'), ('mohon', 'bug'), ('bug', 'crastuck'), ('crastuck', 'tekan'), ('tekan', 'menu'), ('menu', 'profil'), ('profil', 'mulai'), ('mulai', 'tanding'), ('tanding', 'selesai'), ('selesai', 'tanding'), ('tanding', 'mohon'), ('mohon', 'segera'), ('segera', 'baik'), ('baik', 'mohon'), ('mohon', 'kepada'), ('kepada', 'developer'), ('developer', 'bug'), ('bug', 'ganggu'), ('ganggu', 'tempat'), ('tempat', 'bagus'), ('bagus', 'lo'), ('lo', 'dukung'), ('dukung', 'sudah'), ('sudah', 'report'), ('report', 'masalah'), ('masalah', 'menu'), ('menu', 'hubung'), ('hubung', 'lo'), ('lo', 'belum'), ('belum', 'selesai')]"
"['minimal', 'kenapa', 'capai', 'digoogle', 'play']","[('minimal', 'kenapa'), ('kenapa', 'capai'), ('capai', 'digoogle'), ('digoogle', 'play')]"
"['ancur', 'ngetrol', 'kena', 'sanksi']","[('ancur', 'ngetrol'), ('ngetrol', 'kena'), ('kena', 'sanksi')]"
"['parah', 'grandmaster', 'gelap', 'sampai', 'star', 'naik', 'turun', 'muluk', 'lawan', 'bagus', 'sendiri', 'bagus', 'imbang']","[('parah', 'grandmaster'), ('grandmaster', 'gelap'), ('gelap', 'sampai'), ('sampai', 'star'), ('star', 'naik'), ('naik', 'turun'), ('turun', 'muluk'), ('muluk', 'lawan'), ('lawan', 'bagus'), ('bagus', 'sendiri'), ('sendiri', 'bagus'), ('bagus', 'imbang')]"
"['tarik', 'filter', 'sedikit', 'banyak', 'gelap', 'negara', 'laen', 'susah', 'maennya']","[('tarik', 'filter'), ('filter', 'sedikit'), ('sedikit', 'banyak'), ('banyak', 'gelap'), ('gelap', 'negara'), ('negara', 'laen'), ('laen', 'susah'), ('susah', 'maennya')]"
"['bintang', 'bagus', 'skin', 'gratis', 'epic', 'beberapa', 'bug', 'alami', 'ranked', 'mvp', 'poin', 'kill', 'mati', 'asist', 'dapetnya', 'tolong', 'baik', 'terimakasih']","[('bintang', 'bagus'), ('bagus', 'skin'), ('skin', 'gratis'), ('gratis', 'epic'), ('epic', 'beberapa'), ('beberapa', 'bug'), ('bug', 'alami'), ('alami', 'ranked'), ('ranked', 'mvp'), ('mvp', 'poin'), ('poin', 'kill'), ('kill', 'mati'), ('mati', 'asist'), ('asist', 'dapetnya'), ('dapetnya', 'tolong'), ('tolong', 'baik'), ('baik', 'terimakasih')]"
"['grafik', 'oke', 'bangett', 'lawan', 'kdg', 'imbang', 'smaa', 'sendiri', 'kdg', 'agak', 'lag', 'sedikit', 'lumayan', 'besar', 'overall']","[('grafik', 'oke'), ('oke', 'bangett'), ('bangett', 'lawan'), ('lawan', 'kdg'), ('kdg', 'imbang'), ('imbang', 'smaa'), ('smaa', 'sendiri'), ('sendiri', 'kdg'), ('kdg', 'agak'), ('agak', 'lag'), ('lag', 'sedikit'), ('sedikit', 'lumayan'), ('lumayan', 'besar'), ('besar', 'overall')]"
"['kurang', 'lawan', 'padan', 'sinyal', 'bagus', 'jelek', 'mohon', 'baik', 'sudah', 'habis', 'paket', 'demi', 'kecewa']","[('kurang', 'lawan'), ('lawan', 'padan'), ('padan', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'jelek'), ('jelek', 'mohon'), ('mohon', 'baik'), ('baik', 'sudah'), ('sudah', 'habis'), ('habis', 'paket'), ('paket', 'demi'), ('demi', 'kecewa')]"
[],[]
"['suka', 'lama', 'banget', 'tolong', 'rusak', 'bukan', 'sinyal', 'eror', 'benar', 'suka', 'gitu']","[('suka', 'lama'), ('lama', 'banget'), ('banget', 'tolong'), ('tolong', 'rusak'), ('rusak', 'bukan'), ('bukan', 'sinyal'), ('sinyal', 'eror'), ('eror', 'benar'), ('benar', 'suka'), ('suka', 'gitu')]"
"['sempurna', 'senang']","[('sempurna', 'senang')]"
"['bagus', 'banget', 'kecuali', 'wivi']","[('bagus', 'banget'), ('banget', 'kecuali'), ('kecuali', 'wivi')]"
"['jujur', 'bagus', 'banget', 'sebelahh', 'grafik', 'bintang', 'lima', 'char', 'cantikk', 'gantengg', 'pokok', 'seru', 'banget', 'semangat', 'yaa', 'papi', 'timi']","[('jujur', 'bagus'), ('bagus', 'banget'), ('banget', 'sebelahh'), ('sebelahh', 'grafik'), ('grafik', 'bintang'), ('bintang', 'lima'), ('lima', 'char'), ('char', 'cantikk'), ('cantikk', 'gantengg'), ('gantengg', 'pokok'), ('pokok', 'seru'), ('seru', 'banget'), ('banget', 'semangat'), ('semangat', 'yaa'), ('yaa', 'papi'), ('papi', 'timi')]"
"['ngebug', 'pilih', 'ngeblank', 'muncul']","[('ngebug', 'pilih'), ('pilih', 'ngeblank'), ('ngeblank', 'muncul')]"
"['bnyk', 'bug', 'boss']","[('bnyk', 'bug'), ('bug', 'boss')]"
"['benar', 'suka', 'cuma', 'banget', 'update', 'item', 'saran', 'rang', 'para', 'gamer', 'daerah', 'susah', 'ikut', 'beban']","[('benar', 'suka'), ('suka', 'cuma'), ('cuma', 'banget'), ('banget', 'update'), ('update', 'item'), ('item', 'saran'), ('saran', 'rang'), ('rang', 'para'), ('para', 'gamer'), ('gamer', 'daerah'), ('daerah', 'susah'), ('susah', 'ikut'), ('ikut', 'beban')]"
['suru'],[]
"['seru', 'agak', 'lag', 'mungkin', 'sayang', 'kurang', 'dukung', 'penting', 'hd', 'banget', 'sampai', 'tagih', 'bintang', 'lima']","[('seru', 'agak'), ('agak', 'lag'), ('lag', 'mungkin'), ('mungkin', 'sayang'), ('sayang', 'kurang'), ('kurang', 'dukung'), ('dukung', 'penting'), ('penting', 'hd'), ('hd', 'banget'), ('banget', 'sampai'), ('sampai', 'tagih'), ('tagih', 'bintang'), ('bintang', 'lima')]"
['kalah'],[]
"['gila', 'keren', 'banget']","[('gila', 'keren'), ('keren', 'banget')]"
"['himbauan', 'install', 'imbang', 'koneksi', 'putus', 'sudah', 'banyak', 'joki', 'dalam', 'jikalau', 'seru', 'pahit', 'belakang']","[('himbauan', 'install'), ('install', 'imbang'), ('imbang', 'koneksi'), ('koneksi', 'putus'), ('putus', 'sudah'), ('sudah', 'banyak'), ('banyak', 'joki'), ('joki', 'dalam'), ('dalam', 'jikalau'), ('jikalau', 'seru'), ('seru', 'pahit'), ('pahit', 'belakang')]"
"['bagus', 'banget']","[('bagus', 'banget')]"
['natural'],[]
"['buruk', 'update', 'truss', 'sedikit', 'update', 'updategk', 'usah', 'ngabisin', 'ruang', 'stroge', 'uninstal', 'walapun', 'stroge', 'besar', 'males', 'ngabisin', 'kouta', 'paket']","[('buruk', 'update'), ('update', 'truss'), ('truss', 'sedikit'), ('sedikit', 'update'), ('update', 'updategk'), ('updategk', 'usah'), ('usah', 'ngabisin'), ('ngabisin', 'ruang'), ('ruang', 'stroge'), ('stroge', 'uninstal'), ('uninstal', 'walapun'), ('walapun', 'stroge'), ('stroge', 'besar'), ('besar', 'males'), ('males', 'ngabisin'), ('ngabisin', 'kouta'), ('kouta', 'paket')]"
"['cocok', 'hpku', 'hpku', 'ram', 'berat', 'versi', 'lite', 'mudah', 'lag', 'berat']","[('cocok', 'hpku'), ('hpku', 'hpku'), ('hpku', 'ram'), ('ram', 'berat'), ('berat', 'versi'), ('versi', 'lite'), ('lite', 'mudah'), ('mudah', 'lag'), ('lag', 'berat')]"
"['kenapa', 'facebook']","[('kenapa', 'facebook')]"
"['kecewa', 'event', 'share', 'codeini', 'semua', 'event', 'code', 'tolong', 'fix', 'huruf', 'sensor', 'rugi', 'share', 'code', 'code', 'sensor', 'tolong', 'beri', 'solusi', 'entah', 'ganti', 'codesistem', 'sensor', 'hilang', 'lama', 'eventcode', 'lebih', 'banyak', 'angka', 'huruf', 'contoh', 'code', 'hdsm', 'huruf', 'sm', 'sensor', 'rugi', 'banget']","[('kecewa', 'event'), ('event', 'share'), ('share', 'codeini'), ('codeini', 'semua'), ('semua', 'event'), ('event', 'code'), ('code', 'tolong'), ('tolong', 'fix'), ('fix', 'huruf'), ('huruf', 'sensor'), ('sensor', 'rugi'), ('rugi', 'share'), ('share', 'code'), ('code', 'code'), ('code', 'sensor'), ('sensor', 'tolong'), ('tolong', 'beri'), ('beri', 'solusi'), ('solusi', 'entah'), ('entah', 'ganti'), ('ganti', 'codesistem'), ('codesistem', 'sensor'), ('sensor', 'hilang'), ('hilang', 'lama'), ('lama', 'eventcode'), ('eventcode', 'lebih'), ('lebih', 'banyak'), ('banyak', 'angka'), ('angka', 'huruf'), ('huruf', 'contoh'), ('contoh', 'code'), ('code', 'hdsm'), ('hdsm', 'huruf'), ('huruf', 'sm'), ('sm', 'sensor'), ('sensor', 'rugi'), ('rugi', 'banget')]"
"['sinyal', 'penuh', 'be', 'lag', 'heran', 'penuh', 'daerah', 'sinyal', 'bagus']","[('sinyal', 'penuh'), ('penuh', 'be'), ('be', 'lag'), ('lag', 'heran'), ('heran', 'penuh'), ('penuh', 'daerah'), ('daerah', 'sinyal'), ('sinyal', 'bagus')]"
"['dsini', 'lebih', 'harga', 'banding', 'cuma', 'nyari', 'untung']","[('dsini', 'lebih'), ('lebih', 'harga'), ('harga', 'banding'), ('banding', 'cuma'), ('cuma', 'nyari'), ('nyari', 'untung')]"
"['adil', 'bagi', 'menang', 'tanding', 'ikut', 'pasti', 'kalah', 'tambah', 'parah', 'sekarang', 'kalah', 'tubi', 'tubi', 'lawan', 'hadap', 'semua', 'bagus', 'skill', 'sementara', 'rekan', 'semua', 'skill', 'rendah', 'macam', 'gerak', 'server', 'banyak', 'cit', 'bot', 'semua']","[('adil', 'bagi'), ('bagi', 'menang'), ('menang', 'tanding'), ('tanding', 'ikut'), ('ikut', 'pasti'), ('pasti', 'kalah'), ('kalah', 'tambah'), ('tambah', 'parah'), ('parah', 'sekarang'), ('sekarang', 'kalah'), ('kalah', 'tubi'), ('tubi', 'tubi'), ('tubi', 'lawan'), ('lawan', 'hadap'), ('hadap', 'semua'), ('semua', 'bagus'), ('bagus', 'skill'), ('skill', 'sementara'), ('sementara', 'rekan'), ('rekan', 'semua'), ('semua', 'skill'), ('skill', 'rendah'), ('rendah', 'macam'), ('macam', 'gerak'), ('gerak', 'server'), ('server', 'banyak'), ('banyak', 'cit'), ('cit', 'bot'), ('bot', 'semua')]"
"['moga', 'tingkat', 'performa']","[('moga', 'tingkat'), ('tingkat', 'performa')]"
"['grafik', 'bagus', 'hina']","[('grafik', 'bagus'), ('bagus', 'hina')]"
"['sudah', 'bagus', 'developer', 'hormat', 'tolong', 'sedia', 'fersi', 'lite', 'hpnya', 'ram', 'gigaan', 'tanpa', 'khawatir', 'ram', 'penuh', 'sekian', 'terimakasih', 'atas', 'kerjasamanya']","[('sudah', 'bagus'), ('bagus', 'developer'), ('developer', 'hormat'), ('hormat', 'tolong'), ('tolong', 'sedia'), ('sedia', 'fersi'), ('fersi', 'lite'), ('lite', 'hpnya'), ('hpnya', 'ram'), ('ram', 'gigaan'), ('gigaan', 'tanpa'), ('tanpa', 'khawatir'), ('khawatir', 'ram'), ('ram', 'penuh'), ('penuh', 'sekian'), ('sekian', 'terimakasih'), ('terimakasih', 'atas'), ('atas', 'kerjasamanya')]"
"['selamat', 'datang', 'kau', 'tidur', 'allah', 'home', 'schooling', 'apaapa', 'nantik', 'mlm']","[('selamat', 'datang'), ('datang', 'kau'), ('kau', 'tidur'), ('tidur', 'allah'), ('allah', 'home'), ('home', 'schooling'), ('schooling', 'apaapa'), ('apaapa', 'nantik'), ('nantik', 'mlm')]"
"['ping', 'lag']","[('ping', 'lag')]"
"['bagus', 'entah', 'knp', 'tagih', 'sampai', 'mlm', 'henti', 'henti', 'mabar', 'brg', 'teman']","[('bagus', 'entah'), ('entah', 'knp'), ('knp', 'tagih'), ('tagih', 'sampai'), ('sampai', 'mlm'), ('mlm', 'henti'), ('henti', 'henti'), ('henti', 'mabar'), ('mabar', 'brg'), ('brg', 'teman')]"
"['bagus', 'seru', 'y']","[('bagus', 'seru'), ('seru', 'y')]"
"['bot', 'sampah', 'banget', 'banyakin', 'winstreak', 'butuh', 'naik', 'master']","[('bot', 'sampah'), ('sampah', 'banget'), ('banget', 'banyakin'), ('banyakin', 'winstreak'), ('winstreak', 'butuh'), ('butuh', 'naik'), ('naik', 'master')]"
"['bot', 'lawan', 'komputer', 'smw']","[('bot', 'lawan'), ('lawan', 'komputer'), ('komputer', 'smw')]"
"['seru', 'offline']","[('seru', 'offline')]"
"['lumayan', 'besar', 'banget', 'sampai', 'lag', 'haduhh', 'hapus', 'sudah']","[('lumayan', 'besar'), ('besar', 'banget'), ('banget', 'sampai'), ('sampai', 'lag'), ('lag', 'haduhh'), ('haduhh', 'hapus'), ('hapus', 'sudah')]"
['seru'],[]
['lewat'],[]
['bagjs'],[]
['anja'],[]
"['cukup', 'bagus']","[('cukup', 'bagus')]"
['keren'],[]
"['appgreatnya', 'ambil', 'mehapus', 'aplikasi']","[('appgreatnya', 'ambil'), ('ambil', 'mehapus'), ('mehapus', 'aplikasi')]"
['mood'],[]
['bagus'],[]
['fomo'],[]
['bagus'],[]
"['tolong', 'developer', 'pasti', 'isi', 'sendiri', 'skin', 'hd', 'otomatis']","[('tolong', 'developer'), ('developer', 'pasti'), ('pasti', 'isi'), ('isi', 'sendiri'), ('sendiri', 'skin'), ('skin', 'hd'), ('hd', 'otomatis')]"
"['tolong', 'masuk', 'fatih', 'offline', 'kapan', 'nyata', 'belum', 'kecewa', 'kapan', 'begitu', 'baru', 'masuk', 'offline', 'bohong']","[('tolong', 'masuk'), ('masuk', 'fatih'), ('fatih', 'offline'), ('offline', 'kapan'), ('kapan', 'nyata'), ('nyata', 'belum'), ('belum', 'kecewa'), ('kecewa', 'kapan'), ('kapan', 'begitu'), ('begitu', 'baru'), ('baru', 'masuk'), ('masuk', 'offline'), ('offline', 'bohong')]"
"['pantas', 'gamer']","[('pantas', 'gamer')]"
"['akun', 'utama', 'log', 'facebook', 'skrang', 'log', 'facebook', 'tolong', 'rusak', 'baru', 'naik', 'bintang', 'nanti']","[('akun', 'utama'), ('utama', 'log'), ('log', 'facebook'), ('facebook', 'skrang'), ('skrang', 'log'), ('log', 'facebook'), ('facebook', 'tolong'), ('tolong', 'rusak'), ('rusak', 'baru'), ('baru', 'naik'), ('naik', 'bintang'), ('bintang', 'nanti')]"
['awertyuiopas'],[]
['coba'],[]
"['tolong', 'benar', 'masa', 'diamon', 'buta', 'buta', 'buta', 'land', 'naik', 'ngestack', 'dm', 'pasti', 'kalah', 'berapa', 'report', 'tetap', 'ayo', 'tolong', 'kompak', 'gitu', 'jangan', 'buta', 'buta', 'land']","[('tolong', 'benar'), ('benar', 'masa'), ('masa', 'diamon'), ('diamon', 'buta'), ('buta', 'buta'), ('buta', 'buta'), ('buta', 'land'), ('land', 'naik'), ('naik', 'ngestack'), ('ngestack', 'dm'), ('dm', 'pasti'), ('pasti', 'kalah'), ('kalah', 'berapa'), ('berapa', 'report'), ('report', 'tetap'), ('tetap', 'ayo'), ('ayo', 'tolong'), ('tolong', 'kompak'), ('kompak', 'gitu'), ('gitu', 'jangan'), ('jangan', 'buta'), ('buta', 'buta'), ('buta', 'land')]"
"['bagus', 'pasti', 'updatenya', 'banyak', 'skin', 'baru', 'beri', 'bintang', 'gravitasi', 'bagus', 'karakter', 'bagus', 'suka', 'sekian', 'jelas', 'informasi', 'terimakasih', 'sudah', 'datang', 'dengar', 'king', 'terimakasih', 'sudah', 'banyak', 'skin', 'baru', 'skin', 'gratis', 'terimakasih', 'semua', 'assalamualaikum']","[('bagus', 'pasti'), ('pasti', 'updatenya'), ('updatenya', 'banyak'), ('banyak', 'skin'), ('skin', 'baru'), ('baru', 'beri'), ('beri', 'bintang'), ('bintang', 'gravitasi'), ('gravitasi', 'bagus'), ('bagus', 'karakter'), ('karakter', 'bagus'), ('bagus', 'suka'), ('suka', 'sekian'), ('sekian', 'jelas'), ('jelas', 'informasi'), ('informasi', 'terimakasih'), ('terimakasih', 'sudah'), ('sudah', 'datang'), ('datang', 'dengar'), ('dengar', 'king'), ('king', 'terimakasih'), ('terimakasih', 'sudah'), ('sudah', 'banyak'), ('banyak', 'skin'), ('skin', 'baru'), ('baru', 'skin'), ('skin', 'gratis'), ('gratis', 'terimakasih'), ('terimakasih', 'semua'), ('semua', 'assalamualaikum')]"
"['gelap', 'matching', 'ranked', 'lihat', 'level', 'bawah', 'bareng', 'ranked', 'level', 'master', 'playernya', 'rata', 'rata', 'hancur', 'beranta', 'sistematis', 'baru']","[('gelap', 'matching'), ('matching', 'ranked'), ('ranked', 'lihat'), ('lihat', 'level'), ('level', 'bawah'), ('bawah', 'bareng'), ('bareng', 'ranked'), ('ranked', 'level'), ('level', 'master'), ('master', 'playernya'), ('playernya', 'rata'), ('rata', 'rata'), ('rata', 'hancur'), ('hancur', 'beranta'), ('beranta', 'sistematis'), ('sistematis', 'baru')]"
['bgus'],[]
"['kenapa', 'update', 'ngga']","[('kenapa', 'update'), ('update', 'ngga')]"
"['bagus', 'kurang']","[('bagus', 'kurang')]"
[],[]
"['bagus', 'banget', 'suka', 'walaupun', 'butuh', 'memori', 'banyak', 'gp', 'bayar', 'bagus']","[('bagus', 'banget'), ('banget', 'suka'), ('suka', 'walaupun'), ('walaupun', 'butuh'), ('butuh', 'memori'), ('memori', 'banyak'), ('banyak', 'gp'), ('gp', 'bayar'), ('bayar', 'bagus')]"
"['gaem', 'seru', 'bahkan', 'viktori']","[('gaem', 'seru'), ('seru', 'bahkan'), ('bahkan', 'viktori')]"
"['lebih', 'bagus', 'auto', 'hapus']","[('lebih', 'bagus'), ('bagus', 'auto'), ('auto', 'hapus')]"
"['jujur', 'kecewa', 'buruk', 'sampai', 'hampir', 'tujuh', 'gb', 'blm', 'semua', 'grafikny', 'lumayan', 'bgus', 'beda', 'beda', 'rate', 'segitu', 'keren', 'keren', 'bnyk', 'skill', 'keren', 'cuma', 'boros']","[('jujur', 'kecewa'), ('kecewa', 'buruk'), ('buruk', 'sampai'), ('sampai', 'hampir'), ('hampir', 'tujuh'), ('tujuh', 'gb'), ('gb', 'blm'), ('blm', 'semua'), ('semua', 'grafikny'), ('grafikny', 'lumayan'), ('lumayan', 'bgus'), ('bgus', 'beda'), ('beda', 'beda'), ('beda', 'rate'), ('rate', 'segitu'), ('segitu', 'keren'), ('keren', 'keren'), ('keren', 'bnyk'), ('bnyk', 'skill'), ('skill', 'keren'), ('keren', 'cuma'), ('cuma', 'boros')]"
['bagus'],[]
"['keysha', 'arum', 'rinjani']","[('keysha', 'arum'), ('arum', 'rinjani')]"
"['mending', 'walau', 'banyak', 'gelap', 'lebih', 'seru', 'skin', 'bagus', 'grafik', 'bagus', 'hbis', 'update', 'tambah', 'lag', 'kalu', 'hampir', 'parah']","[('mending', 'walau'), ('walau', 'banyak'), ('banyak', 'gelap'), ('gelap', 'lebih'), ('lebih', 'seru'), ('seru', 'skin'), ('skin', 'bagus'), ('bagus', 'grafik'), ('grafik', 'bagus'), ('bagus', 'hbis'), ('hbis', 'update'), ('update', 'tambah'), ('tambah', 'lag'), ('lag', 'kalu'), ('kalu', 'hampir'), ('hampir', 'parah')]"
"['seru', 'banget', 'ivent', 'tarik', 'semuaa', 'pelit', 'pelit', 'nyepin', 'hoki', 'recomended', 'banget', 'love', 'youu']","[('seru', 'banget'), ('banget', 'ivent'), ('ivent', 'tarik'), ('tarik', 'semuaa'), ('semuaa', 'pelit'), ('pelit', 'pelit'), ('pelit', 'nyepin'), ('nyepin', 'hoki'), ('hoki', 'recomended'), ('recomended', 'banget'), ('banget', 'love'), ('love', 'youu')]"
['good'],[]
"['no', 'coment']","[('no', 'coment')]"
['seru'],[]
"['habis', 'update', 'masuk', 'sudah', 'tunggu', 'lama', 'mas', 'tetap', 'masuk', 'sudah', 'bagus']","[('habis', 'update'), ('update', 'masuk'), ('masuk', 'sudah'), ('sudah', 'tunggu'), ('tunggu', 'lama'), ('lama', 'mas'), ('mas', 'tetap'), ('tetap', 'masuk'), ('masuk', 'sudah'), ('sudah', 'bagus')]"
"['menu', 'report', 'makin', 'buruk', 'deteksi', 'ai', 'pajang']","[('menu', 'report'), ('report', 'makin'), ('makin', 'buruk'), ('buruk', 'deteksi'), ('deteksi', 'ai'), ('ai', 'pajang')]"
"['lebih', 'sempurna', 'emel']","[('lebih', 'sempurna'), ('sempurna', 'emel')]"
