stopwords_removed,bigrams_hok
"['selamat', 'siangsore', 'kembang', 'king', 'suka', 'uni', 'beda', 'jelas', 'namun', 'alami', 'masalah', 'sinyal', 'lag', 'medan', 'tempur', 'harap', 'kembang', 'baik', 'masalah', 'alam', 'lebih', 'lancar', 'senang', 'tolong', 'tetap', 'tahan', 'uni', 'jangan', 'ikut', 'lain', 'milik', 'kurang', 'terimakasih', 'atas', 'perhati', 'kerja', 'keras']","[('selamat', 'siangsore'), ('siangsore', 'kembang'), ('kembang', 'king'), ('king', 'suka'), ('suka', 'uni'), ('uni', 'beda'), ('beda', 'jelas'), ('jelas', 'namun'), ('namun', 'alami'), ('alami', 'masalah'), ('masalah', 'sinyal'), ('sinyal', 'lag'), ('lag', 'medan'), ('medan', 'tempur'), ('tempur', 'harap'), ('harap', 'kembang'), ('kembang', 'baik'), ('baik', 'masalah'), ('masalah', 'alam'), ('alam', 'lebih'), ('lebih', 'lancar'), ('lancar', 'senang'), ('senang', 'tolong'), ('tolong', 'tetap'), ('tetap', 'tahan'), ('tahan', 'uni'), ('uni', 'jangan'), ('jangan', 'ikut'), ('ikut', 'lain'), ('lain', 'milik'), ('milik', 'kurang'), ('kurang', 'terimakasih'), ('terimakasih', 'atas'), ('atas', 'perhati'), ('perhati', 'kerja'), ('kerja', 'keras')]"
"['bagus', 'koneksi', 'internetnya', 'lancar', 'fps', 'turun', 'drastis', 'wifi', 'tetap', 'fpsnya', 'turun', 'sampai', 'turunin', 'grafis', 'grafis', 'dijadiin', 'standar', 'tetap', 'fps', 'ubah', 'kadang', 'keluar', 'baru', 'masuk', 'loading', 'dadak', 'keluar', 'tolong', 'developer', 'baik', 'bagi', 'fps', 'bug', 'keluar', 'bagi', 'loading', 'suka', 'dadak', 'keluar', 'sendiri']","[('bagus', 'koneksi'), ('koneksi', 'internetnya'), ('internetnya', 'lancar'), ('lancar', 'fps'), ('fps', 'turun'), ('turun', 'drastis'), ('drastis', 'wifi'), ('wifi', 'tetap'), ('tetap', 'fpsnya'), ('fpsnya', 'turun'), ('turun', 'sampai'), ('sampai', 'turunin'), ('turunin', 'grafis'), ('grafis', 'grafis'), ('grafis', 'dijadiin'), ('dijadiin', 'standar'), ('standar', 'tetap'), ('tetap', 'fps'), ('fps', 'ubah'), ('ubah', 'kadang'), ('kadang', 'keluar'), ('keluar', 'baru'), ('baru', 'masuk'), ('masuk', 'loading'), ('loading', 'dadak'), ('dadak', 'keluar'), ('keluar', 'tolong'), ('tolong', 'developer'), ('developer', 'baik'), ('baik', 'bagi'), ('bagi', 'fps'), ('fps', 'bug'), ('bug', 'keluar'), ('keluar', 'bagi'), ('bagi', 'loading'), ('loading', 'suka'), ('suka', 'dadak'), ('dadak', 'keluar'), ('keluar', 'sendiri')]"
"['sudah', 'bagus', 'banget', 'segi', 'grafik', 'and', 'sudah', 'oke', 'banget', 'update', 'size', 'naek', 'sudah', 'sudah', 'gb', 'lama', 'lama', 'size', 'sudah', 'genshin']","[('sudah', 'bagus'), ('bagus', 'banget'), ('banget', 'segi'), ('segi', 'grafik'), ('grafik', 'and'), ('and', 'sudah'), ('sudah', 'oke'), ('oke', 'banget'), ('banget', 'update'), ('update', 'size'), ('size', 'naek'), ('naek', 'sudah'), ('sudah', 'sudah'), ('sudah', 'gb'), ('gb', 'lama'), ('lama', 'lama'), ('lama', 'size'), ('size', 'sudah'), ('sudah', 'genshin')]"
['gamebabi'],[]
['tagih'],[]
"['bguz', 'bngt']","[('bguz', 'bngt')]"
"['suka', 'top', 'up', 'indomaret', 'alfamart', 'sedia', 'sebut', 'biasa', 'top', 'up', 'selalu', 'situ', 'tambakan', 'biar', 'top', 'up', 'indomaret', 'alfamart']","[('suka', 'top'), ('top', 'up'), ('up', 'indomaret'), ('indomaret', 'alfamart'), ('alfamart', 'sedia'), ('sedia', 'sebut'), ('sebut', 'biasa'), ('biasa', 'top'), ('top', 'up'), ('up', 'selalu'), ('selalu', 'situ'), ('situ', 'tambakan'), ('tambakan', 'biar'), ('biar', 'top'), ('top', 'up'), ('up', 'indomaret'), ('indomaret', 'alfamart')]"
['jelrk'],[]
"['engga', 'masuk', 'lancar', 'lag', 'engga', 'pencet', 'masuk']","[('engga', 'masuk'), ('masuk', 'lancar'), ('lancar', 'lag'), ('lag', 'engga'), ('engga', 'pencet'), ('pencet', 'masuk')]"
"['lag', 'akhir', 'kalah', 'tolong', 'baik', 'makin', 'mkin', 'gede', 'uda', 'update', 'baharu']","[('lag', 'akhir'), ('akhir', 'kalah'), ('kalah', 'tolong'), ('tolong', 'baik'), ('baik', 'makin'), ('makin', 'mkin'), ('mkin', 'gede'), ('gede', 'uda'), ('uda', 'update'), ('update', 'baharu')]"
"['berirating', 'aplikasi']","[('berirating', 'aplikasi')]"
"['bagus', 'duka', 'banget', 'kin']","[('bagus', 'duka'), ('duka', 'banget'), ('banget', 'kin')]"
"['ying', 'makin', 'suka', 'dia']","[('ying', 'makin'), ('makin', 'suka'), ('suka', 'dia')]"
"['bagi', 'cocok', 'hpnya', 'super', 'lag', 'pasti', 'gampang', 'kalah']","[('bagi', 'cocok'), ('cocok', 'hpnya'), ('hpnya', 'super'), ('super', 'lag'), ('lag', 'pasti'), ('pasti', 'gampang'), ('gampang', 'kalah')]"
"['suka', 'sesuai', 'inspirasi']","[('suka', 'sesuai'), ('sesuai', 'inspirasi')]"
['baik'],[]
"['mantap', 'banget', 'dh']","[('mantap', 'banget'), ('banget', 'dh')]"
"['bagus', 'baru', 'pertama', 'mainin', 'bingung', 'sendiri', 'tagih']","[('bagus', 'baru'), ('baru', 'pertama'), ('pertama', 'mainin'), ('mainin', 'bingung'), ('bingung', 'sendiri'), ('sendiri', 'tagih')]"
"['ngajak', 'teman', 'mabar']","[('ngajak', 'teman'), ('teman', 'mabar')]"
"['kereen', 'abngku', 'agak', 'lag', 'sedikit', 'kentang']","[('kereen', 'abngku'), ('abngku', 'agak'), ('agak', 'lag'), ('lag', 'sedikit'), ('sedikit', 'kentang')]"
['lumayan'],[]
['good'],[]
['bagus'],[]
"['bagus', 'masa', 'versi', 'baru', 'masa', 'donwlod', 'ngabisin', 'paket', 'iya', 'ngisi', 'banyak', 'sedikit', 'boros', 'suka', 'klok', 'enak', 'klok', 'ad', 'versi', 'baru', 'jangan', 'suru', 'danwlod', 'napa', 'capek', 'soalnyatpi', 'tetap', 'bagus', 'tetap', 'suka', 'terimakasih', 'ulas', 'terimakasih', 'bgi', 'sudah']","[('bagus', 'masa'), ('masa', 'versi'), ('versi', 'baru'), ('baru', 'masa'), ('masa', 'donwlod'), ('donwlod', 'ngabisin'), ('ngabisin', 'paket'), ('paket', 'iya'), ('iya', 'ngisi'), ('ngisi', 'banyak'), ('banyak', 'sedikit'), ('sedikit', 'boros'), ('boros', 'suka'), ('suka', 'klok'), ('klok', 'enak'), ('enak', 'klok'), ('klok', 'ad'), ('ad', 'versi'), ('versi', 'baru'), ('baru', 'jangan'), ('jangan', 'suru'), ('suru', 'danwlod'), ('danwlod', 'napa'), ('napa', 'capek'), ('capek', 'soalnyatpi'), ('soalnyatpi', 'tetap'), ('tetap', 'bagus'), ('bagus', 'tetap'), ('tetap', 'suka'), ('suka', 'terimakasih'), ('terimakasih', 'ulas'), ('ulas', 'terimakasih'), ('terimakasih', 'bgi'), ('bgi', 'sudah')]"
"['lebih', 'suka', 'licin', 'lai']","[('lebih', 'suka'), ('suka', 'licin'), ('licin', 'lai')]"
"['rusak', 'anak']","[('rusak', 'anak')]"
"['personal', 'sedikit', 'saran', 'mungkin', 'acara', 'event', 'kbnykn', 'prizepool', 'kurang', 'guna', 'suka', 'bagaimana', 'ikut', 'event', 'selalu', 'update', 'quest', 'tanpa', 'selesai', 'quest', 'event', 'jujur', 'baru', 'minggu', 'lalu', 'mungkin', 'senang', 'event', 'quest', 'semua', 'selesai', 'semua', 'prizepool', 'peretel', 'kurang', 'guna', 'terimakasih']","[('personal', 'sedikit'), ('sedikit', 'saran'), ('saran', 'mungkin'), ('mungkin', 'acara'), ('acara', 'event'), ('event', 'kbnykn'), ('kbnykn', 'prizepool'), ('prizepool', 'kurang'), ('kurang', 'guna'), ('guna', 'suka'), ('suka', 'bagaimana'), ('bagaimana', 'ikut'), ('ikut', 'event'), ('event', 'selalu'), ('selalu', 'update'), ('update', 'quest'), ('quest', 'tanpa'), ('tanpa', 'selesai'), ('selesai', 'quest'), ('quest', 'event'), ('event', 'jujur'), ('jujur', 'baru'), ('baru', 'minggu'), ('minggu', 'lalu'), ('lalu', 'mungkin'), ('mungkin', 'senang'), ('senang', 'event'), ('event', 'quest'), ('quest', 'semua'), ('semua', 'selesai'), ('selesai', 'semua'), ('semua', 'prizepool'), ('prizepool', 'peretel'), ('peretel', 'kurang'), ('kurang', 'guna'), ('guna', 'terimakasih')]"
"['makin', 'update', 'bukan', 'tambah', 'smoot', 'tambah', 'parah', 'makin', 'lambat', 'lag', 'parah', 'update', 'tinggal', 'berapa', 'minta', 'update', 'ulang', 'resah', 'dak', 'buang']","[('makin', 'update'), ('update', 'bukan'), ('bukan', 'tambah'), ('tambah', 'smoot'), ('smoot', 'tambah'), ('tambah', 'parah'), ('parah', 'makin'), ('makin', 'lambat'), ('lambat', 'lag'), ('lag', 'parah'), ('parah', 'update'), ('update', 'tinggal'), ('tinggal', 'berapa'), ('berapa', 'minta'), ('minta', 'update'), ('update', 'ulang'), ('ulang', 'resah'), ('resah', 'dak'), ('dak', 'buang')]"
"['lag', 'banget']","[('lag', 'banget')]"
"['mudah', 'mudah', 'paham', 'ringan']","[('mudah', 'mudah'), ('mudah', 'paham'), ('paham', 'ringan')]"
"['masuk', 'akun', 'utama', 'banyak', 'skin', 'efek', 'recall', 'voice', 'actor', 'hilang', 'susah', 'payah', 'event', 'mohon', 'bantu', 'hal']","[('masuk', 'akun'), ('akun', 'utama'), ('utama', 'banyak'), ('banyak', 'skin'), ('skin', 'efek'), ('efek', 'recall'), ('recall', 'voice'), ('voice', 'actor'), ('actor', 'hilang'), ('hilang', 'susah'), ('susah', 'payah'), ('payah', 'event'), ('event', 'mohon'), ('mohon', 'bantu'), ('bantu', 'hal')]"
"['belum', 'pernah', 'bagus']","[('belum', 'pernah'), ('pernah', 'bagus')]"
['keren'],[]
"['bagus', 'animasi', 'terlalu', 'berat', 'lag', 'parah']","[('bagus', 'animasi'), ('animasi', 'terlalu'), ('terlalu', 'berat'), ('berat', 'lag'), ('lag', 'parah')]"
"['banyak', 'gelap', 'lebih', 'parah', 'kabur', 'musuh', 'butut']","[('banyak', 'gelap'), ('gelap', 'lebih'), ('lebih', 'parah'), ('parah', 'kabur'), ('kabur', 'musuh'), ('musuh', 'butut')]"
"['banyak', 'keluar', 'skin', 'long', 'pelit', 'amat']","[('banyak', 'keluar'), ('keluar', 'skin'), ('skin', 'long'), ('long', 'pelit'), ('pelit', 'amat')]"
"['tiru', 'pantas', 'haru', 'play', 'store', 'hapus', 'dunia', 'kreatif']","[('tiru', 'pantas'), ('pantas', 'haru'), ('haru', 'play'), ('play', 'store'), ('store', 'hapus'), ('hapus', 'dunia'), ('dunia', 'kreatif')]"
"['fps', 'drop', 'sampai', 'fps', 'minimal']","[('fps', 'drop'), ('drop', 'sampai'), ('sampai', 'fps'), ('fps', 'minimal')]"
"['minimal', 'rekomendasi', 'latih', 'guna', 'skinnya', 'buka', 'semua', 'biar', 'makin', 'semangat', 'latih', 'laku', 'practice', 'latih']","[('minimal', 'rekomendasi'), ('rekomendasi', 'latih'), ('latih', 'guna'), ('guna', 'skinnya'), ('skinnya', 'buka'), ('buka', 'semua'), ('semua', 'biar'), ('biar', 'makin'), ('makin', 'semangat'), ('semangat', 'latih'), ('latih', 'laku'), ('laku', 'practice'), ('practice', 'latih')]"
"['update', 'ko', 'nurun', 'tadi', 'master', 'turun', 'diamon', 'gi', 'mana']","[('update', 'ko'), ('ko', 'nurun'), ('nurun', 'tadi'), ('tadi', 'master'), ('master', 'turun'), ('turun', 'diamon'), ('diamon', 'gi'), ('gi', 'mana')]"
"['tolong', 'baik', 'masalah', 'bagus', 'lag', 'anehh', 'ampe', 'merah', 'pingnya', 'full', 'kadang', 'paksa', 'afk', 'parah', 'banget', 'lagnya', 'buka', 'apk', 'lain', 'lancar', 'jaya', 'lag', 'masalah', 'pernah', 'diperhatiin', 'males']","[('tolong', 'baik'), ('baik', 'masalah'), ('masalah', 'bagus'), ('bagus', 'lag'), ('lag', 'anehh'), ('anehh', 'ampe'), ('ampe', 'merah'), ('merah', 'pingnya'), ('pingnya', 'full'), ('full', 'kadang'), ('kadang', 'paksa'), ('paksa', 'afk'), ('afk', 'parah'), ('parah', 'banget'), ('banget', 'lagnya'), ('lagnya', 'buka'), ('buka', 'apk'), ('apk', 'lain'), ('lain', 'lancar'), ('lancar', 'jaya'), ('jaya', 'lag'), ('lag', 'masalah'), ('masalah', 'pernah'), ('pernah', 'diperhatiin'), ('diperhatiin', 'males')]"
['bagus'],[]
"['coba', 'collab', 'anime', 'lain', 'fairy', 'tail', 'demon', 'slayer', 'dragonball', 'jangan', 'ngikutin', 'legends', 'bb', 'cari', 'anime', 'belum', 'collab', 'dgn']","[('coba', 'collab'), ('collab', 'anime'), ('anime', 'lain'), ('lain', 'fairy'), ('fairy', 'tail'), ('tail', 'demon'), ('demon', 'slayer'), ('slayer', 'dragonball'), ('dragonball', 'jangan'), ('jangan', 'ngikutin'), ('ngikutin', 'legends'), ('legends', 'bb'), ('bb', 'cari'), ('cari', 'anime'), ('anime', 'belum'), ('belum', 'collab'), ('collab', 'dgn')]"
"['masalah', 'buka', 'event', 'cukup', 'menggangu', 'alam', 'namun', 'overall', 'cukup', 'baik']","[('masalah', 'buka'), ('buka', 'event'), ('event', 'cukup'), ('cukup', 'menggangu'), ('menggangu', 'alam'), ('alam', 'namun'), ('namun', 'overall'), ('overall', 'cukup'), ('cukup', 'baik')]"
"['niru', 'niru', 'wadidaw']","[('niru', 'niru'), ('niru', 'wadidaw')]"
"['grok', 'ramli', 'like', 'you', 'semua', 'tean', 'dia', 'hemat', 'bagus']","[('grok', 'ramli'), ('ramli', 'like'), ('like', 'you'), ('you', 'semua'), ('semua', 'tean'), ('tean', 'dia'), ('dia', 'hemat'), ('hemat', 'bagus')]"
"['kenapa', 'sandi', 'benar']","[('kenapa', 'sandi'), ('sandi', 'benar')]"
"['kaku', 'banget', 'bagus', 'percuma']","[('kaku', 'banget'), ('banget', 'bagus'), ('bagus', 'percuma')]"
"['wajar', 'sepi', 'bagi', 'jls', 'kdng', 'musuh', 'kuat', 'sedangkn', 'komputer', 'ap', 'klh']","[('wajar', 'sepi'), ('sepi', 'bagi'), ('bagi', 'jls'), ('jls', 'kdng'), ('kdng', 'musuh'), ('musuh', 'kuat'), ('kuat', 'sedangkn'), ('sedangkn', 'komputer'), ('komputer', 'ap'), ('ap', 'klh')]"
"['taik', 'lh', 'king', 'hampir', 'bagus', 'tolong', 'lh', 'mana', 'maju', 'keluh', 'para', 'tanggap']","[('taik', 'lh'), ('lh', 'king'), ('king', 'hampir'), ('hampir', 'bagus'), ('bagus', 'tolong'), ('tolong', 'lh'), ('lh', 'mana'), ('mana', 'maju'), ('maju', 'keluh'), ('keluh', 'para'), ('para', 'tanggap')]"
"['nyoba', 'nyoba', 'baru', 'loading', 'hasil', 'tanding', 'bagus', 'banget', 'grafik', 'ultra', 'anti', 'lag', 'sayang', 'banget', 'minat', 'kurang', 'baru', 'skin', 'jujutsu']","[('nyoba', 'nyoba'), ('nyoba', 'baru'), ('baru', 'loading'), ('loading', 'hasil'), ('hasil', 'tanding'), ('tanding', 'bagus'), ('bagus', 'banget'), ('banget', 'grafik'), ('grafik', 'ultra'), ('ultra', 'anti'), ('anti', 'lag'), ('lag', 'sayang'), ('sayang', 'banget'), ('banget', 'minat'), ('minat', 'kurang'), ('kurang', 'baru'), ('baru', 'skin'), ('skin', 'jujutsu')]"
"['gaperlu', 'jelasin', 'seru', 'banget']","[('gaperlu', 'jelasin'), ('jelasin', 'seru'), ('seru', 'banget')]"
"['useless', 'uninstall']","[('useless', 'uninstall')]"
"['moga', 'update', 'mendownload', 'butuh', 'size', 'king', 'lebih', 'ringan', 'bawah', 'gb']","[('moga', 'update'), ('update', 'mendownload'), ('mendownload', 'butuh'), ('butuh', 'size'), ('size', 'king'), ('king', 'lebih'), ('lebih', 'ringan'), ('ringan', 'bawah'), ('bawah', 'gb')]"
"['bagus', 'banget', 'ktm', 'musuh', 'akun', 'smurfs']","[('bagus', 'banget'), ('banget', 'ktm'), ('ktm', 'musuh'), ('musuh', 'akun'), ('akun', 'smurfs')]"
"['seru', 'banget', 'lho', 'banyak', 'cinta']","[('seru', 'banget'), ('banget', 'lho'), ('lho', 'banyak'), ('banyak', 'cinta')]"
"['this', 'good', 'but', 'too', 'late', 'come', 'global', 'really', 'hope', 'community', 'become', 'bigger', 'bcs', 'also', 'enjoy', 'content', 'but', 'm', 'bit', 'unsure']","[('this', 'good'), ('good', 'but'), ('but', 'too'), ('too', 'late'), ('late', 'come'), ('come', 'global'), ('global', 'really'), ('really', 'hope'), ('hope', 'community'), ('community', 'become'), ('become', 'bigger'), ('bigger', 'bcs'), ('bcs', 'also'), ('also', 'enjoy'), ('enjoy', 'content'), ('content', 'but'), ('but', 'm'), ('m', 'bit'), ('bit', 'unsure')]"
"['buruk', 'efek', 'slow']","[('buruk', 'efek'), ('efek', 'slow')]"
['bagus'],[]
"['musuh', 'full', 'bot', 'makin', 'makin', 'lucu', 'bang', 'beri', 'bot', 'dua', 'jangan', 'satu']","[('musuh', 'full'), ('full', 'bot'), ('bot', 'makin'), ('makin', 'makin'), ('makin', 'lucu'), ('lucu', 'bang'), ('bang', 'beri'), ('beri', 'bot'), ('bot', 'dua'), ('dua', 'jangan'), ('jangan', 'satu')]"
['bagus'],[]
"['gax', 'ngotak', 'minimal', 'ngalirnya', 'kuota', 'mbs', 'jirr', 'mah', 'niat', 'banget', 'ngehabisin', 'dwit']","[('gax', 'ngotak'), ('ngotak', 'minimal'), ('minimal', 'ngalirnya'), ('ngalirnya', 'kuota'), ('kuota', 'mbs'), ('mbs', 'jirr'), ('jirr', 'mah'), ('mah', 'niat'), ('niat', 'banget'), ('banget', 'ngehabisin'), ('ngehabisin', 'dwit')]"
"['tolong', 'baik', 'suka', 'ngebug', 'tahap', 'menginstal', 'lama', 'tampil', 'skin', 'hd', 'hampir', 'tengah', 'nunggu', 'satu', 'kelar', 'kelar']","[('tolong', 'baik'), ('baik', 'suka'), ('suka', 'ngebug'), ('ngebug', 'tahap'), ('tahap', 'menginstal'), ('menginstal', 'lama'), ('lama', 'tampil'), ('tampil', 'skin'), ('skin', 'hd'), ('hd', 'hampir'), ('hampir', 'tengah'), ('tengah', 'nunggu'), ('nunggu', 'satu'), ('satu', 'kelar'), ('kelar', 'kelar')]"
"['kpd', 'developer', 'masalah', 'suara', 'audio', 'siar', 'musik', 'backsoundnya', 'putusputus', 'jelas', 'dengung', 'gaung', 'akun', 'dihack', 'sandi', 'dipakaisungguh', 'jengkel']","[('kpd', 'developer'), ('developer', 'masalah'), ('masalah', 'suara'), ('suara', 'audio'), ('audio', 'siar'), ('siar', 'musik'), ('musik', 'backsoundnya'), ('backsoundnya', 'putusputus'), ('putusputus', 'jelas'), ('jelas', 'dengung'), ('dengung', 'gaung'), ('gaung', 'akun'), ('akun', 'dihack'), ('dihack', 'sandi'), ('sandi', 'dipakaisungguh'), ('dipakaisungguh', 'jengkel')]"
"['dana', 'firman', 'maulana']","[('dana', 'firman'), ('firman', 'maulana')]"
"['busuk', 'gelap', 'lawan', 'mabar', 'adil', 'cari', 'lawan', 'kawan', 'smntara', 'b', 'season', 'lanjut', 'sudah', 'benar', 'rating']","[('busuk', 'gelap'), ('gelap', 'lawan'), ('lawan', 'mabar'), ('mabar', 'adil'), ('adil', 'cari'), ('cari', 'lawan'), ('lawan', 'kawan'), ('kawan', 'smntara'), ('smntara', 'b'), ('b', 'season'), ('season', 'lanjut'), ('lanjut', 'sudah'), ('sudah', 'benar'), ('benar', 'rating')]"
['bagus'],[]
"['not', 'balanced', 'too', 'much', 'overlap']","[('not', 'balanced'), ('balanced', 'too'), ('too', 'much'), ('much', 'overlap')]"
"['oke', 'sportif', 'adil', 'tanggung', 'jwb']","[('oke', 'sportif'), ('sportif', 'adil'), ('adil', 'tanggung'), ('tanggung', 'jwb')]"
['kerenn'],[]
"['kenapa', 'naik', 'level', 'pasti', 'lema', 'hapus', 'sampah']","[('kenapa', 'naik'), ('naik', 'level'), ('level', 'pasti'), ('pasti', 'lema'), ('lema', 'hapus'), ('hapus', 'sampah')]"
"['bagus', 'kyk', 'moga', 'makin']","[('bagus', 'kyk'), ('kyk', 'moga'), ('moga', 'makin')]"
"['iya', 'skin', 'gratis', 'lebih', 'enak', 'gitu', 'tooll']","[('iya', 'skin'), ('skin', 'gratis'), ('gratis', 'lebih'), ('lebih', 'enak'), ('enak', 'gitu'), ('gitu', 'tooll')]"
['lumayan'],[]
"['kecewa', 'akun', 'hilang', 'gmail', 'lupa', 'password', 'verifikasi', 'langkah', 'sedang', 'rusak', 'mati', 'total', 'coba', 'pulih', 'akun', 'tolak', 'asih', 'bukti', 'mampu', 'nomor', 'telepon', 'gmail', 'kenapa', 'log', 'gmail', 'akun', 'sayang', 'hilang', 'begitu', 'sampah', 'suka', 'kecewa']","[('kecewa', 'akun'), ('akun', 'hilang'), ('hilang', 'gmail'), ('gmail', 'lupa'), ('lupa', 'password'), ('password', 'verifikasi'), ('verifikasi', 'langkah'), ('langkah', 'sedang'), ('sedang', 'rusak'), ('rusak', 'mati'), ('mati', 'total'), ('total', 'coba'), ('coba', 'pulih'), ('pulih', 'akun'), ('akun', 'tolak'), ('tolak', 'asih'), ('asih', 'bukti'), ('bukti', 'mampu'), ('mampu', 'nomor'), ('nomor', 'telepon'), ('telepon', 'gmail'), ('gmail', 'kenapa'), ('kenapa', 'log'), ('log', 'gmail'), ('gmail', 'akun'), ('akun', 'sayang'), ('sayang', 'hilang'), ('hilang', 'begitu'), ('begitu', 'sampah'), ('sampah', 'suka'), ('suka', 'kecewa')]"
"['bagus', 'plagiat']","[('bagus', 'plagiat')]"
['mantap'],[]
[],[]
"['semua', 'bagus', 'baik', 'featured', 'unique', 'thing', 'etc', 'namun', 'mohon', 'filenya', 'pisah', 'kompetitor', 'filenya', 'update', 'pisah', 'didownload', 'belum', 'rilis', 'ganggu', 'tibatiba', 'ganggu', 'tunggu', 'patch', 'baru', 'lama', 'periksa', 'sumber', 'daya', 'harap', 'patch', 'baru', 'belum', 'rilis', 'kga', 'tunggu']","[('semua', 'bagus'), ('bagus', 'baik'), ('baik', 'featured'), ('featured', 'unique'), ('unique', 'thing'), ('thing', 'etc'), ('etc', 'namun'), ('namun', 'mohon'), ('mohon', 'filenya'), ('filenya', 'pisah'), ('pisah', 'kompetitor'), ('kompetitor', 'filenya'), ('filenya', 'update'), ('update', 'pisah'), ('pisah', 'didownload'), ('didownload', 'belum'), ('belum', 'rilis'), ('rilis', 'ganggu'), ('ganggu', 'tibatiba'), ('tibatiba', 'ganggu'), ('ganggu', 'tunggu'), ('tunggu', 'patch'), ('patch', 'baru'), ('baru', 'lama'), ('lama', 'periksa'), ('periksa', 'sumber'), ('sumber', 'daya'), ('daya', 'harap'), ('harap', 'patch'), ('patch', 'baru'), ('baru', 'belum'), ('belum', 'rilis'), ('rilis', 'kga'), ('kga', 'tunggu')]"
"['loadingnya', 'lama', 'banget']","[('loadingnya', 'lama'), ('lama', 'banget')]"
"['bagus', 'matan', 'voic', 'busuk']","[('bagus', 'matan'), ('matan', 'voic'), ('voic', 'busuk')]"
['bagus'],[]
"['anjing', 'banyak', 'update', 'tolol', 'lama', 'kyk']","[('anjing', 'banyak'), ('banyak', 'update'), ('update', 'tolol'), ('tolol', 'lama'), ('lama', 'kyk')]"
['ayik'],[]
"['lebih', 'seru']","[('lebih', 'seru')]"
"['masalah', 'belum', 'sudah', 'selesai', 'masalahbug', 'baru', 'satu', 'suruh', 'ulang', 'cek', 'info', 'aplikasi', 'ukur', 'semua', 'gb', 'full', 'suruh']","[('masalah', 'belum'), ('belum', 'sudah'), ('sudah', 'selesai'), ('selesai', 'masalahbug'), ('masalahbug', 'baru'), ('baru', 'satu'), ('satu', 'suruh'), ('suruh', 'ulang'), ('ulang', 'cek'), ('cek', 'info'), ('info', 'aplikasi'), ('aplikasi', 'ukur'), ('ukur', 'semua'), ('semua', 'gb'), ('gb', 'full'), ('full', 'suruh')]"
"['fomo', 'bukan', 'seru', 'lebih', 'bagus']","[('fomo', 'bukan'), ('bukan', 'seru'), ('seru', 'lebih'), ('lebih', 'bagus')]"
"['aga', 'lol', 'pindah', 'hahaha', 'enyah', 'lo']","[('aga', 'lol'), ('lol', 'pindah'), ('pindah', 'hahaha'), ('hahaha', 'enyah'), ('enyah', 'lo')]"
"['bagus', 'nyangkut', 'masuk', 'muat', 'harap', 'tunggu']","[('bagus', 'nyangkut'), ('nyangkut', 'masuk'), ('masuk', 'muat'), ('muat', 'harap'), ('harap', 'tunggu')]"
"['baru', 'instal', 'langsung', 'bosan', 'lawan', 'terlalu', 'jago', 'sementara', 'bot']","[('baru', 'instal'), ('instal', 'langsung'), ('langsung', 'bosan'), ('bosan', 'lawan'), ('lawan', 'terlalu'), ('terlalu', 'jago'), ('jago', 'sementara'), ('sementara', 'bot')]"
"['banyak', 'update', 'unduh', 'dalam', 'sudah', 'stuck', 'kencang', 'suruh', 'usah']","[('banyak', 'update'), ('update', 'unduh'), ('unduh', 'dalam'), ('dalam', 'sudah'), ('sudah', 'stuck'), ('stuck', 'kencang'), ('kencang', 'suruh'), ('suruh', 'usah')]"
['bagus'],[]
['bagus'],[]
"['update', 'lama', 'pasang', 'sudah', 'njir']","[('update', 'lama'), ('lama', 'pasang'), ('pasang', 'sudah'), ('sudah', 'njir')]"
['burir'],[]
"['habis', 'reset', 'season', 'fps', 'susah', 'banget', 'stabil', 'belum', 'reset', 'stabil', 'fps', 'sekarang', 'drop', 'bahkan', 'lebih', 'rendah', 'jalanjalan', 'ngefreeze', 'detik', 'fix', 'dev']","[('habis', 'reset'), ('reset', 'season'), ('season', 'fps'), ('fps', 'susah'), ('susah', 'banget'), ('banget', 'stabil'), ('stabil', 'belum'), ('belum', 'reset'), ('reset', 'stabil'), ('stabil', 'fps'), ('fps', 'sekarang'), ('sekarang', 'drop'), ('drop', 'bahkan'), ('bahkan', 'lebih'), ('lebih', 'rendah'), ('rendah', 'jalanjalan'), ('jalanjalan', 'ngefreeze'), ('ngefreeze', 'detik'), ('detik', 'fix'), ('fix', 'dev')]"
