stopwords_removed,bigrams_mlbb
"['oyy', 'jelsas', 'sedikit', 'napa', 'bias', 'sinyal', 'bagus', 'kadang', 'pin', 'gabisa', 'gerak', 'plislah', 'defeat', 'sakit', 'klw', 'banding', 'ff', 'gitu', 'lancar', 'bisah', 'gerak', 'kocak', 'makanya', 'yakin', 'masalah', 'bukan', 'sinyal', 'ingat', 'bukan']","[('oyy', 'jelsas'), ('jelsas', 'sedikit'), ('sedikit', 'napa'), ('napa', 'bias'), ('bias', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'kadang'), ('kadang', 'pin'), ('pin', 'gabisa'), ('gabisa', 'gerak'), ('gerak', 'plislah'), ('plislah', 'defeat'), ('defeat', 'sakit'), ('sakit', 'klw'), ('klw', 'banding'), ('banding', 'ff'), ('ff', 'gitu'), ('gitu', 'lancar'), ('lancar', 'bisah'), ('bisah', 'gerak'), ('gerak', 'kocak'), ('kocak', 'makanya'), ('makanya', 'yakin'), ('yakin', 'masalah'), ('masalah', 'bukan'), ('bukan', 'sinyal'), ('sinyal', 'ingat'), ('ingat', 'bukan')]"
"['event', 'lg', 'bosen', 'trs', 'lg', 'event', 'lain']","[('event', 'lg'), ('lg', 'bosen'), ('bosen', 'trs'), ('trs', 'lg'), ('lg', 'event'), ('event', 'lain')]"
"['otak', 'normal', 'strees']","[('otak', 'normal'), ('normal', 'strees')]"
['keren'],[]
"['jangan', 'curang', 'musuh', 'komputer']","[('jangan', 'curang'), ('curang', 'musuh'), ('musuh', 'komputer')]"
['bagus'],[]
['enak'],[]
['rusak'],[]
"['selalu', 'beban', 'sengaja', 'troll', 'gelap', 'susah', 'naik', 'tahay']","[('selalu', 'beban'), ('beban', 'sengaja'), ('sengaja', 'troll'), ('troll', 'gelap'), ('gelap', 'susah'), ('susah', 'naik'), ('naik', 'tahay')]"
"['bangkrut', 'baru', 'paksa', 'diamond']","[('bangkrut', 'baru'), ('baru', 'paksa'), ('paksa', 'diamond')]"
"['brawl', 'slot']","[('brawl', 'slot')]"
"['seru', 'pokok']","[('seru', 'pokok')]"
"['juang', 'anj']","[('juang', 'anj')]"
"['stiap', 'ngestak', 'pdhl', 'mh', 'aman', 'tolong', 'segera', 'baik']","[('stiap', 'ngestak'), ('ngestak', 'pdhl'), ('pdhl', 'mh'), ('mh', 'aman'), ('aman', 'tolong'), ('tolong', 'segera'), ('segera', 'baik')]"
"['season', 'baru', 'ngomong', 'paling', 'parah', 'sndiri', 'tipikal', 'pernah', 'komplen', 'emng', 'kalah', 'pasti', 'lag', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'terlalu', 'jgn', 'donlod', 'buruk']","[('season', 'baru'), ('baru', 'ngomong'), ('ngomong', 'paling'), ('paling', 'parah'), ('parah', 'sndiri'), ('sndiri', 'tipikal'), ('tipikal', 'pernah'), ('pernah', 'komplen'), ('komplen', 'emng'), ('emng', 'kalah'), ('kalah', 'pasti'), ('pasti', 'lag'), ('lag', 'semua'), ('semua', 'lag'), ('lag', 'parah'), ('parah', 'musuh'), ('musuh', 'pasti'), ('pasti', 'gg'), ('gg', 'parah'), ('parah', 'terlalu'), ('terlalu', 'jgn'), ('jgn', 'donlod'), ('donlod', 'buruk')]"
"['selalu', 'lag', 'tibaba', 'mati', 'baik']","[('selalu', 'lag'), ('lag', 'tibaba'), ('tibaba', 'mati'), ('mati', 'baik')]"
"['masa', 'full', 'baik', 'lag', 'sendiri', 'error', 'tolong', 'baik']","[('masa', 'full'), ('full', 'baik'), ('baik', 'lag'), ('lag', 'sendiri'), ('sendiri', 'error'), ('error', 'tolong'), ('tolong', 'baik')]"
"['banyak', 'banyak', 'istighfar']","[('banyak', 'banyak'), ('banyak', 'istighfar')]"
"['haram', 'naik', 'turun', 'naik', 'turun', 'asu', 'komputer']","[('haram', 'naik'), ('naik', 'turun'), ('turun', 'naik'), ('naik', 'turun'), ('turun', 'asu'), ('asu', 'komputer')]"
['bagus'],[]
"['teman', 'selalu', 'gelap', 'selalu', 'lag', 'buka', 'youtube', 'bagus', 'bagus', 'teman', 'gelap', 'ahk', 'benar', 'gg', 'pro', 'rating', 'satu', 'bintang', 'musuh', 'gg', 'sedang', 'bot', 'pokok', 'joki', 'proplayer', 'top', 'global']","[('teman', 'selalu'), ('selalu', 'gelap'), ('gelap', 'selalu'), ('selalu', 'lag'), ('lag', 'buka'), ('buka', 'youtube'), ('youtube', 'bagus'), ('bagus', 'bagus'), ('bagus', 'teman'), ('teman', 'gelap'), ('gelap', 'ahk'), ('ahk', 'benar'), ('benar', 'gg'), ('gg', 'pro'), ('pro', 'rating'), ('rating', 'satu'), ('satu', 'bintang'), ('bintang', 'musuh'), ('musuh', 'gg'), ('gg', 'sedang'), ('sedang', 'bot'), ('bot', 'pokok'), ('pokok', 'joki'), ('joki', 'proplayer'), ('proplayer', 'top'), ('top', 'global')]"
"['bagus', 'hd', 'cakep', 'bagus', 'utama', 'obsidia']","[('bagus', 'hd'), ('hd', 'cakep'), ('cakep', 'bagus'), ('bagus', 'utama'), ('utama', 'obsidia')]"
['seruu'],[]
"['keren', 'bagus', 'sedikit', 'kurang', 'yaitu', 'lag', 'stabil', 'harap', 'tanggap', 'ulas', 'baik']","[('keren', 'bagus'), ('bagus', 'sedikit'), ('sedikit', 'kurang'), ('kurang', 'yaitu'), ('yaitu', 'lag'), ('lag', 'stabil'), ('stabil', 'harap'), ('harap', 'tanggap'), ('tanggap', 'ulas'), ('ulas', 'baik')]"
"['update', 'sekarang', 'freeze', 'al', 'hasil', 'lose', 'streak', 'belum', 'update', 'lancar', 'kecewa']","[('update', 'sekarang'), ('sekarang', 'freeze'), ('freeze', 'al'), ('al', 'hasil'), ('hasil', 'lose'), ('lose', 'streak'), ('streak', 'belum'), ('belum', 'update'), ('update', 'lancar'), ('lancar', 'kecewa')]"
"['cukup', 'seru', 'makin', 'lama', 'makin', 'berat', 'hpku', 'bukan', 'gaming', 'gampang', 'panas']","[('cukup', 'seru'), ('seru', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'berat'), ('berat', 'hpku'), ('hpku', 'bukan'), ('bukan', 'gaming'), ('gaming', 'gampang'), ('gampang', 'panas')]"
"['musuh', 'susah']","[('musuh', 'susah')]"
"['atas', 'teman', 'yaitu', 'samuel', 'prabowo', 'jika', 'guna', 'samar', 'anggap', 'langgar', 'atur', 'pasal', 'undangundang']","[('atas', 'teman'), ('teman', 'yaitu'), ('yaitu', 'samuel'), ('samuel', 'prabowo'), ('prabowo', 'jika'), ('jika', 'guna'), ('guna', 'samar'), ('samar', 'anggap'), ('anggap', 'langgar'), ('langgar', 'atur'), ('atur', 'pasal'), ('pasal', 'undangundang')]"
"['ngerank', 'bocil']","[('ngerank', 'bocil')]"
"['fikss', 'percaya', 'banyak', 'legends', 'bang', 'bang', 'pasti', 'banyak', 'ngalamin', 'bug', 'skill', 'sinyal', 'slalu', 'hilang', 'ingame', 'rating', 'b', 'tuju', 'pihak', 'bukan', 'dua', 'ngalamin', 'kyk', 'begini', 'performa', 'turun', 'bukan', 'cuma', 'banyak', 'banyak', 'pensi', 'masalah', 'bgni', 'contoh', 'teman', 'tolong', 'developer', 'baik', 'jt', 'lebih', 'wakil']","[('fikss', 'percaya'), ('percaya', 'banyak'), ('banyak', 'legends'), ('legends', 'bang'), ('bang', 'bang'), ('bang', 'pasti'), ('pasti', 'banyak'), ('banyak', 'ngalamin'), ('ngalamin', 'bug'), ('bug', 'skill'), ('skill', 'sinyal'), ('sinyal', 'slalu'), ('slalu', 'hilang'), ('hilang', 'ingame'), ('ingame', 'rating'), ('rating', 'b'), ('b', 'tuju'), ('tuju', 'pihak'), ('pihak', 'bukan'), ('bukan', 'dua'), ('dua', 'ngalamin'), ('ngalamin', 'kyk'), ('kyk', 'begini'), ('begini', 'performa'), ('performa', 'turun'), ('turun', 'bukan'), ('bukan', 'cuma'), ('cuma', 'banyak'), ('banyak', 'banyak'), ('banyak', 'pensi'), ('pensi', 'masalah'), ('masalah', 'bgni'), ('bgni', 'contoh'), ('contoh', 'teman'), ('teman', 'tolong'), ('tolong', 'developer'), ('developer', 'baik'), ('baik', 'jt'), ('jt', 'lebih'), ('lebih', 'wakil')]"
"['muas', 'tolong', 'gelap', 'rangin']","[('muas', 'tolong'), ('tolong', 'gelap'), ('gelap', 'rangin')]"
"['bagus', 'reting', 'bintang']","[('bagus', 'reting'), ('reting', 'bintang')]"
"['jelek', 'banyak', 'ewean', 'hapus']","[('jelek', 'banyak'), ('banyak', 'ewean'), ('ewean', 'hapus')]"
"['punya', 'kendala', 'yaitu', 'asik', 'sinyal', 'hilang', 'tampil', 'teks', 'hubung', 'tanding', 'umum', 'kuota', 'aktif', 'ping', 'hijau', 'sekitar', 'ms', 'entah', 'knp', 'makin', 'berat', 'kentang', 'sinyal', 'makin', 'kacau', 'moga', 'lain', 'lebih', 'baik']","[('punya', 'kendala'), ('kendala', 'yaitu'), ('yaitu', 'asik'), ('asik', 'sinyal'), ('sinyal', 'hilang'), ('hilang', 'tampil'), ('tampil', 'teks'), ('teks', 'hubung'), ('hubung', 'tanding'), ('tanding', 'umum'), ('umum', 'kuota'), ('kuota', 'aktif'), ('aktif', 'ping'), ('ping', 'hijau'), ('hijau', 'sekitar'), ('sekitar', 'ms'), ('ms', 'entah'), ('entah', 'knp'), ('knp', 'makin'), ('makin', 'berat'), ('berat', 'kentang'), ('kentang', 'sinyal'), ('sinyal', 'makin'), ('makin', 'kacau'), ('kacau', 'moga'), ('moga', 'lain'), ('lain', 'lebih'), ('lebih', 'baik')]"
"['represing', 'hilang', 'stres', 'nambah', 'stres', 'lost', 'treak', 'kon']","[('represing', 'hilang'), ('hilang', 'stres'), ('stres', 'nambah'), ('nambah', 'stres'), ('stres', 'lost'), ('lost', 'treak'), ('treak', 'kon')]"
"['tolol', 'jelas']","[('tolol', 'jelas')]"
"['buruk', 'sinyal', 'rusak', 'buruk', 'kematen', 'update', 'skin', 'kolektor', 'sinyal', 'dadak', 'hilang', 'lping', 'atas', 'begini', 'lama', 'banyak', 'uninstal', 'gara', 'sinyal', 'hilang', 'lostreak', 'njing']","[('buruk', 'sinyal'), ('sinyal', 'rusak'), ('rusak', 'buruk'), ('buruk', 'kematen'), ('kematen', 'update'), ('update', 'skin'), ('skin', 'kolektor'), ('kolektor', 'sinyal'), ('sinyal', 'dadak'), ('dadak', 'hilang'), ('hilang', 'lping'), ('lping', 'atas'), ('atas', 'begini'), ('begini', 'lama'), ('lama', 'banyak'), ('banyak', 'uninstal'), ('uninstal', 'gara'), ('gara', 'sinyal'), ('sinyal', 'hilang'), ('hilang', 'lostreak'), ('lostreak', 'njing')]"
"['emng', 't', 'buka', 'neng', 'stres']","[('emng', 't'), ('t', 'buka'), ('buka', 'neng'), ('neng', 'stres')]"
['bagus'],[]
"['keren', 'banget']","[('keren', 'banget')]"
"['tolong', 'jangan', 'darksistem', 'semua', 'anj', 'pen', 'mythic', 'glory', 'cok', 'liatt', 'komen']","[('tolong', 'jangan'), ('jangan', 'darksistem'), ('darksistem', 'semua'), ('semua', 'anj'), ('anj', 'pen'), ('pen', 'mythic'), ('mythic', 'glory'), ('glory', 'cok'), ('cok', 'liatt'), ('liatt', 'komen')]"
"['lag', 'lag', 'mid', 'baru', 'lag', 'gimana', 'kalah', 'dominasi', 'duluan', 'musuh']","[('lag', 'lag'), ('lag', 'mid'), ('mid', 'baru'), ('baru', 'lag'), ('lag', 'gimana'), ('gimana', 'kalah'), ('kalah', 'dominasi'), ('dominasi', 'duluan'), ('duluan', 'musuh')]"
"['makin', 'parah', 'lag']","[('makin', 'parah'), ('parah', 'lag')]"
"['jelas', 'gelap']","[('jelas', 'gelap')]"
"['minimal', 'nyepin', 'pernah', 'hoki', 'win', 'strikk', 'beri', 'komputer', 'semua', 'anj']","[('minimal', 'nyepin'), ('nyepin', 'pernah'), ('pernah', 'hoki'), ('hoki', 'win'), ('win', 'strikk'), ('strikk', 'beri'), ('beri', 'komputer'), ('komputer', 'semua'), ('semua', 'anj')]"
['bagus'],[]
"['bagi', 'skin']","[('bagi', 'skin')]"
"['asu', 'lag', 'sudah', 'pakek', 'wifipaket', 'dataa', 'tolol', 'babi', 'haramm']","[('asu', 'lag'), ('lag', 'sudah'), ('sudah', 'pakek'), ('pakek', 'wifipaket'), ('wifipaket', 'dataa'), ('dataa', 'tolol'), ('tolol', 'babi'), ('babi', 'haramm')]"
"['sihh', 'gede', 'lag', 'tolol']","[('sihh', 'gede'), ('gede', 'lag'), ('lag', 'tolol')]"
"['tolol', 'co']","[('tolol', 'co')]"
"['benar', 'milih', 'lawan', 'sendiri', 'imbang', 'bukan', 'vs', 'afkjangan', 'beban', 'ranked', 'benah', 'vs', 'padan', 'menang', 'kalah', 'urus', 'nanti', 'turun', 'ketemu', 'gelap', 'vs', 'lalu', 'vs', 'gelap', 'bukan', 'kalah', 'fear', 'vs', 'gapapa', 'classic', 'ketemu', 'gelap', 'vs']","[('benar', 'milih'), ('milih', 'lawan'), ('lawan', 'sendiri'), ('sendiri', 'imbang'), ('imbang', 'bukan'), ('bukan', 'vs'), ('vs', 'afkjangan'), ('afkjangan', 'beban'), ('beban', 'ranked'), ('ranked', 'benah'), ('benah', 'vs'), ('vs', 'padan'), ('padan', 'menang'), ('menang', 'kalah'), ('kalah', 'urus'), ('urus', 'nanti'), ('nanti', 'turun'), ('turun', 'ketemu'), ('ketemu', 'gelap'), ('gelap', 'vs'), ('vs', 'lalu'), ('lalu', 'vs'), ('vs', 'gelap'), ('gelap', 'bukan'), ('bukan', 'kalah'), ('kalah', 'fear'), ('fear', 'vs'), ('vs', 'gapapa'), ('gapapa', 'classic'), ('classic', 'ketemu'), ('ketemu', 'gelap'), ('gelap', 'vs')]"
['sampah'],[]
['redy'],[]
"['bintang', 'bukan', 'bagus', 'jelek', 'makin', 'sekarang', 'makin', 'ngebug', 'masa', 'loby', 'warna', 'ungu', 'draf', 'suka', 'lag', 'tambah', 'bagus', 'suka', 'lag']","[('bintang', 'bukan'), ('bukan', 'bagus'), ('bagus', 'jelek'), ('jelek', 'makin'), ('makin', 'sekarang'), ('sekarang', 'makin'), ('makin', 'ngebug'), ('ngebug', 'masa'), ('masa', 'loby'), ('loby', 'warna'), ('warna', 'ungu'), ('ungu', 'draf'), ('draf', 'suka'), ('suka', 'lag'), ('lag', 'tambah'), ('tambah', 'bagus'), ('bagus', 'suka'), ('suka', 'lag')]"
"['pencet', 'hubung', 'akun', 'wanya']","[('pencet', 'hubung'), ('hubung', 'akun'), ('akun', 'wanya')]"
"['offline', 'bintang', 'lima', 'biasa', 'hotspot', 'tetangga', 'lag', 'marah', 'pukul', 'gitu']","[('offline', 'bintang'), ('bintang', 'lima'), ('lima', 'biasa'), ('biasa', 'hotspot'), ('hotspot', 'tetangga'), ('tetangga', 'lag'), ('lag', 'marah'), ('marah', 'pukul'), ('pukul', 'gitu')]"
"['terlalu', 'banyak', 'jasa', 'joki', 'banyak', 'beban', 'ranked', 'ripot', 'pernah', 'hasil', 'walaupun', 'skor', 'gelap', 'kacau']","[('terlalu', 'banyak'), ('banyak', 'jasa'), ('jasa', 'joki'), ('joki', 'banyak'), ('banyak', 'beban'), ('beban', 'ranked'), ('ranked', 'ripot'), ('ripot', 'pernah'), ('pernah', 'hasil'), ('hasil', 'walaupun'), ('walaupun', 'skor'), ('skor', 'gelap'), ('gelap', 'kacau')]"
"['babi', 'benar']","[('babi', 'benar')]"
"['gelap', 'mlu', 'gmn', 'mles', 'hpus', 'ganti']","[('gelap', 'mlu'), ('mlu', 'gmn'), ('gmn', 'mles'), ('mles', 'hpus'), ('hpus', 'ganti')]"
"['parah', 'benar', 'selalu', 'lag', 'pdahal', 'bgus', 'sinyal', 'banyak', 'bug', 'nie', 'tolong', 'baik', 'perhati']","[('parah', 'benar'), ('benar', 'selalu'), ('selalu', 'lag'), ('lag', 'pdahal'), ('pdahal', 'bgus'), ('bgus', 'sinyal'), ('sinyal', 'banyak'), ('banyak', 'bug'), ('bug', 'nie'), ('nie', 'tolong'), ('tolong', 'baik'), ('baik', 'perhati')]"
['kombeck'],[]
"['kenapaa', 'sinyalnyaa', 'sinyal', 'bagus', 'lag', 'ahh', 'rusak', 'napa']","[('kenapaa', 'sinyalnyaa'), ('sinyalnyaa', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'lag'), ('lag', 'ahh'), ('ahh', 'rusak'), ('rusak', 'napa')]"
"['tolong', 'rangin', 'mb']","[('tolong', 'rangin'), ('rangin', 'mb')]"
"['oii', 'awas', 'misal', 'magic', 'core', 'reset', 'bulan', 'sumpahin', 'pasti', 'blunder', 'pasti', 'makin', 'sepi', 'nanti', 'gara', 'hal']","[('oii', 'awas'), ('awas', 'misal'), ('misal', 'magic'), ('magic', 'core'), ('core', 'reset'), ('reset', 'bulan'), ('bulan', 'sumpahin'), ('sumpahin', 'pasti'), ('pasti', 'blunder'), ('blunder', 'pasti'), ('pasti', 'makin'), ('makin', 'sepi'), ('sepi', 'nanti'), ('nanti', 'gara'), ('gara', 'hal')]"
"['akun', 'kenapa', 'kaitin', 'suatu', 'salah', 'satu', 'opsi', 'akun', 'ilang', 'bind']","[('akun', 'kenapa'), ('kenapa', 'kaitin'), ('kaitin', 'suatu'), ('suatu', 'salah'), ('salah', 'satu'), ('satu', 'opsi'), ('opsi', 'akun'), ('akun', 'ilang'), ('ilang', 'bind')]"
"['sekarang', 'mudah', 'lag', 'loding', 'lama', 'wifi', 'masuk', 'masuk', 'afk', 'mohon', 'bantu', 'pak']","[('sekarang', 'mudah'), ('mudah', 'lag'), ('lag', 'loding'), ('loding', 'lama'), ('lama', 'wifi'), ('wifi', 'masuk'), ('masuk', 'masuk'), ('masuk', 'afk'), ('afk', 'mohon'), ('mohon', 'bantu'), ('bantu', 'pak')]"
['bgus'],[]
"['mermerlukan', 'luar', 'biasa']","[('mermerlukan', 'luar'), ('luar', 'biasa')]"
"['bagus', 'kadang', 'masalah', 'seru', 'kesal', 'senang']","[('bagus', 'kadang'), ('kadang', 'masalah'), ('masalah', 'seru'), ('seru', 'kesal'), ('kesal', 'senang')]"
"['ngawur', 'high', 'mythical', 'glory', 'tinggi', 'ketemu', 'satu', 'high', 'mythic', 'mythical', 'bintang', 'ketemu', 'trio', 'tolong', 'perhati', 'bagus']","[('ngawur', 'high'), ('high', 'mythical'), ('mythical', 'glory'), ('glory', 'tinggi'), ('tinggi', 'ketemu'), ('ketemu', 'satu'), ('satu', 'high'), ('high', 'mythic'), ('mythic', 'mythical'), ('mythical', 'bintang'), ('bintang', 'ketemu'), ('ketemu', 'trio'), ('trio', 'tolong'), ('tolong', 'perhati'), ('perhati', 'bagus')]"
"['skin', 'bagus']","[('skin', 'bagus')]"
['anjg'],[]
"['simpel', 'gc', 'jelas', 'spell', 'retri', 'mala', 'ngpus', 'minion', 'kecewa', 'banget']","[('simpel', 'gc'), ('gc', 'jelas'), ('jelas', 'spell'), ('spell', 'retri'), ('retri', 'mala'), ('mala', 'ngpus'), ('ngpus', 'minion'), ('minion', 'kecewa'), ('kecewa', 'banget')]"
"['bagus', 'tahan', 'menara', 'tanpa', 'koneksi', 'pokok', 'bagus']","[('bagus', 'tahan'), ('tahan', 'menara'), ('menara', 'tanpa'), ('tanpa', 'koneksi'), ('koneksi', 'pokok'), ('pokok', 'bagus')]"
['rusak'],[]
"['saran', 'matchnya', 'buruk']","[('saran', 'matchnya'), ('matchnya', 'buruk')]"
"['strees', 'relog', 'lama', 'jelek', 'banyak', 'update', 'jelek']","[('strees', 'relog'), ('relog', 'lama'), ('lama', 'jelek'), ('jelek', 'banyak'), ('banyak', 'update'), ('update', 'jelek')]"
['nyusahin'],[]
"['seru', 'banyak', 'lag']","[('seru', 'banyak'), ('banyak', 'lag')]"
"['makas', 'sudah', 'lama', 'hibur', 'kadang', 'stres', 'banyak', 'kalah', 'gelap', 'systemnya', 'gapapa', 'bagus', 'beberapa', 'bug', 'update', 'tan', 'terimakasih']","[('makas', 'sudah'), ('sudah', 'lama'), ('lama', 'hibur'), ('hibur', 'kadang'), ('kadang', 'stres'), ('stres', 'banyak'), ('banyak', 'kalah'), ('kalah', 'gelap'), ('gelap', 'systemnya'), ('systemnya', 'gapapa'), ('gapapa', 'bagus'), ('bagus', 'beberapa'), ('beberapa', 'bug'), ('bug', 'update'), ('update', 'tan'), ('tan', 'terimakasih')]"
"['bintang', 'buruk', 'ee', 'semua']","[('bintang', 'buruk'), ('buruk', 'ee'), ('ee', 'semua')]"
"['baga', 'buang', 'sja']","[('baga', 'buang'), ('buang', 'sja')]"
['bagus'],[]
"['bagus', 'lag', 'jir']","[('bagus', 'lag'), ('lag', 'jir')]"
['seru'],[]
"['ta', 'akun', 'ban', 'sembarang', 'tasu']","[('ta', 'akun'), ('akun', 'ban'), ('ban', 'sembarang'), ('sembarang', 'tasu')]"
"['buruk', 'benar', 'anjg', 'ngasi', 'bapuk', 'benar', 'asuu', 'asu', 'boikot', 'anjg']","[('buruk', 'benar'), ('benar', 'anjg'), ('anjg', 'ngasi'), ('ngasi', 'bapuk'), ('bapuk', 'benar'), ('benar', 'asuu'), ('asuu', 'asu'), ('asu', 'boikot'), ('boikot', 'anjg')]"
"['bagus', 'banget', 'sinyal', 'baik']","[('bagus', 'banget'), ('banget', 'sinyal'), ('sinyal', 'baik')]"
"['makin', 'stres', 'koontol']","[('makin', 'stres'), ('stres', 'koontol')]"
"['sepi', 'matching', 'sampai', 'menit']","[('sepi', 'matching'), ('matching', 'sampai'), ('sampai', 'menit')]"
['taik'],[]
"['benar', 'masa', 'glory', 'ketemu', 'gtu', 'aneh', 'bngtt']","[('benar', 'masa'), ('masa', 'glory'), ('glory', 'ketemu'), ('ketemu', 'gtu'), ('gtu', 'aneh'), ('aneh', 'bngtt')]"
"['percuma', 'atur', 'draft', 'beberapa', 'imbang', 'banyak', 'feedtroll', 'makin', 'mls']","[('percuma', 'atur'), ('atur', 'draft'), ('draft', 'beberapa'), ('beberapa', 'imbang'), ('imbang', 'banyak'), ('banyak', 'feedtroll'), ('feedtroll', 'makin'), ('makin', 'mls')]"
"['bintang', 'jg', 'sudah', 'uninstall', 'hilang', 'sinyal', 'full']","[('bintang', 'jg'), ('jg', 'sudah'), ('sudah', 'uninstall'), ('uninstall', 'hilang'), ('hilang', 'sinyal'), ('sinyal', 'full')]"
"['opsi', 'report', 'tanding', 'guna', 'selain', 'afk', 'ayo', 'meski', 'medal', 'gold', 'bapuk', 'banyak', 'mati', 'push', 'tower', 'bagai', 'sebab', 'kalah', 'wajib', 'tindak', 'cerita', 'lebih', 'bagus', 'kemanamana', 'dalam', 'hal', 'tindak']","[('opsi', 'report'), ('report', 'tanding'), ('tanding', 'guna'), ('guna', 'selain'), ('selain', 'afk'), ('afk', 'ayo'), ('ayo', 'meski'), ('meski', 'medal'), ('medal', 'gold'), ('gold', 'bapuk'), ('bapuk', 'banyak'), ('banyak', 'mati'), ('mati', 'push'), ('push', 'tower'), ('tower', 'bagai'), ('bagai', 'sebab'), ('sebab', 'kalah'), ('kalah', 'wajib'), ('wajib', 'tindak'), ('tindak', 'cerita'), ('cerita', 'lebih'), ('lebih', 'bagus'), ('bagus', 'kemanamana'), ('kemanamana', 'dalam'), ('dalam', 'hal'), ('hal', 'tindak')]"
"['terlalu', 'banyak', 'akun', 'bot']","[('terlalu', 'banyak'), ('banyak', 'akun'), ('akun', 'bot')]"
['buruk'],[]
"['matching', 'benar', 'jelas']","[('matching', 'benar'), ('benar', 'jelas')]"
"['tolong', 'baik', 'bug', 'bug', 'jangan', 'event', 'patch', 'urusin', 'bug', 'bug', 'dalam', 'biarin', 'mana', 'pensi']","[('tolong', 'baik'), ('baik', 'bug'), ('bug', 'bug'), ('bug', 'jangan'), ('jangan', 'event'), ('event', 'patch'), ('patch', 'urusin'), ('urusin', 'bug'), ('bug', 'bug'), ('bug', 'dalam'), ('dalam', 'biarin'), ('biarin', 'mana'), ('mana', 'pensi')]"
"['dongo', 'mentang', 'peringkat', 'global', 'kawan', 'bot', 'lose']","[('dongo', 'mentang'), ('mentang', 'peringkat'), ('peringkat', 'global'), ('global', 'kawan'), ('kawan', 'bot'), ('bot', 'lose')]"
"['muntun', 'tolong', 'sinyaljaringan', 'jelek', 'paket', 'lancar', 'pernah', 'pakek', 'wifi', 'sinyal', 'tetap', 'buruk', 'kesel', 'knp', 'lag', 'gerak', 'teman', 'lancar', 'jalan', 'sinyal', 'jelek', 'otomatis', 'lihat', 'lag', 'knp', 'kesel', 'push', 'renk', 'barw', 'tolong', 'muntun', 'history', 'silver', 'coklat', 'kadang', 'afk', 'knp', 'sejak', 'ab', 'tahir', 'buruk']","[('muntun', 'tolong'), ('tolong', 'sinyaljaringan'), ('sinyaljaringan', 'jelek'), ('jelek', 'paket'), ('paket', 'lancar'), ('lancar', 'pernah'), ('pernah', 'pakek'), ('pakek', 'wifi'), ('wifi', 'sinyal'), ('sinyal', 'tetap'), ('tetap', 'buruk'), ('buruk', 'kesel'), ('kesel', 'knp'), ('knp', 'lag'), ('lag', 'gerak'), ('gerak', 'teman'), ('teman', 'lancar'), ('lancar', 'jalan'), ('jalan', 'sinyal'), ('sinyal', 'jelek'), ('jelek', 'otomatis'), ('otomatis', 'lihat'), ('lihat', 'lag'), ('lag', 'knp'), ('knp', 'kesel'), ('kesel', 'push'), ('push', 'renk'), ('renk', 'barw'), ('barw', 'tolong'), ('tolong', 'muntun'), ('muntun', 'history'), ('history', 'silver'), ('silver', 'coklat'), ('coklat', 'kadang'), ('kadang', 'afk'), ('afk', 'knp'), ('knp', 'sejak'), ('sejak', 'ab'), ('ab', 'tahir'), ('tahir', 'buruk')]"
"['banyak', 'bug', 'bagi', 'ngasal']","[('banyak', 'bug'), ('bug', 'bagi'), ('bagi', 'ngasal')]"
['oke'],[]
"['banyak', 'gelap']","[('banyak', 'gelap')]"
"['emng', 'seru', 'kadang', 'stres', 'neng', 'sdkit', 'lebih', 'banyak', 'stres', 'buka', 'bahagia', 'kasi', 'bot', 'semua', 'ngerti', 'menang', 'kalah', 'ngertii', 'walaupun', 'lama', 'kolo', 'giniin', 'bosen', 'terimakasih', 'thunny']","[('emng', 'seru'), ('seru', 'kadang'), ('kadang', 'stres'), ('stres', 'neng'), ('neng', 'sdkit'), ('sdkit', 'lebih'), ('lebih', 'banyak'), ('banyak', 'stres'), ('stres', 'buka'), ('buka', 'bahagia'), ('bahagia', 'kasi'), ('kasi', 'bot'), ('bot', 'semua'), ('semua', 'ngerti'), ('ngerti', 'menang'), ('menang', 'kalah'), ('kalah', 'ngertii'), ('ngertii', 'walaupun'), ('walaupun', 'lama'), ('lama', 'kolo'), ('kolo', 'giniin'), ('giniin', 'bosen'), ('bosen', 'terimakasih'), ('terimakasih', 'thunny')]"
"['pilih', 'freya', 'hadiah', 'topup', 'pertama', 'beleric']","[('pilih', 'freya'), ('freya', 'hadiah'), ('hadiah', 'topup'), ('topup', 'pertama'), ('pertama', 'beleric')]"
"['musuh', 'jago', 'dongo', 'capek', 'cok', 'ngegendong', 'gendong', 'tu']","[('musuh', 'jago'), ('jago', 'dongo'), ('dongo', 'capek'), ('capek', 'cok'), ('cok', 'ngegendong'), ('ngegendong', 'gendong'), ('gendong', 'tu')]"
"['tolong', 'baik', 'sinyalnyaping', 'selalu', 'merah', 'lelet']","[('tolong', 'baik'), ('baik', 'sinyalnyaping'), ('sinyalnyaping', 'selalu'), ('selalu', 'merah'), ('merah', 'lelet')]"
