stopwords_removed,bigrams_mlbb
"['minimal', 'tolong', 'pernah', 'menang', 'sujud', 'kantor', 'jilat', 'kaki', 'karyawanmu', 'biar', 'ws', 'tolong', 'minimal', 'frustasi', 'pernah', 'ws', 'kawan', 'pindah', 'ff', 'gara', 'gara', 'ls', 'ah', 'percuma', 'ngomong', 'notice']","[('minimal', 'tolong'), ('tolong', 'pernah'), ('pernah', 'menang'), ('menang', 'sujud'), ('sujud', 'kantor'), ('kantor', 'jilat'), ('jilat', 'kaki'), ('kaki', 'karyawanmu'), ('karyawanmu', 'biar'), ('biar', 'ws'), ('ws', 'tolong'), ('tolong', 'minimal'), ('minimal', 'frustasi'), ('frustasi', 'pernah'), ('pernah', 'ws'), ('ws', 'kawan'), ('kawan', 'pindah'), ('pindah', 'ff'), ('ff', 'gara'), ('gara', 'gara'), ('gara', 'ls'), ('ls', 'ah'), ('ah', 'percuma'), ('percuma', 'ngomong'), ('ngomong', 'notice')]"
['yeah'],[]
"['kacau', 'stabil']","[('kacau', 'stabil')]"
"['update', 'patch', 'nalah', 'tambah', 'busuk', 'super', 'busuk', 'drafting', 'lag', 'aman', 'notif', 'putus', 'sampai', 'masuk', 'menit', 'update', 'patch', 'bukan', 'makin', 'baik', 'makin', 'busuk']","[('update', 'patch'), ('patch', 'nalah'), ('nalah', 'tambah'), ('tambah', 'busuk'), ('busuk', 'super'), ('super', 'busuk'), ('busuk', 'drafting'), ('drafting', 'lag'), ('lag', 'aman'), ('aman', 'notif'), ('notif', 'putus'), ('putus', 'sampai'), ('sampai', 'masuk'), ('masuk', 'menit'), ('menit', 'update'), ('update', 'patch'), ('patch', 'bukan'), ('bukan', 'makin'), ('makin', 'baik'), ('baik', 'makin'), ('makin', 'busuk')]"
"['gelap', 'semua', 'anjng']","[('gelap', 'semua'), ('semua', 'anjng')]"
"['pilih', 'lawan', 'terlalu', 'adil', 'selalu', 'ngerti', 'balik', 'lawan', 'semua', 'terlalu', 'adil', 'bab']","[('pilih', 'lawan'), ('lawan', 'terlalu'), ('terlalu', 'adil'), ('adil', 'selalu'), ('selalu', 'ngerti'), ('ngerti', 'balik'), ('balik', 'lawan'), ('lawan', 'semua'), ('semua', 'terlalu'), ('terlalu', 'adil'), ('adil', 'bab')]"
"['penarngetan', 'bebas', 'tetap', 'kunci', 'musuh', 'hapus']","[('penarngetan', 'bebas'), ('bebas', 'tetap'), ('tetap', 'kunci'), ('kunci', 'musuh'), ('musuh', 'hapus')]"
"['seru', 'suka', 'moga', 'makin', 'bagus']","[('seru', 'suka'), ('suka', 'moga'), ('moga', 'makin'), ('makin', 'bagus')]"
"['bagus', 'cocok', 'milik', 'sifat', 'mudah', 'marah', 'bantu', 'tenang', 'diri', 'hati', 'tolong', 'baik', 'bagi', 'imbang', 'biar', 'senang']","[('bagus', 'cocok'), ('cocok', 'milik'), ('milik', 'sifat'), ('sifat', 'mudah'), ('mudah', 'marah'), ('marah', 'bantu'), ('bantu', 'tenang'), ('tenang', 'diri'), ('diri', 'hati'), ('hati', 'tolong'), ('tolong', 'baik'), ('baik', 'bagi'), ('bagi', 'imbang'), ('imbang', 'biar'), ('biar', 'senang')]"
"['buruk', 'buka', 'ping', 'selalu', 'merah', 'lag', 'parah', 'buka', 'aplikasi', 'lain', 'lancar']","[('buruk', 'buka'), ('buka', 'ping'), ('ping', 'selalu'), ('selalu', 'merah'), ('merah', 'lag'), ('lag', 'parah'), ('parah', 'buka'), ('buka', 'aplikasi'), ('aplikasi', 'lain'), ('lain', 'lancar')]"
"['buruk', 'kalah', 'nurun', 'satu', 'bintang', 'naik', 'bintang', 'satu', 'lindung', 'tai']","[('buruk', 'kalah'), ('kalah', 'nurun'), ('nurun', 'satu'), ('satu', 'bintang'), ('bintang', 'naik'), ('naik', 'bintang'), ('bintang', 'satu'), ('satu', 'lindung'), ('lindung', 'tai')]"
"['kontol', 'bujang', 'anjingg', 'bagus', 'cepek', 'lose', 'ngentot', 'anjiing']","[('kontol', 'bujang'), ('bujang', 'anjingg'), ('anjingg', 'bagus'), ('bagus', 'cepek'), ('cepek', 'lose'), ('lose', 'ngentot'), ('ngentot', 'anjiing')]"
"['kecewa', 'imbang', 'chat', 'dalam', 'anggap', 'kasar', 'semua', 'batas', 'teman', 'imbang', 'anggap', 'salah', 'chat', 'lebih', 'kurang', 'credit', 'score']","[('kecewa', 'imbang'), ('imbang', 'chat'), ('chat', 'dalam'), ('dalam', 'anggap'), ('anggap', 'kasar'), ('kasar', 'semua'), ('semua', 'batas'), ('batas', 'teman'), ('teman', 'imbang'), ('imbang', 'anggap'), ('anggap', 'salah'), ('salah', 'chat'), ('chat', 'lebih'), ('lebih', 'kurang'), ('kurang', 'credit'), ('credit', 'score')]"
"['mith', 'please']","[('mith', 'please')]"
"['jelek', 'ashu', 'pagi', 'sampai', 'sore', 'buka', 'bintang', 'naik', 'lose', 'gajelas', 'mas', 'monnton', 'kasi', 'imbang', 'ashu', 'buka', 'daak', 'kasi', 'sedang', 'musuh', 'kairi', 'ashu', 'uninstall', 'kwuonthol']","[('jelek', 'ashu'), ('ashu', 'pagi'), ('pagi', 'sampai'), ('sampai', 'sore'), ('sore', 'buka'), ('buka', 'bintang'), ('bintang', 'naik'), ('naik', 'lose'), ('lose', 'gajelas'), ('gajelas', 'mas'), ('mas', 'monnton'), ('monnton', 'kasi'), ('kasi', 'imbang'), ('imbang', 'ashu'), ('ashu', 'buka'), ('buka', 'daak'), ('daak', 'kasi'), ('kasi', 'sedang'), ('sedang', 'musuh'), ('musuh', 'kairi'), ('kairi', 'ashu'), ('ashu', 'uninstall'), ('uninstall', 'kwuonthol')]"
"['masa', 'ganti', 'pp', 'keluar', 'lobby', 'sendiri', 'sinyalperangkat', 'tdk', 'kendala', 'kocak', 'bintang', 'no', 'recommend']","[('masa', 'ganti'), ('ganti', 'pp'), ('pp', 'keluar'), ('keluar', 'lobby'), ('lobby', 'sendiri'), ('sendiri', 'sinyalperangkat'), ('sinyalperangkat', 'tdk'), ('tdk', 'kendala'), ('kendala', 'kocak'), ('kocak', 'bintang'), ('bintang', 'no'), ('no', 'recommend')]"
"['kasi', 'benar', 'masa', 'ketemu', 'tolol', 'sudah', 'season', 'ketemu', 'tolol', 'sumpah']","[('kasi', 'benar'), ('benar', 'masa'), ('masa', 'ketemu'), ('ketemu', 'tolol'), ('tolol', 'sudah'), ('sudah', 'season'), ('season', 'ketemu'), ('ketemu', 'tolol'), ('tolol', 'sumpah')]"
"['parah', 'lag', 'stabil', 'emosi']","[('parah', 'lag'), ('lag', 'stabil'), ('stabil', 'emosi')]"
"['bagus', 'selalu', 'lag', 'patah', 'patah', 'rusak', 'rusak', 'rusakk', 'mending', 'uninstal', 'pindah']","[('bagus', 'selalu'), ('selalu', 'lag'), ('lag', 'patah'), ('patah', 'patah'), ('patah', 'rusak'), ('rusak', 'rusak'), ('rusak', 'rusakk'), ('rusakk', 'mending'), ('mending', 'uninstal'), ('uninstal', 'pindah')]"
"['rusak', 'lag', 'banget', 'sial']","[('rusak', 'lag'), ('lag', 'banget'), ('banget', 'sial')]"
"['pasti', 'sinyal', 'langsung', 'merah', 'tolong', 'd', 'baik', 'tolong', 'baik', 'parah']","[('pasti', 'sinyal'), ('sinyal', 'langsung'), ('langsung', 'merah'), ('merah', 'tolong'), ('tolong', 'd'), ('d', 'baik'), ('baik', 'tolong'), ('tolong', 'baik'), ('baik', 'parah')]"
"['adill', 'cok', 'mitikk', 'musuh', 'glory', 'rata', 'sedang', 'campur', 'biadab']","[('adill', 'cok'), ('cok', 'mitikk'), ('mitikk', 'musuh'), ('musuh', 'glory'), ('glory', 'rata'), ('rata', 'sedang'), ('sedang', 'campur'), ('campur', 'biadab')]"
"['update', 'makin', 'tolol', 'bapuk']","[('update', 'makin'), ('makin', 'tolol'), ('tolol', 'bapuk')]"
"['banyak', 'gelap', 'malasin']","[('banyak', 'gelap'), ('gelap', 'malasin')]"
"['sinyal', 'bagus', 'ping', 'merah', 'tolong', 'baik']","[('sinyal', 'bagus'), ('bagus', 'ping'), ('ping', 'merah'), ('merah', 'tolong'), ('tolong', 'baik')]"
['adil'],[]
"['makin', 'makin', 'lag', 'parah', 'pdhl', 'bagus']","[('makin', 'makin'), ('makin', 'lag'), ('lag', 'parah'), ('parah', 'pdhl'), ('pdhl', 'bagus')]"
"['kuota', 'banyak', 'wifi', 'jga', 'oke', 'stak', 'afk', 'kesel', 'banget', 'dlu', 'bgtu', 'mls']","[('kuota', 'banyak'), ('banyak', 'wifi'), ('wifi', 'jga'), ('jga', 'oke'), ('oke', 'stak'), ('stak', 'afk'), ('afk', 'kesel'), ('kesel', 'banget'), ('banget', 'dlu'), ('dlu', 'bgtu'), ('bgtu', 'mls')]"
"['keluh', 'kagak', 'benar', 'adil', 'baik', 'jelek', 'banget', 'sumpah', 'dengerin', 'keluh', 'mu', 'baik', 'tolong', 'banget']","[('keluh', 'kagak'), ('kagak', 'benar'), ('benar', 'adil'), ('adil', 'baik'), ('baik', 'jelek'), ('jelek', 'banget'), ('banget', 'sumpah'), ('sumpah', 'dengerin'), ('dengerin', 'keluh'), ('keluh', 'mu'), ('mu', 'baik'), ('baik', 'tolong'), ('tolong', 'banget')]"
"['ping', 'selalu', 'buruk', 'aneh', 'banget']","[('ping', 'selalu'), ('selalu', 'buruk'), ('buruk', 'aneh'), ('aneh', 'banget')]"
['buruk'],[]
"['montong', 'kurang', 'ngiclik', 'licik', 'lag']","[('montong', 'kurang'), ('kurang', 'ngiclik'), ('ngiclik', 'licik'), ('licik', 'lag')]"
"['sinyal', 'bagus', 'henti', 'suka', 'henti', 'tolong', 'baik', 'bug', 'muntun']","[('sinyal', 'bagus'), ('bagus', 'henti'), ('henti', 'suka'), ('suka', 'henti'), ('henti', 'tolong'), ('tolong', 'baik'), ('baik', 'bug'), ('bug', 'muntun')]"
['taik'],[]
"['aneh', 'temuin', 'party', 'makin', 'lama', 'makin', 'aneh']","[('aneh', 'temuin'), ('temuin', 'party'), ('party', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'aneh')]"
"['buruk', 'kenapa', 'update', 'ping', 'stabil', 'benar', 'gara', 'gara', 'ping', 'stabil', 'rusak', 'lahh', 'tai']","[('buruk', 'kenapa'), ('kenapa', 'update'), ('update', 'ping'), ('ping', 'stabil'), ('stabil', 'benar'), ('benar', 'gara'), ('gara', 'gara'), ('gara', 'ping'), ('ping', 'stabil'), ('stabil', 'rusak'), ('rusak', 'lahh'), ('lahh', 'tai')]"
"['perbaikin', 'freze', 'sinyal', 'aman', 'ko', 'freze', 'berkalikali', 'ganggu', 'alam']","[('perbaikin', 'freze'), ('freze', 'sinyal'), ('sinyal', 'aman'), ('aman', 'ko'), ('ko', 'freze'), ('freze', 'berkalikali'), ('berkalikali', 'ganggu'), ('ganggu', 'alam')]"
"['asu', 'teman', 'naik', 'naik', 'teman', 'bot', 'adil']","[('asu', 'teman'), ('teman', 'naik'), ('naik', 'naik'), ('naik', 'teman'), ('teman', 'bot'), ('bot', 'adil')]"
"['taii', 'lain', 'tuju', 'senangsenang', 'gilastres', 'gila', 'isi', 'gelap', 'semua', 'bintang', 'lima', 'deteksi', 'tolong']","[('taii', 'lain'), ('lain', 'tuju'), ('tuju', 'senangsenang'), ('senangsenang', 'gilastres'), ('gilastres', 'gila'), ('gila', 'isi'), ('isi', 'gelap'), ('gelap', 'semua'), ('semua', 'bintang'), ('bintang', 'lima'), ('lima', 'deteksi'), ('deteksi', 'tolong')]"
"['banyak', 'layer', 'buruk', 'beri', 'derak', 'malas', 'hati', 'hancur', 'anak', 'yatim', 'para', 'bilang', 'bapak', 'sono', 'bapak']","[('banyak', 'layer'), ('layer', 'buruk'), ('buruk', 'beri'), ('beri', 'derak'), ('derak', 'malas'), ('malas', 'hati'), ('hati', 'hancur'), ('hancur', 'anak'), ('anak', 'yatim'), ('yatim', 'para'), ('para', 'bilang'), ('bilang', 'bapak'), ('bapak', 'sono'), ('sono', 'bapak')]"
"['bosan', 'lag', 'lag', 'lag', 'dn', 'lag', 'sinyak', 'stbil', 'wifi', 'parah', 'total', 'mending', 'ganti', 'pindah']","[('bosan', 'lag'), ('lag', 'lag'), ('lag', 'lag'), ('lag', 'dn'), ('dn', 'lag'), ('lag', 'sinyak'), ('sinyak', 'stbil'), ('stbil', 'wifi'), ('wifi', 'parah'), ('parah', 'total'), ('total', 'mending'), ('mending', 'ganti'), ('ganti', 'pindah')]"
"['kompak', 'jng', 'pilihin', 'busuk', 'kurang', 'sekolah', 'masa', 'sinyal', 'merah', 'anggap', 'afk', 'gimana']","[('kompak', 'jng'), ('jng', 'pilihin'), ('pilihin', 'busuk'), ('busuk', 'kurang'), ('kurang', 'sekolah'), ('sekolah', 'masa'), ('masa', 'sinyal'), ('sinyal', 'merah'), ('merah', 'anggap'), ('anggap', 'afk'), ('afk', 'gimana')]"
"['percumah', 'menang', 'menang', 'kalah', 'ting', 'satu', 'bot']","[('percumah', 'menang'), ('menang', 'menang'), ('menang', 'kalah'), ('kalah', 'ting'), ('ting', 'satu'), ('satu', 'bot')]"
"['kenapa', 'sudah', 'makin', 'lama', 'makin', 'jelek', 'lag', 'lag', 'jelas', 'dalam', 'tanding', 'patah', 'patah', 'tibatiba', 'afk', 'patah', 'patah', 'mending', 'brawl', 'clasic', 'patah', 'patah', 'aplikasi', 'makin', 'lama', 'makin', 'berat', 'makin', 'patah', 'patah', 'tolong', 'baik', 'sedikit', 'ringan', 'jangan', 'terlalu', 'berat', 'kasi', 'pengunaan', 'ram', 'kecil', 'tanggap', 'ubah', 'mending', 'pindah']","[('kenapa', 'sudah'), ('sudah', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'jelek'), ('jelek', 'lag'), ('lag', 'lag'), ('lag', 'jelas'), ('jelas', 'dalam'), ('dalam', 'tanding'), ('tanding', 'patah'), ('patah', 'patah'), ('patah', 'tibatiba'), ('tibatiba', 'afk'), ('afk', 'patah'), ('patah', 'patah'), ('patah', 'mending'), ('mending', 'brawl'), ('brawl', 'clasic'), ('clasic', 'patah'), ('patah', 'patah'), ('patah', 'aplikasi'), ('aplikasi', 'makin'), ('makin', 'lama'), ('lama', 'makin'), ('makin', 'berat'), ('berat', 'makin'), ('makin', 'patah'), ('patah', 'patah'), ('patah', 'tolong'), ('tolong', 'baik'), ('baik', 'sedikit'), ('sedikit', 'ringan'), ('ringan', 'jangan'), ('jangan', 'terlalu'), ('terlalu', 'berat'), ('berat', 'kasi'), ('kasi', 'pengunaan'), ('pengunaan', 'ram'), ('ram', 'kecil'), ('kecil', 'tanggap'), ('tanggap', 'ubah'), ('ubah', 'mending'), ('mending', 'pindah')]"
"['buruk', 'binatang', 'baik', 'bug', 'sinyal', 'mu']","[('buruk', 'binatang'), ('binatang', 'baik'), ('baik', 'bug'), ('bug', 'sinyal'), ('sinyal', 'mu')]"
"['halo', 'mas', 'muntun', 'tolong', 'jago', 'cape', 'gendong', 'pasti', 'menang', 'kalah', 'menang', 'kalah', 'percaya', 'akun', 'sutsujinkw', 'pindah', 'terimakasih']","[('halo', 'mas'), ('mas', 'muntun'), ('muntun', 'tolong'), ('tolong', 'jago'), ('jago', 'cape'), ('cape', 'gendong'), ('gendong', 'pasti'), ('pasti', 'menang'), ('menang', 'kalah'), ('kalah', 'menang'), ('menang', 'kalah'), ('kalah', 'percaya'), ('percaya', 'akun'), ('akun', 'sutsujinkw'), ('sutsujinkw', 'pindah'), ('pindah', 'terimakasih')]"
"['lag', 'banyak', 'emperor']","[('lag', 'banyak'), ('banyak', 'emperor')]"
"['mohon', 'baik', 'eror', 'bnyk', 'gelap']","[('mohon', 'baik'), ('baik', 'eror'), ('eror', 'bnyk'), ('bnyk', 'gelap')]"
"['ban', 'akun', 'lama', 'dri', 'defeet', 'mllu']","[('ban', 'akun'), ('akun', 'lama'), ('lama', 'dri'), ('dri', 'defeet'), ('defeet', 'mllu')]"
"['lag', 'server', 'bug', 'ui', 'lag', 'server', 'speed', 'on', 'lag', 'gerak', 'speed', 'off', 'lag', 'gerak', 'bug', 'ui', 'bug', 'tanding', 'draft', 'pasuk', 'tanding']","[('lag', 'server'), ('server', 'bug'), ('bug', 'ui'), ('ui', 'lag'), ('lag', 'server'), ('server', 'speed'), ('speed', 'on'), ('on', 'lag'), ('lag', 'gerak'), ('gerak', 'speed'), ('speed', 'off'), ('off', 'lag'), ('lag', 'gerak'), ('gerak', 'bug'), ('bug', 'ui'), ('ui', 'bug'), ('bug', 'tanding'), ('tanding', 'draft'), ('draft', 'pasuk'), ('pasuk', 'tanding')]"
"['ap', 'anjing']","[('ap', 'anjing')]"
"['maaf', 'hapus', 'males', 'beban', 'teman', 'lama', 'pensi', 'terimakasih', 'banyak', 'nemenin', 'mungkin', 'nanti', 'kapankapan']","[('maaf', 'hapus'), ('hapus', 'males'), ('males', 'beban'), ('beban', 'teman'), ('teman', 'lama'), ('lama', 'pensi'), ('pensi', 'terimakasih'), ('terimakasih', 'banyak'), ('banyak', 'nemenin'), ('nemenin', 'mungkin'), ('mungkin', 'nanti'), ('nanti', 'kapankapan')]"
"['banyak', 'gelap']","[('banyak', 'gelap')]"
"['orng', 'baru', 'pertama', 'mending', 'usah', 'happy', 'tenang', 'gan', 'stres', 'pusing']","[('orng', 'baru'), ('baru', 'pertama'), ('pertama', 'mending'), ('mending', 'usah'), ('usah', 'happy'), ('happy', 'tenang'), ('tenang', 'gan'), ('gan', 'stres'), ('stres', 'pusing')]"
"['ketemu', 'gelap', 'mana', 'mana', 'jelas']","[('ketemu', 'gelap'), ('gelap', 'mana'), ('mana', 'mana'), ('mana', 'jelas')]"
"['tolol', 'kalah']","[('tolol', 'kalah')]"
"['rusak', 'lol']","[('rusak', 'lol')]"
"['stres', 'isi', 'gelap', 'swmua']","[('stres', 'isi'), ('isi', 'gelap'), ('gelap', 'swmua')]"
"['makin', 'update', 'makin', 'lag', 'jelas', 'loogin', 'sampai', 'gerak', 'lancar', 'tetap', 'ngaruh', 'sekian', 'terimakasih', 'gaji']","[('makin', 'update'), ('update', 'makin'), ('makin', 'lag'), ('lag', 'jelas'), ('jelas', 'loogin'), ('loogin', 'sampai'), ('sampai', 'gerak'), ('gerak', 'lancar'), ('lancar', 'tetap'), ('tetap', 'ngaruh'), ('ngaruh', 'sekian'), ('sekian', 'terimakasih'), ('terimakasih', 'gaji')]"
"['adil', 'dalam', 'pilih', 'bot', 'semua', 'sedang', 'musuh', 'jago', 'jago']","[('adil', 'dalam'), ('dalam', 'pilih'), ('pilih', 'bot'), ('bot', 'semua'), ('semua', 'sedang'), ('sedang', 'musuh'), ('musuh', 'jago'), ('jago', 'jago')]"
"['adill', 'dalam', 'bagi', 'banyak', 'gelap', 'musuh', 'gg', 'bot']","[('adill', 'dalam'), ('dalam', 'bagi'), ('bagi', 'banyak'), ('banyak', 'gelap'), ('gelap', 'musuh'), ('musuh', 'gg'), ('gg', 'bot')]"
"['sinyal', 'hilang', 'mati', 'sinyal', 'pull', 'tolong', 'baik', 'sudah', 'baik', 'bintang', 'naikin', 'bintang', 'lima']","[('sinyal', 'hilang'), ('hilang', 'mati'), ('mati', 'sinyal'), ('sinyal', 'pull'), ('pull', 'tolong'), ('tolong', 'baik'), ('baik', 'sudah'), ('sudah', 'baik'), ('baik', 'bintang'), ('bintang', 'naikin'), ('naikin', 'bintang'), ('bintang', 'lima')]"
"['percuma', 'update', 'cape', 'sumpah', 'bot', 'musuh', 'sakit', 'banya', 'buuf', 'buka', 'update', 'makin', 'bagus', 'mah', 'makin', 'parah', 'dasar', 'gaje', 'lol']","[('percuma', 'update'), ('update', 'cape'), ('cape', 'sumpah'), ('sumpah', 'bot'), ('bot', 'musuh'), ('musuh', 'sakit'), ('sakit', 'banya'), ('banya', 'buuf'), ('buuf', 'buka'), ('buka', 'update'), ('update', 'makin'), ('makin', 'bagus'), ('bagus', 'mah'), ('mah', 'makin'), ('makin', 'parah'), ('parah', 'dasar'), ('dasar', 'gaje'), ('gaje', 'lol')]"
"['grafik', 'bagus', 'tetapi', 'jangan', 'mainin', 'samsung', 'oppo']","[('grafik', 'bagus'), ('bagus', 'tetapi'), ('tetapi', 'jangan'), ('jangan', 'mainin'), ('mainin', 'samsung'), ('samsung', 'oppo')]"
"['sial', 'ajg', 'kasi', 'teman', 'draksistem']","[('sial', 'ajg'), ('ajg', 'kasi'), ('kasi', 'teman'), ('teman', 'draksistem')]"
"['beres', 'lek', 'sinyal', 'pin', 'bagus', 'gerak', 'jelek', 'buruk']","[('beres', 'lek'), ('lek', 'sinyal'), ('sinyal', 'pin'), ('pin', 'bagus'), ('bagus', 'gerak'), ('gerak', 'jelek'), ('jelek', 'buruk')]"
"['banyak', 'gelap', 'minimal', 'banget', 'mvp', 'turun', 'bintang', 'lebih', 'baik', 'kalah', 'mvp', 'bintang', 'bayangin', 'gendong', 'gendong', 'ujung', 'ujung', 'kalah', 'aneh', 'gendong', 'rugi', 'bahkan', 'ngerti']","[('banyak', 'gelap'), ('gelap', 'minimal'), ('minimal', 'banget'), ('banget', 'mvp'), ('mvp', 'turun'), ('turun', 'bintang'), ('bintang', 'lebih'), ('lebih', 'baik'), ('baik', 'kalah'), ('kalah', 'mvp'), ('mvp', 'bintang'), ('bintang', 'bayangin'), ('bayangin', 'gendong'), ('gendong', 'gendong'), ('gendong', 'ujung'), ('ujung', 'ujung'), ('ujung', 'kalah'), ('kalah', 'aneh'), ('aneh', 'gendong'), ('gendong', 'rugi'), ('rugi', 'bahkan'), ('bahkan', 'ngerti')]"
"['nek', 'ngekeii', 'genah', 'tel', 'gatel']","[('nek', 'ngekeii'), ('ngekeii', 'genah'), ('genah', 'tel'), ('tel', 'gatel')]"
"['tolong', 'koneksi', 'diperbaikigua', 'kalah', 'gara', 'koneksi', 'stabil']","[('tolong', 'koneksi'), ('koneksi', 'diperbaikigua'), ('diperbaikigua', 'kalah'), ('kalah', 'gara'), ('gara', 'koneksi'), ('koneksi', 'stabil')]"
"['elek', 'masa', 'sinyal', 'ijo', 'lag', 'niat', 'bintang', 'lawak', 'sinyal', 'perhati', 'su']","[('elek', 'masa'), ('masa', 'sinyal'), ('sinyal', 'ijo'), ('ijo', 'lag'), ('lag', 'niat'), ('niat', 'bintang'), ('bintang', 'lawak'), ('lawak', 'sinyal'), ('sinyal', 'perhati'), ('perhati', 'su')]"
"['hama', 'draft', 'bug', 'hama', 'jelas', 'hama']","[('hama', 'draft'), ('draft', 'bug'), ('bug', 'hama'), ('hama', 'jelas'), ('jelas', 'hama')]"
"['lag', 'ping', 'jumping', 'sinyal', 'bagus']","[('lag', 'ping'), ('ping', 'jumping'), ('jumping', 'sinyal'), ('sinyal', 'bagus')]"
"['tolong', 'masa', 'lag', 'trs', 'tadi']","[('tolong', 'masa'), ('masa', 'lag'), ('lag', 'trs'), ('trs', 'tadi')]"
"['bug', 'sinyal', 'bner']","[('bug', 'sinyal'), ('sinyal', 'bner')]"
"['tolong', 'sinyal', 'rusak', 'iya', 'loby', 'sinyal', 'hijau', 'trs', 'dalam', 'sinyal', 'merah', 'kuning', 'beri', 'bintang', 'lima', 'bukan', 'rekomendasitapi', 'biar', 'komenan', 'lihat', 'tindak', 'lanjut', 'meryport', 'jelasjelas', 'mangganggu', 'kog', 'kena', 'pelanggaranini', 'adi', 'banget', 'sinyal', 'lag', 'buka', 'pemberitahuan', 'sinyal', 'setabil', 'kog', 'malh', 'afk', 'gimana', 'maksud', 'minimal', 'adil']","[('tolong', 'sinyal'), ('sinyal', 'rusak'), ('rusak', 'iya'), ('iya', 'loby'), ('loby', 'sinyal'), ('sinyal', 'hijau'), ('hijau', 'trs'), ('trs', 'dalam'), ('dalam', 'sinyal'), ('sinyal', 'merah'), ('merah', 'kuning'), ('kuning', 'beri'), ('beri', 'bintang'), ('bintang', 'lima'), ('lima', 'bukan'), ('bukan', 'rekomendasitapi'), ('rekomendasitapi', 'biar'), ('biar', 'komenan'), ('komenan', 'lihat'), ('lihat', 'tindak'), ('tindak', 'lanjut'), ('lanjut', 'meryport'), ('meryport', 'jelasjelas'), ('jelasjelas', 'mangganggu'), ('mangganggu', 'kog'), ('kog', 'kena'), ('kena', 'pelanggaranini'), ('pelanggaranini', 'adi'), ('adi', 'banget'), ('banget', 'sinyal'), ('sinyal', 'lag'), ('lag', 'buka'), ('buka', 'pemberitahuan'), ('pemberitahuan', 'sinyal'), ('sinyal', 'setabil'), ('setabil', 'kog'), ('kog', 'malh'), ('malh', 'afk'), ('afk', 'gimana'), ('gimana', 'maksud'), ('maksud', 'minimal'), ('minimal', 'adil')]"
"['he', 'kena', 'afk', 'gara', 'sinyal', 'd', 'berhentiin', 'paket', 'unlimited', 'edition', 'tolong', 'd', 'baik', 'bagus', 'kog']","[('he', 'kena'), ('kena', 'afk'), ('afk', 'gara'), ('gara', 'sinyal'), ('sinyal', 'd'), ('d', 'berhentiin'), ('berhentiin', 'paket'), ('paket', 'unlimited'), ('unlimited', 'edition'), ('edition', 'tolong'), ('tolong', 'd'), ('d', 'baik'), ('baik', 'bagus'), ('bagus', 'kog')]"
"['sinyal', 'jelek']","[('sinyal', 'jelek')]"
"['ngasi', 'benar', 'dr', 'kemarin', 'sesoen', 'sampai', 'sekarang', 'jls', 'sudah', 'mabar', 'epic', 'klau', 'org', 'komen', 'tanggap', 'tondasar', 'jls']","[('ngasi', 'benar'), ('benar', 'dr'), ('dr', 'kemarin'), ('kemarin', 'sesoen'), ('sesoen', 'sampai'), ('sampai', 'sekarang'), ('sekarang', 'jls'), ('jls', 'sudah'), ('sudah', 'mabar'), ('mabar', 'epic'), ('epic', 'klau'), ('klau', 'org'), ('org', 'komen'), ('komen', 'tanggap'), ('tanggap', 'tondasar'), ('tondasar', 'jls')]"
"['iqoo', 'neo', 'chipset', 'snapdragon', 'gen', 'masa', 'iya', 'panas', 'sedikit', 'langsung', 'redup', 'cerah', 'redup', 'sudah', 'beberapa', 'report', 'tetapi', 'solusi']","[('iqoo', 'neo'), ('neo', 'chipset'), ('chipset', 'snapdragon'), ('snapdragon', 'gen'), ('gen', 'masa'), ('masa', 'iya'), ('iya', 'panas'), ('panas', 'sedikit'), ('sedikit', 'langsung'), ('langsung', 'redup'), ('redup', 'cerah'), ('cerah', 'redup'), ('redup', 'sudah'), ('sudah', 'beberapa'), ('beberapa', 'report'), ('report', 'tetapi'), ('tetapi', 'solusi')]"
"['gim', 'seru']","[('gim', 'seru')]"
"['bagus', 'patah', 'jelas']","[('bagus', 'patah'), ('patah', 'jelas')]"
"['ngasi', 'musuh', 'pandang', 'capek', 'jir', 'push', 'naik', 'turun', 'naik', 'turun', 'kapan', 'imonya', 'kompak', 'musuh', 'turun', 'imo', 'semua', 'epik', 'kelar', 'kelar', 'capek', 'jirr']","[('ngasi', 'musuh'), ('musuh', 'pandang'), ('pandang', 'capek'), ('capek', 'jir'), ('jir', 'push'), ('push', 'naik'), ('naik', 'turun'), ('turun', 'naik'), ('naik', 'turun'), ('turun', 'kapan'), ('kapan', 'imonya'), ('imonya', 'kompak'), ('kompak', 'musuh'), ('musuh', 'turun'), ('turun', 'imo'), ('imo', 'semua'), ('semua', 'epik'), ('epik', 'kelar'), ('kelar', 'kelar'), ('kelar', 'capek'), ('capek', 'jirr')]"
"['bug', 'mu', 'rusak', 'jing']","[('bug', 'mu'), ('mu', 'rusak'), ('rusak', 'jing')]"
"['buruk', 'dunia']","[('buruk', 'dunia')]"
"['selalu', 'buruk', 'hijau', 'buruk']","[('selalu', 'buruk'), ('buruk', 'hijau'), ('hijau', 'buruk')]"
