userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
Den Fik,"game lu udah ada cheater 2 x gue kena, di report tapi ga ke baca sistem, payah",11.1.1.1,"game lu udah ada cheater 2 x gue kena, di report tapi ga ke baca sistem, payah","[('game', 'lu'), ('lu', 'udah'), ('udah', 'ada'), ('ada', 'cheater'), ('cheater', '2'), ('2', 'x'), ('x', 'gue'), ('gue', 'kena'), ('kena', ','), (',', 'di'), ('di', 'report'), ('report', 'tapi'), ('tapi', 'ga'), ('ga', 'ke'), ('ke', 'baca'), ('baca', 'sistem'), ('sistem', ','), (',', 'payah')]","[('game', 'lu'), ('lu', 'udah'), ('udah', 'ada'), ('ada', 'cheater'), ('cheater',), ('x',), ('x', 'gue'), ('gue', 'kena'), ('kena',), ('di',), ('di', 'report'), ('report', 'tapi'), ('tapi', 'ga'), ('ga', 'ke'), ('ke', 'baca'), ('baca', 'sistem'), ('sistem',), ('payah',)]","[('game', 'lu'), ('lu', 'udah'), ('udah', 'ada'), ('ada', 'cheater'), ('cheater',), ('x',), ('x', 'gue'), ('gue', 'kena'), ('kena',), ('di',), ('di', 'report'), ('report', 'tapi'), ('tapi', 'ga'), ('ga', 'ke'), ('ke', 'baca'), ('baca', 'sistem'), ('sistem',), ('payah',)]","[('game', 'lu'), ('lu', 'udah'), ('udah', 'ada'), ('ada', 'cheater'), ('cheater',), ('x',), ('x', 'gue'), ('gue', 'kena'), ('kena',), ('di',), ('di', 'report'), ('report', 'tapi'), ('tapi', 'ga'), ('ga', 'ke'), ('ke', 'baca'), ('baca', 'sistem'), ('sistem',), ('payah',)]","[('game', 'lu'), ('lu', 'udah'), ('udah', 'ada'), ('ada', 'cheater'), ('cheater',), ('x',), ('x', 'gue'), ('gue', 'kena'), ('kena',), ('di',), ('di', 'report'), ('report', 'tapi'), ('tapi', 'ga'), ('ga', 'ke'), ('ke', 'baca'), ('baca', 'sistem'), ('sistem',), ('payah',)]"
Alistha Rahmadhania,Game bagus dan menarik banget,,game bagus dan menarik banget,"[('game', 'bagus'), ('bagus', 'dan'), ('dan', 'menarik'), ('menarik', 'banget')]","[('game', 'bagus'), ('bagus', 'dan'), ('dan', 'menarik'), ('menarik', 'banget')]","[('game', 'bagus'), ('bagus', 'dan'), ('dan', 'tarik'), ('tarik', 'banget')]","[('game', 'bagus'), ('bagus', 'dan'), ('dan', 'tarik'), ('tarik', 'banget')]","[('game', 'bagus'), ('bagus', 'dan'), ('dan', 'tarik'), ('tarik', 'banget')]"
Rifaldo28 Abian07,geme burik kasih bintangc 1 aj,11.1.1.4,geme burik kasih bintangc 1 aj,"[('geme', 'burik'), ('burik', 'kasih'), ('kasih', 'bintangc'), ('bintangc', '1'), ('1', 'aj')]","[('geme', 'burik'), ('burik', 'kasih'), ('kasih', 'bintangc'), ('bintangc',), ('aj',)]","[('geme', 'burik'), ('burik', 'kasih'), ('kasih', 'bintangc'), ('bintangc',), ('aj',)]","[('geme', 'burik'), ('burik', 'kasih'), ('kasih', 'bintangc'), ('bintangc',), ('aj',)]","[('geme', 'burik'), ('burik', 'kasih'), ('kasih', 'bintangc'), ('bintangc',), ('aj',)]"
Vina Ruru,sekarang download data gak bisa pake wifi dulu bisa lancar aja,11.1.1.4,sekarang download data gak bisa pake wifi dulu bisa lancar aja,"[('sekarang', 'download'), ('download', 'data'), ('data', 'gak'), ('gak', 'bisa'), ('bisa', 'pake'), ('pake', 'wifi'), ('wifi', 'dulu'), ('dulu', 'bisa'), ('bisa', 'lancar'), ('lancar', 'aja')]","[('sekarang', 'download'), ('download', 'data'), ('data', 'gak'), ('gak', 'bisa'), ('bisa', 'pake'), ('pake', 'wifi'), ('wifi', 'dulu'), ('dulu', 'bisa'), ('bisa', 'lancar'), ('lancar', 'aja')]","[('sekarang', 'download'), ('download', 'data'), ('data', 'gak'), ('gak', 'bisa'), ('bisa', 'pake'), ('pake', 'wifi'), ('wifi', 'dulu'), ('dulu', 'bisa'), ('bisa', 'lancar'), ('lancar', 'aja')]","[('sekarang', 'download'), ('download', 'data'), ('data', 'gak'), ('gak', 'bisa'), ('bisa', 'pake'), ('pake', 'wifi'), ('wifi', 'dulu'), ('dulu', 'bisa'), ('bisa', 'lancar'), ('lancar', 'aja')]","[('sekarang', 'download'), ('download', 'data'), ('data', 'gak'), ('gak', 'bisa'), ('bisa', 'pake'), ('pake', 'wifi'), ('wifi', 'dulu'), ('dulu', 'bisa'), ('bisa', 'lancar'), ('lancar', 'aja')]"
Sahroni Oni,"sering bug padahal jaringan gak ada masalah, terus yang di hukum malam player nya game gak adil game Auh gelap",11.1.1.4,"sering bug padahal jaringan gak ada masalah, terus yang di hukum malam player nya game gak adil game auh gelap","[('sering', 'bug'), ('bug', 'padahal'), ('padahal', 'jaringan'), ('jaringan', 'gak'), ('gak', 'ada'), ('ada', 'masalah'), ('masalah', ','), (',', 'terus'), ('terus', 'yang'), ('yang', 'di'), ('di', 'hukum'), ('hukum', 'malam'), ('malam', 'player'), ('player', 'nya'), ('nya', 'game'), ('game', 'gak'), ('gak', 'adil'), ('adil', 'game'), ('game', 'auh'), ('auh', 'gelap')]","[('sering', 'bug'), ('bug', 'padahal'), ('padahal', 'jaringan'), ('jaringan', 'gak'), ('gak', 'ada'), ('ada', 'masalah'), ('masalah',), ('terus',), ('terus', 'yang'), ('yang', 'di'), ('di', 'hukum'), ('hukum', 'malam'), ('malam', 'player'), ('player', 'nya'), ('nya', 'game'), ('game', 'gak'), ('gak', 'adil'), ('adil', 'game'), ('game', 'auh'), ('auh', 'gelap')]","[('sering', 'bug'), ('bug', 'padahal'), ('padahal', 'jaring'), ('jaring', 'gak'), ('gak', 'ada'), ('ada', 'masalah'), ('masalah',), ('terus',), ('terus', 'yang'), ('yang', 'di'), ('di', 'hukum'), ('hukum', 'malam'), ('malam', 'player'), ('player', 'nya'), ('nya', 'game'), ('game', 'gak'), ('gak', 'adil'), ('adil', 'game'), ('game', 'auh'), ('auh', 'gelap')]","[('sering', 'bug'), ('bug', 'padahal'), ('padahal', 'jaring'), ('jaring', 'gak'), ('gak', 'ada'), ('ada', 'masalah'), ('masalah',), ('terus',), ('terus', 'yang'), ('yang', 'di'), ('di', 'hukum'), ('hukum', 'malam'), ('malam', 'player'), ('player', 'nya'), ('nya', 'game'), ('game', 'gak'), ('gak', 'adil'), ('adil', 'game'), ('game', 'auh'), ('auh', 'gelap')]","[('sering', 'bug'), ('bug', 'padahal'), ('padahal', 'jaring'), ('jaring', 'gak'), ('gak', 'ada'), ('ada', 'masalah'), ('masalah',), ('terus',), ('terus', 'yang'), ('yang', 'di'), ('di', 'hukum'), ('hukum', 'malam'), ('malam', 'player'), ('player', 'nya'), ('nya', 'game'), ('game', 'gak'), ('gak', 'adil'), ('adil', 'game'), ('game', 'auh'), ('auh', 'gelap')]"
el ply20,next,10.5.1.15,next,[],[],[],[],[]
Awal 001,Nanti saya comeback Lgi !!,10.2.1.7,nanti saya comeback lgi !!,"[('nanti', 'saya'), ('saya', 'comeback'), ('comeback', 'lgi'), ('lgi', '!'), ('!', '!')]","[('nanti', 'saya'), ('saya', 'comeback'), ('comeback', 'lgi'), ('lgi',)]","[('nanti', 'saya'), ('saya', 'comeback'), ('comeback', 'lgi'), ('lgi',)]","[('nanti', 'saya'), ('saya', 'comeback'), ('comeback', 'lgi'), ('lgi',)]","[('nanti', 'saya'), ('saya', 'comeback'), ('comeback', 'lgi'), ('lgi',)]"
Sylvester Nadek,sangat bagus,,sangat bagus,"[('sangat', 'bagus')]","[('sangat', 'bagus')]","[('sangat', 'bagus')]","[('sangat', 'bagus')]","[('sangat', 'bagus')]"
Andrey,"Uninstall dulu jaringan(data) lag ketika war 5v5,",11.1.1.4,"uninstall dulu jaringan(data) lag ketika war 5v5,","[('uninstall', 'dulu'), ('dulu', 'jaringan'), ('jaringan', '('), ('(', 'data'), ('data', ')'), (')', 'lag'), ('lag', 'ketika'), ('ketika', 'war'), ('war', '5v5'), ('5v5', ',')]","[('uninstall', 'dulu'), ('dulu', 'jaringan'), ('jaringan',), ('data',), ('data',), ('lag',), ('lag', 'ketika'), ('ketika', 'war'), ('war', 'v'), ('v',)]","[('uninstall', 'dulu'), ('dulu', 'jaring'), ('jaring',), ('data',), ('data',), ('lag',), ('lag', 'ketika'), ('ketika', 'war'), ('war', 'v'), ('v',)]","[('uninstall', 'dulu'), ('dulu', 'jaring'), ('jaring',), ('data',), ('data',), ('lag',), ('lag', 'ketika'), ('ketika', 'war'), ('war', 'v'), ('v',)]","[('uninstall', 'dulu'), ('dulu', 'jaring'), ('jaring',), ('data',), ('data',), ('lag',), ('lag', 'ketika'), ('ketika', 'war'), ('war', 'v'), ('v',)]"
Ukiyo Ace,game team tolol,,game team tolol,"[('game', 'team'), ('team', 'tolol')]","[('game', 'team'), ('team', 'tolol')]","[('game', 'team'), ('team', 'tolol')]","[('game', 'team'), ('team', 'tolol')]","[('game', 'team'), ('team', 'tolol')]"
Idonk TRADER,game nya bagus grafiknya bagus tapi tolong hero yang boros mana bisa dikasih tidak ada mana nya ya tolong seperti lam tolong plisss,11.1.1.4,game nya bagus grafiknya bagus tapi tolong hero yang boros mana bisa dikasih tidak ada mana nya ya tolong seperti lam tolong plisss,"[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'grafiknya'), ('grafiknya', 'bagus'), ('bagus', 'tapi'), ('tapi', 'tolong'), ('tolong', 'hero'), ('hero', 'yang'), ('yang', 'boros'), ('boros', 'mana'), ('mana', 'bisa'), ('bisa', 'dikasih'), ('dikasih', 'tidak'), ('tidak', 'ada'), ('ada', 'mana'), ('mana', 'nya'), ('nya', 'ya'), ('ya', 'tolong'), ('tolong', 'seperti'), ('seperti', 'lam'), ('lam', 'tolong'), ('tolong', 'plisss')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'grafiknya'), ('grafiknya', 'bagus'), ('bagus', 'tapi'), ('tapi', 'tolong'), ('tolong', 'hero'), ('hero', 'yang'), ('yang', 'boros'), ('boros', 'mana'), ('mana', 'bisa'), ('bisa', 'dikasih'), ('dikasih', 'tidak'), ('tidak', 'ada'), ('ada', 'mana'), ('mana', 'nya'), ('nya', 'ya'), ('ya', 'tolong'), ('tolong', 'seperti'), ('seperti', 'lam'), ('lam', 'tolong'), ('tolong', 'plis')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'grafik'), ('grafik', 'bagus'), ('bagus', 'tapi'), ('tapi', 'tolong'), ('tolong', 'hero'), ('hero', 'yang'), ('yang', 'boros'), ('boros', 'mana'), ('mana', 'bisa'), ('bisa', 'kasih'), ('kasih', 'tidak'), ('tidak', 'ada'), ('ada', 'mana'), ('mana', 'nya'), ('nya', 'ya'), ('ya', 'tolong'), ('tolong', 'seperti'), ('seperti', 'lam'), ('lam', 'tolong'), ('tolong', 'plis')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'grafik'), ('grafik', 'bagus'), ('bagus', 'tapi'), ('tapi', 'tolong'), ('tolong', 'hero'), ('hero', 'yang'), ('yang', 'boros'), ('boros', 'mana'), ('mana', 'bisa'), ('bisa', 'kasih'), ('kasih', 'tidak'), ('tidak', 'ada'), ('ada', 'mana'), ('mana', 'nya'), ('nya', 'ya'), ('ya', 'tolong'), ('tolong', 'seperti'), ('seperti', 'lam'), ('lam', 'tolong'), ('tolong', 'plis')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus', 'grafik'), ('grafik', 'bagus'), ('bagus', 'tapi'), ('tapi', 'tolong'), ('tolong', 'hero'), ('hero', 'yang'), ('yang', 'boros'), ('boros', 'mana'), ('mana', 'bisa'), ('bisa', 'kasih'), ('kasih', 'tidak'), ('tidak', 'ada'), ('ada', 'mana'), ('mana', 'nya'), ('nya', 'ya'), ('ya', 'tolong'), ('tolong', 'seperti'), ('seperti', 'lam'), ('lam', 'tolong'), ('tolong', 'plis')]"
ujang maman,tolonglah untuk meringankan dihp kentang,10.2.1.3,tolonglah untuk meringankan dihp kentang,"[('tolonglah', 'untuk'), ('untuk', 'meringankan'), ('meringankan', 'dihp'), ('dihp', 'kentang')]","[('tolonglah', 'untuk'), ('untuk', 'meringankan'), ('meringankan', 'dihp'), ('dihp', 'kentang')]","[('tolong', 'untuk'), ('untuk', 'ringan'), ('ringan', 'dihp'), ('dihp', 'kentang')]","[('tolong', 'untuk'), ('untuk', 'ringan'), ('ringan', 'dihp'), ('dihp', 'kentang')]","[('tolong', 'untuk'), ('untuk', 'ringan'), ('ringan', 'dihp'), ('dihp', 'kentang')]"
Muh ferdi Herdiansyah,"Wah hero gratisnya dikit banget ya, tapi untung ada rotasi mingguan… kalau sempat main minggu depan 😹",,"wah hero gratisnya dikit banget ya, tapi untung ada rotasi mingguan… kalau sempat main minggu depan 😹","[('wah', 'hero'), ('hero', 'gratisnya'), ('gratisnya', 'dikit'), ('dikit', 'banget'), ('banget', 'ya'), ('ya', ','), (',', 'tapi'), ('tapi', 'untung'), ('untung', 'ada'), ('ada', 'rotasi'), ('rotasi', 'mingguan…'), ('mingguan…', 'kalau'), ('kalau', 'sempat'), ('sempat', 'main'), ('main', 'minggu'), ('minggu', 'depan'), ('depan', '😹')]","[('wah', 'hero'), ('hero', 'gratisnya'), ('gratisnya', 'dikit'), ('dikit', 'banget'), ('banget', 'ya'), ('ya',), ('tapi',), ('tapi', 'untung'), ('untung', 'ada'), ('ada', 'rotasi'), ('rotasi', 'mingguan'), ('mingguan', 'kalau'), ('kalau', 'sempat'), ('sempat', 'main'), ('main', 'minggu'), ('minggu', 'depan'), ('depan',)]","[('wah', 'hero'), ('hero', 'gratis'), ('gratis', 'dikit'), ('dikit', 'banget'), ('banget', 'ya'), ('ya',), ('tapi',), ('tapi', 'untung'), ('untung', 'ada'), ('ada', 'rotasi'), ('rotasi', 'minggu'), ('minggu', 'kalau'), ('kalau', 'sempat'), ('sempat', 'main'), ('main', 'minggu'), ('minggu', 'depan'), ('depan',)]","[('wah', 'hero'), ('hero', 'gratis'), ('gratis', 'dikit'), ('dikit', 'banget'), ('banget', 'ya'), ('ya',), ('tapi',), ('tapi', 'untung'), ('untung', 'ada'), ('ada', 'rotasi'), ('rotasi', 'minggu'), ('minggu', 'kalau'), ('kalau', 'sempat'), ('sempat', 'main'), ('main', 'minggu'), ('minggu', 'depan'), ('depan',)]","[('wah', 'hero'), ('hero', 'gratis'), ('gratis', 'dikit'), ('dikit', 'banget'), ('banget', 'ya'), ('ya',), ('tapi',), ('tapi', 'untung'), ('untung', 'ada'), ('ada', 'rotasi'), ('rotasi', 'minggu'), ('minggu', 'kalau'), ('kalau', 'sempat'), ('sempat', 'main'), ('main', 'minggu'), ('minggu', 'depan'), ('depan',)]"
ahmad ryan,"Lawannya bot mulu bosen,tiap musuh nya kabur darah sekarat aku setengah tiba tiba ada temen nya banyakan lagi males Hok buriqqqqq",,"lawannya bot mulu bosen,tiap musuh nya kabur darah sekarat aku setengah tiba tiba ada temen nya banyakan lagi males hok buriqqqqq","[('lawannya', 'bot'), ('bot', 'mulu'), ('mulu', 'bosen'), ('bosen', ','), (',', 'tiap'), ('tiap', 'musuh'), ('musuh', 'nya'), ('nya', 'kabur'), ('kabur', 'darah'), ('darah', 'sekarat'), ('sekarat', 'aku'), ('aku', 'setengah'), ('setengah', 'tiba'), ('tiba', 'tiba'), ('tiba', 'ada'), ('ada', 'temen'), ('temen', 'nya'), ('nya', 'banyakan'), ('banyakan', 'lagi'), ('lagi', 'males'), ('males', 'hok'), ('hok', 'buriqqqqq')]","[('lawannya', 'bot'), ('bot', 'mulu'), ('mulu', 'bosen'), ('bosen',), ('tiap',), ('tiap', 'musuh'), ('musuh', 'nya'), ('nya', 'kabur'), ('kabur', 'darah'), ('darah', 'sekarat'), ('sekarat', 'aku'), ('aku', 'setengah'), ('setengah', 'tiba'), ('tiba', 'tiba'), ('tiba', 'ada'), ('ada', 'temen'), ('temen', 'nya'), ('nya', 'banyakan'), ('banyakan', 'lagi'), ('lagi', 'males'), ('males', 'hok'), ('hok', 'buriq')]","[('lawan', 'bot'), ('bot', 'mulu'), ('mulu', 'bosen'), ('bosen',), ('tiap',), ('tiap', 'musuh'), ('musuh', 'nya'), ('nya', 'kabur'), ('kabur', 'darah'), ('darah', 'sekarat'), ('sekarat', 'aku'), ('aku', 'tengah'), ('tengah', 'tiba'), ('tiba', 'tiba'), ('tiba', 'ada'), ('ada', 'temen'), ('temen', 'nya'), ('nya', 'banyak'), ('banyak', 'lagi'), ('lagi', 'males'), ('males', 'hok'), ('hok', 'buriq')]","[('lawan', 'bot'), ('bot', 'mulu'), ('mulu', 'bosen'), ('bosen',), ('tiap',), ('tiap', 'musuh'), ('musuh', 'nya'), ('nya', 'kabur'), ('kabur', 'darah'), ('darah', 'sekarat'), ('sekarat', 'aku'), ('aku', 'tengah'), ('tengah', 'tiba'), ('tiba', 'tiba'), ('tiba', 'ada'), ('ada', 'temen'), ('temen', 'nya'), ('nya', 'banyak'), ('banyak', 'lagi'), ('lagi', 'males'), ('males', 'hok'), ('hok', 'buriq')]","[('lawan', 'bot'), ('bot', 'mulu'), ('mulu', 'bosen'), ('bosen',), ('tiap',), ('tiap', 'musuh'), ('musuh', 'nya'), ('nya', 'kabur'), ('kabur', 'darah'), ('darah', 'sekarat'), ('sekarat', 'aku'), ('aku', 'tengah'), ('tengah', 'tiba'), ('tiba', 'tiba'), ('tiba', 'ada'), ('ada', 'temen'), ('temen', 'nya'), ('nya', 'banyak'), ('banyak', 'lagi'), ('lagi', 'males'), ('males', 'hok'), ('hok', 'buriq')]"
Cikal Muslim,"game ta! ada event epik dr.bian,udh 30x gaca kga dapet"", kalo mau event jgn main sosial,mending login aja udh",11.1.1.4,"game ta! ada event epik dr.bian,udh 30x gaca kga dapet"", kalo mau event jgn main sosial,mending login aja udh","[('game', 'ta'), ('ta', '!'), ('!', 'ada'), ('ada', 'event'), ('event', 'epik'), ('epik', 'dr.bian'), ('dr.bian', ','), (',', 'udh'), ('udh', '30x'), ('30x', 'gaca'), ('gaca', 'kga'), ('kga', 'dapet'), ('dapet', ""''""), (""''"", ','), (',', 'kalo'), ('kalo', 'mau'), ('mau', 'event'), ('event', 'jgn'), ('jgn', 'main'), ('main', 'sosial'), ('sosial', ','), (',', 'mending'), ('mending', 'login'), ('login', 'aja'), ('aja', 'udh')]","[('game', 'ta'), ('ta',), ('ada',), ('ada', 'event'), ('event', 'epik'), ('epik', 'drbian'), ('drbian',), ('udh',), ('udh', 'x'), ('x', 'gaca'), ('gaca', 'kga'), ('kga', 'dapet'), ('dapet',), ('kalo',), ('kalo', 'mau'), ('mau', 'event'), ('event', 'jgn'), ('jgn', 'main'), ('main', 'sosial'), ('sosial',), ('mending',), ('mending', 'login'), ('login', 'aja'), ('aja', 'udh')]","[('game', 'ta'), ('ta',), ('ada',), ('ada', 'event'), ('event', 'epik'), ('epik', 'drbian'), ('drbian',), ('udh',), ('udh', 'x'), ('x', 'gaca'), ('gaca', 'kga'), ('kga', 'dapet'), ('dapet',), ('kalo',), ('kalo', 'mau'), ('mau', 'event'), ('event', 'jgn'), ('jgn', 'main'), ('main', 'sosial'), ('sosial',), ('mending',), ('mending', 'login'), ('login', 'aja'), ('aja', 'udh')]","[('game', 'ta'), ('ta',), ('ada',), ('ada', 'event'), ('event', 'epik'), ('epik', 'drbian'), ('drbian',), ('udh',), ('udh', 'x'), ('x', 'gaca'), ('gaca', 'kga'), ('kga', 'dapet'), ('dapet',), ('kalo',), ('kalo', 'mau'), ('mau', 'event'), ('event', 'jgn'), ('jgn', 'main'), ('main', 'sosial'), ('sosial',), ('mending',), ('mending', 'login'), ('login', 'aja'), ('aja', 'udh')]","[('game', 'ta'), ('ta',), ('ada',), ('ada', 'event'), ('event', 'epik'), ('epik', 'drbian'), ('drbian',), ('udh',), ('udh', 'x'), ('x', 'gaca'), ('gaca', 'kga'), ('kga', 'dapet'), ('dapet',), ('kalo',), ('kalo', 'mau'), ('mau', 'event'), ('event', 'jgn'), ('jgn', 'main'), ('main', 'sosial'), ('sosial',), ('mending',), ('mending', 'login'), ('login', 'aja'), ('aja', 'udh')]"
Muhammad Rifangga,"menurutku sih honor of kings butuh gambaran lore yang lebih jelas, sangat susah untuk memahami lore dari game ini karena game ini lebih berfokus pada gameplay, bahkan gambaran primeara pun tak tertulis jelas membuat kebanyakan pemian cukup kesusahan memahami lore, untuk kedepannya aku harap game ini bisa menggambarkan lore gamenya dengan lebih jelas seperti game moba lainnya.",11.1.1.4,"menurutku sih honor of kings butuh gambaran lore yang lebih jelas, sangat susah untuk memahami lore dari game ini karena game ini lebih berfokus pada gameplay, bahkan gambaran primeara pun tak tertulis jelas membuat kebanyakan pemian cukup kesusahan memahami lore, untuk kedepannya aku harap game ini bisa menggambarkan lore gamenya dengan lebih jelas seperti game moba lainnya.","[('menurutku', 'sih'), ('sih', 'honor'), ('honor', 'of'), ('of', 'kings'), ('kings', 'butuh'), ('butuh', 'gambaran'), ('gambaran', 'lore'), ('lore', 'yang'), ('yang', 'lebih'), ('lebih', 'jelas'), ('jelas', ','), (',', 'sangat'), ('sangat', 'susah'), ('susah', 'untuk'), ('untuk', 'memahami'), ('memahami', 'lore'), ('lore', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'karena'), ('karena', 'game'), ('game', 'ini'), ('ini', 'lebih'), ('lebih', 'berfokus'), ('berfokus', 'pada'), ('pada', 'gameplay'), ('gameplay', ','), (',', 'bahkan'), ('bahkan', 'gambaran'), ('gambaran', 'primeara'), ('primeara', 'pun'), ('pun', 'tak'), ('tak', 'tertulis'), ('tertulis', 'jelas'), ('jelas', 'membuat'), ('membuat', 'kebanyakan'), ('kebanyakan', 'pemian'), ('pemian', 'cukup'), ('cukup', 'kesusahan'), ('kesusahan', 'memahami'), ('memahami', 'lore'), ('lore', ','), (',', 'untuk'), ('untuk', 'kedepannya'), ('kedepannya', 'aku'), ('aku', 'harap'), ('harap', 'game'), ('game', 'ini'), ('ini', 'bisa'), ('bisa', 'menggambarkan'), ('menggambarkan', 'lore'), ('lore', 'gamenya'), ('gamenya', 'dengan'), ('dengan', 'lebih'), ('lebih', 'jelas'), ('jelas', 'seperti'), ('seperti', 'game'), ('game', 'moba'), ('moba', 'lainnya'), ('lainnya', '.')]","[('menurutku', 'sih'), ('sih', 'honor'), ('honor', 'of'), ('of', 'kings'), ('kings', 'butuh'), ('butuh', 'gambaran'), ('gambaran', 'lore'), ('lore', 'yang'), ('yang', 'lebih'), ('lebih', 'jelas'), ('jelas',), ('sangat',), ('sangat', 'susah'), ('susah', 'untuk'), ('untuk', 'memahami'), ('memahami', 'lore'), ('lore', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'karena'), ('karena', 'game'), ('game', 'ini'), ('ini', 'lebih'), ('lebih', 'berfokus'), ('berfokus', 'pada'), ('pada', 'gameplay'), ('gameplay',), ('bahkan',), ('bahkan', 'gambaran'), ('gambaran', 'primeara'), ('primeara', 'pun'), ('pun', 'tak'), ('tak', 'tertulis'), ('tertulis', 'jelas'), ('jelas', 'membuat'), ('membuat', 'kebanyakan'), ('kebanyakan', 'pemian'), ('pemian', 'cukup'), ('cukup', 'kesusahan'), ('kesusahan', 'memahami'), ('memahami', 'lore'), ('lore',), ('untuk',), ('untuk', 'kedepannya'), ('kedepannya', 'aku'), ('aku', 'harap'), ('harap', 'game'), ('game', 'ini'), ('ini', 'bisa'), ('bisa', 'menggambarkan'), ('menggambarkan', 'lore'), ('lore', 'gamenya'), ('gamenya', 'dengan'), ('dengan', 'lebih'), ('lebih', 'jelas'), ('jelas', 'seperti'), ('seperti', 'game'), ('game', 'moba'), ('moba', 'lainnya'), ('lainnya',)]","[('turut', 'sih'), ('sih', 'honor'), ('honor', 'of'), ('of', 'kings'), ('kings', 'butuh'), ('butuh', 'gambar'), ('gambar', 'lore'), ('lore', 'yang'), ('yang', 'lebih'), ('lebih', 'jelas'), ('jelas',), ('sangat',), ('sangat', 'susah'), ('susah', 'untuk'), ('untuk', 'paham'), ('paham', 'lore'), ('lore', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'karena'), ('karena', 'game'), ('game', 'ini'), ('ini', 'lebih'), ('lebih', 'fokus'), ('fokus', 'pada'), ('pada', 'gameplay'), ('gameplay',), ('bahkan',), ('bahkan', 'gambar'), ('gambar', 'primeara'), ('primeara', 'pun'), ('pun', 'tak'), ('tak', 'tulis'), ('tulis', 'jelas'), ('jelas', 'buat'), ('buat', 'banyak'), ('banyak', 'mi'), ('mi', 'cukup'), ('cukup', 'susah'), ('susah', 'paham'), ('paham', 'lore'), ('lore',), ('untuk',), ('untuk', 'depan'), ('depan', 'aku'), ('aku', 'harap'), ('harap', 'game'), ('game', 'ini'), ('ini', 'bisa'), ('bisa', 'gambar'), ('gambar', 'lore'), ('lore', 'gamenya'), ('gamenya', 'dengan'), ('dengan', 'lebih'), ('lebih', 'jelas'), ('jelas', 'seperti'), ('seperti', 'game'), ('game', 'moba'), ('moba', 'lain'), ('lain',)]","[('turut', 'sih'), ('sih', 'honor'), ('honor', 'of'), ('of', 'kings'), ('kings', 'butuh'), ('butuh', 'gambar'), ('gambar', 'lore'), ('lore', 'yang'), ('yang', 'lebih'), ('lebih', 'jelas'), ('jelas',), ('sangat',), ('sangat', 'susah'), ('susah', 'untuk'), ('untuk', 'paham'), ('paham', 'lore'), ('lore', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'karena'), ('karena', 'game'), ('game', 'ini'), ('ini', 'lebih'), ('lebih', 'fokus'), ('fokus', 'pada'), ('pada', 'gameplay'), ('gameplay',), ('bahkan',), ('bahkan', 'gambar'), ('gambar', 'primeara'), ('primeara', 'pun'), ('pun', 'tak'), ('tak', 'tulis'), ('tulis', 'jelas'), ('jelas', 'buat'), ('buat', 'banyak'), ('banyak', 'mi'), ('mi', 'cukup'), ('cukup', 'susah'), ('susah', 'paham'), ('paham', 'lore'), ('lore',), ('untuk',), ('untuk', 'depan'), ('depan', 'aku'), ('aku', 'harap'), ('harap', 'game'), ('game', 'ini'), ('ini', 'bisa'), ('bisa', 'gambar'), ('gambar', 'lore'), ('lore', 'gamenya'), ('gamenya', 'dengan'), ('dengan', 'lebih'), ('lebih', 'jelas'), ('jelas', 'seperti'), ('seperti', 'game'), ('game', 'moba'), ('moba', 'lain'), ('lain',)]","[('turut', 'sih'), ('sih', 'honor'), ('honor', 'of'), ('of', 'kings'), ('kings', 'butuh'), ('butuh', 'gambar'), ('gambar', 'lore'), ('lore', 'yang'), ('yang', 'lebih'), ('lebih', 'jelas'), ('jelas',), ('sangat',), ('sangat', 'susah'), ('susah', 'untuk'), ('untuk', 'paham'), ('paham', 'lore'), ('lore', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'karena'), ('karena', 'game'), ('game', 'ini'), ('ini', 'lebih'), ('lebih', 'fokus'), ('fokus', 'pada'), ('pada', 'gameplay'), ('gameplay',), ('bahkan',), ('bahkan', 'gambar'), ('gambar', 'primeara'), ('primeara', 'pun'), ('pun', 'tak'), ('tak', 'tulis'), ('tulis', 'jelas'), ('jelas', 'buat'), ('buat', 'banyak'), ('banyak', 'mi'), ('mi', 'cukup'), ('cukup', 'susah'), ('susah', 'paham'), ('paham', 'lore'), ('lore',), ('untuk',), ('untuk', 'depan'), ('depan', 'aku'), ('aku', 'harap'), ('harap', 'game'), ('game', 'ini'), ('ini', 'bisa'), ('bisa', 'gambar'), ('gambar', 'lore'), ('lore', 'gamenya'), ('gamenya', 'dengan'), ('dengan', 'lebih'), ('lebih', 'jelas'), ('jelas', 'seperti'), ('seperti', 'game'), ('game', 'moba'), ('moba', 'lain'), ('lain',)]"
